summoner_name,played_with,won_with,played_against,lost_against,date,last_played
Guishtoom,0.0,0,1,1,25-7-2023 10:41,Zyra
GroggyGosling,0.0,0,1,1,19-8-2023 19:26,Fiora
Grifo De Llantos,0.0,0,1,1,28-8-2023 21:15,Vi
Grenio,0.0,0,1,0,20-8-2023 12:53,Pantheon
Greeted,0.0,0,1,0,28-8-2023 21:15,Singed
Goob3y,0.0,0,1,0,6-8-2023 11:4,Gnar
GokuKwt,0.0,0,1,0,20-7-2023 21:21,Sylas
Gochon Peleon,0.0,0,1,0,28-8-2023 21:16,Singed
GnimGnomsi,0.0,0,1,1,25-7-2023 10:41,Warwick
Gladyy,0.0,0,1,0,25-7-2023 10:40,Malphite
Gedankenvakuum,0.0,0,1,0,25-7-2023 10:40,Nilah
GYM IS OPEN,0.0,0,1,1,19-8-2023 19:25,Leblanc
G2 Leona Rhoades,0.0,0,1,0,19-8-2023 19:26,Kalista
FoxxLeague,0.0,0,1,1,6-8-2023 11:3,Katarina
Forever Addicted,0.0,0,1,0,19-8-2023 19:25,AurelionSol
Fernando Alønso,0.0,0,1,0,19-8-2023 19:25,Teemo
Eulogy poet,0.0,0,1,1,25-7-2023 10:40,Mordekaiser
Eonera,0.0,0,1,0,28-8-2023 21:16,Zed
Enox,0.0,0,1,1,28-8-2023 21:16,Poppy
Elpatrik,0.0,0,1,0,28-8-2023 21:15,Olaf
Elitrïn,0.0,0,1,0,25-7-2023 10:41,Shen
El Videojugador,0.0,0,1,1,20-8-2023 12:53,Pyke
EddiTheEarthworm,0.0,0,1,1,28-8-2023 21:15,Amumu
EblanSvin,0.0,0,1,1,25-7-2023 10:41,Sett
Durska,0.0,0,1,1,6-8-2023 12:48,Naafiri
Dremmen,0.0,0,1,0,25-7-2023 10:41,Senna
Don Nuki,0.0,0,1,1,25-7-2023 10:41,Sylas
DirtyDianaa,0.0,0,1,0,28-8-2023 21:15,Shen
Demona,0.0,0,1,1,25-7-2023 10:40,Gwen
DarkoLetto,0.0,0,1,0,19-8-2023 19:25,DrMundo
DEVILish002,0.0,0,1,1,6-8-2023 11:4,Volibear
DER Atze,0.0,0,1,0,6-8-2023 11:4,Teemo
Custard2468,0.0,0,1,0,28-8-2023 21:16,Gragas
CrocsBlanc,0.0,0,1,0,19-8-2023 19:25,Anivia
Crit Hemsworth,0.0,0,1,0,25-7-2023 10:41,Pantheon
Crackbear,0.0,0,1,1,25-7-2023 10:41,Fiddlesticks
Coqu0lo,0.0,0,1,0,20-8-2023 12:53,Ivern
Class33,0.0,0,1,1,28-8-2023 21:16,Chogath
Chris Pe Bacon,0.0,0,1,0,20-7-2023 21:21,Vi
ChefCasno,0.0,0,1,0,19-8-2023 19:25,Veigar
Ch1po,0.0,0,1,1,20-8-2023 12:53,Fiddlesticks
Celez,0.0,0,1,0,25-7-2023 10:41,Darius
CastrationQueen,0.0,0,1,1,6-8-2023 11:3,Gangplank
CarneQuemada,0.0,0,1,0,25-7-2023 10:41,Senna
Carell,0.0,0,1,1,19-8-2023 19:26,Elise
Canybros,0.0,0,1,1,25-7-2023 10:41,Riven
Cake of Goat,0.0,0,1,0,25-7-2023 10:40,Illaoi
Bucheron lvl 120,0.0,0,1,1,25-7-2023 10:40,Senna
BrązzerShaco,0.0,0,1,0,20-7-2023 21:21,Mordekaiser
Broken Mood,0.0,0,1,1,19-8-2023 19:25,Urgot
Br1ck1,0.0,0,1,0,28-8-2023 21:15,Rengar
Boudiole,0.0,0,1,0,19-8-2023 19:26,Neeko
BoJack Horsemân,0.0,0,1,1,6-8-2023 11:4,Braum
Ax Citroen,0.0,0,1,1,6-8-2023 11:4,Trundle
Arkean,0.0,0,1,1,25-7-2023 10:41,Viego
ArkaSharp,0.0,0,1,1,6-8-2023 11:3,Renekton
Arekkusu,0.0,0,1,1,20-8-2023 12:53,Kayn
Aram Chef,0.0,0,1,0,28-8-2023 21:16,Kayle
ApoCalYpse05,0.0,0,1,1,20-8-2023 12:53,Singed
Antraaxx78,0.0,0,1,0,25-7-2023 10:40,DrMundo
AlexKiller461,0.0,0,1,1,28-8-2023 21:15,JarvanIV
AlExiUsS,0.0,0,1,0,19-8-2023 19:26,MonkeyKing
Akumaa99,0.0,0,1,0,6-8-2023 11:4,Pyke
Aglea,0.0,0,1,0,28-8-2023 21:15,KSante
AItmetaII,0.0,0,1,1,20-8-2023 12:53,Alistar
8Incher,0.0,0,1,0,25-7-2023 10:40,Yasuo
7EPIK,0.0,0,1,0,20-8-2023 12:53,Sion
6ww,0.0,0,1,1,6-8-2023 11:4,Gwen
21 PITCHO,0.0,0,1,0,6-8-2023 11:4,Swain
0nruststoker,0.0,0,1,1,25-7-2023 10:41,Shyvana
0815 Spartiat,0.0,0,1,0,19-8-2023 19:25,Sett
 Scorpion poison,0.0,0,1,1,6-8-2023 11:4,Shaco
