summoner_name,played_with,won_with,played_against,lost_against,last_played,date
EPIC Revolution,0.0,0,1,0,Kindred,0
EA Osmos,0.0,0,1,0,Kalista,0
DonMakro,0.0,0,1,0,Zilean,0
Diamond6700,0.0,0,1,1,Teemo,0
DeadlyAlive,0.0,0,1,1,Xayah,26-5-2022 17:11
DIO ZA WARUDO,0.0,0,1,0,Teemo,0
CptShizo,0.0,0,1,1,Karthus,0
Contropiede,0.0,0,1,0,LeeSin,15-6-2022 15:43
Clémounours,0.0,0,1,1,Zyra,0
Cletes Schmidt,0.0,0,1,1,Teemo,0
ChrisBraum420,0.0,0,1,0,Kindred,0
Caprichosza,0.0,0,1,1,Khazix,0
BurningEvil,0.0,0,1,0,Corki,0
BubbleBoom,0.0,0,1,1,Ahri,0
BrunoSunRunner,0.0,0,1,0,Kassadin,0
Blòódy,0.0,0,1,1,Zac,0
Blonde Boy,0.0,0,1,1,Fizz,0
Bigby Snow Wolf,0.0,0,1,0,Varus,0
BeaTs3,0.0,0,1,1,Malphite,0
BasterdSonkKong,0.0,0,1,1,Kayn,0
BarrelBellyBoy,0.0,0,1,1,Fiora,0
BakjeLasagne,0.0,0,1,1,Kayle,0
Bacon Ipsum,0.0,0,1,1,Corki,0
Babaxore,0.0,0,1,1,Gragas,0
BCute,0.0,0,1,0,MonkeyKing,0
BAD DAY TO PLAY,0.0,0,1,1,Lissandra,26-5-2022 17:11
Ares Patrick,0.0,0,1,0,Ekko,0
Amerior,0.0,0,1,1,Riven,26-5-2022 17:11
Aertyo,0.0,0,1,1,Jinx,26-5-2022 17:11
AVICII HAD NO GA,0.0,0,1,1,Garen,0
AMohsenQ7,0.0,0,1,0,Khazix,0
3aydooo,0.0,0,1,0,Yasuo,0
