summoner_name,played_with,won_with,played_against,lost_against,date,last_played
ManisPlays04,0.0,0,1,0,12-11-2023 13:25,Orianna
Mangorine24,0.0,0,1,0,12-11-2023 13:25,Renata
MOHG MOMENT,0.0,0,1,0,12-11-2023 13:25,Xerath
Lììsa,0.0,0,1,1,20-11-2023 10:14,Braum
Lya Ly,0.0,0,1,0,22-11-2023 9:28,Jhin
Littlemasterfe,0.0,0,1,1,20-11-2023 10:14,Nocturne
LiquidMiracle AI,0.0,0,1,0,22-11-2023 9:28,Udyr
Lapone24,0.0,0,1,0,16-11-2023 11:57,Jax
Kaii δ,0.0,0,1,0,16-11-2023 11:57,Katarina
KATARINA MACHINE,0.0,0,1,1,16-11-2023 11:57,Katarina
JustanAverageBoi,0.0,0,1,1,12-11-2023 13:25,Gnar
JhinÝ,0.0,0,1,0,16-11-2023 11:57,Pyke
Jedw1,0.0,0,1,1,16-11-2023 11:57,Azir
J3XXXTER,0.0,0,1,0,16-11-2023 11:57,Ziggs
Irish Girl,0.0,0,1,1,12-11-2023 13:24,Ashe
Impolite Clown,0.0,0,1,0,16-11-2023 11:56,Viego
Il Signor Benito,0.0,0,2,1,16-11-2023 11:57,Vex
HÎJOX,0.0,0,1,0,12-11-2023 13:25,Kled
Hyrus,0.0,0,1,0,20-11-2023 10:14,Volibear
Hobomatt,0.0,0,1,0,16-11-2023 11:57,Blitzcrank
Hipoglúcido,0.0,0,1,1,12-11-2023 13:25,Heimerdinger
HRTS Alttodi,0.0,0,1,0,20-11-2023 10:14,TahmKench
Gorkas,0.0,0,1,0,22-11-2023 9:28,Jax
GladiVaynetor,0.0,0,1,0,12-11-2023 13:25,Azir
GamerJasp,0.0,0,1,0,16-11-2023 11:57,Yasuo
Fun W molly,0.0,0,1,1,16-11-2023 11:57,Nunu
FrogiStealer,0.0,0,1,0,22-11-2023 9:28,Nocturne
Fhakear,0.0,0,1,0,22-11-2023 9:28,Khazix
Fetts Geodreieck,0.0,0,1,1,20-11-2023 10:14,Fizz
FIaqueDePisse,0.0,0,1,1,20-11-2023 10:14,Ekko
EonPvP,0.0,0,1,1,20-11-2023 10:14,Caitlyn
Ens Inimicus ,0.0,0,1,0,16-11-2023 11:57,Gangplank
Edéeffe,0.0,0,1,0,16-11-2023 11:56,Ezreal
EINS Lurth,0.0,0,1,1,16-11-2023 11:57,Pantheon
Dirnenspross 69,0.0,0,1,1,20-11-2023 10:14,Veigar
Dezsadou,0.0,0,1,0,22-11-2023 9:28,Caitlyn
DeGaper,0.0,0,1,0,16-11-2023 11:57,Teemo
DawnWxlker,0.0,0,1,1,16-11-2023 11:57,Mordekaiser
Darkened999,0.0,0,1,1,12-11-2023 13:24,Sett
Damage1710,0.0,0,1,1,12-11-2023 13:25,Elise
DEADLIFT150KG,0.0,0,1,1,20-11-2023 10:14,Teemo
Coomy,0.0,0,1,1,20-11-2023 10:14,Maokai
Children F1STER,0.0,0,1,0,12-11-2023 13:25,Zed
Chapss82,0.0,0,1,0,12-11-2023 13:25,Caitlyn
BoHjava,0.0,0,1,0,12-11-2023 13:24,Thresh
Bipppo,0.0,0,1,0,16-11-2023 11:57,Qiyana
Big ass nurgling,0.0,0,1,1,12-11-2023 13:24,Aatrox
Beńx,0.0,0,1,0,16-11-2023 11:57,Nidalee
Better Call Saul,0.0,0,1,1,16-11-2023 11:57,Fiddlesticks
Bemoc,0.0,0,1,0,20-11-2023 10:14,Sejuani
BartolomeLaw,0.0,0,1,1,20-11-2023 10:14,Zyra
BadBunnyBABY,0.0,0,1,1,12-11-2023 13:24,Anivia
BETACÚCK,0.0,0,1,1,12-11-2023 13:25,Teemo
ArtXir,0.0,0,1,0,16-11-2023 11:56,Ekko
Arrfur,0.0,0,2,0,16-11-2023 11:57,Garen
Andrømache,0.0,0,1,0,20-11-2023 10:14,Nidalee
Alzheimerdingér,0.0,0,1,1,12-11-2023 13:24,Jax
Adrasthé,0.0,0,1,1,12-11-2023 13:25,Xayah
3than,0.0,0,1,1,12-11-2023 13:25,Vayne
