summoner_name,played_with,won_with,played_against,lost_against,last_played,date
Glitch XD,1.0,0,0,0,Varus,16-8-2022 10:31
GleypnirSuzumiya,1.0,0,0,0,Rengar,0
Giga Cute Bf,1.0,0,0,0,Talon,24-7-2022 17:43
Ghoster073,1.0,0,0,0,Nami,11-8-2022 20:4
Genjeshtar,1.0,0,0,0,Pantheon,0
G00GY,1.0,0,0,0,Diana,24-7-2022 18:38
Frosendal,1.0,0,0,0,Caitlyn,0
FrischGetoastet,1.0,0,0,0,Thresh,11-8-2022 20:4
Franchunano98,1.0,0,0,0,Xerath,0
Fraguex,1.0,0,0,0,Lillia,30-7-2022 12:42
FraggMentt,1.0,0,0,0,Teemo,6-9-2022 10:26
FigSieHartmann,1.0,0,0,0,Blitzcrank,8-8-2022 21:40
Feartheroar,1.0,0,0,0,Volibear,0
FastForwar4,1.0,0,0,0,LeeSin,0
FarokterOofok,1.0,0,0,0,Yone,11-8-2022 20:4
Farming is slave,1.0,0,0,0,Yuumi,0
FRΛCTURΞD SOUL,1.0,0,0,0,Thresh,16-8-2022 10:30
ErosExcelsior,1.0,0,0,0,Katarina,9-8-2022 22:21
EnemyCrapGod,1.0,0,0,0,Volibear,0
Electric Alfil,1.0,0,0,0,Azir,1-8-2022 20:42
Elcapador123,1.0,0,0,0,Teemo,19-7-2022 11:49
ElYisuscrai,1.0,0,0,0,Ezreal,6-9-2022 10:27
Eichelkaesesalat,1.0,0,0,0,Talon,9-8-2022 10:51
EDxxBG,1.0,0,0,0,Yasuo,6-9-2022 10:26
Dudurioel,1.0,0,0,0,Ezreal,8-8-2022 21:40
DrunkenIce,1.0,0,0,0,Yone,6-9-2022 10:26
Dr Tryhard,1.0,0,0,0,Lulu,0
Doenges sama,1.0,0,0,0,Garen,0
DeathWîng,1.0,0,0,0,Darius,11-8-2022 20:4
Das Ubersoldat,1.0,0,0,0,Garen,6-9-2022 10:26
Darkfrost1904,1.0,0,0,0,Thresh,30-7-2022 12:42
DaniTheBest00004,1.0,0,0,0,Renata,9-8-2022 22:21
Dakoï,1.0,0,0,0,Tristana,14-8-2022 14:53
DaFrodo,1.0,0,0,0,Lillia,0
Chunky Choncc,1.0,0,0,0,Samira,0
Chu Chu Im Train,1.0,0,0,0,Renekton,16-8-2022 10:31
CanartiChibre,1.0,0,0,0,Sion,16-8-2022 10:30
Cahdeaar,1.0,0,0,0,Morgana,24-9-2022 23:1
CaboHache,1.0,0,0,0,Gangplank,0
C9 YOUSEFXC,1.0,0,0,0,Thresh,0
C60,1.0,0,0,0,Rengar,0
Bubble Jungle,1.0,0,0,0,Urgot,10-8-2022 13:23
BobKroket,1.0,0,0,0,Nautilus,0
Bleeki,1.0,0,0,0,Janna,0
Blaka,1.0,0,0,0,Yasuo,0
Biscuit Kid,1.0,0,0,0,LeeSin,24-7-2022 18:38
BiggieBlues,1.0,0,0,0,Lillia,10-8-2022 13:23
BenderOnline,1.0,0,0,0,Blitzcrank,8-8-2022 21:40
BadHooks101,1.0,0,0,0,Malphite,0
BabyFacted,1.0,0,0,0,Talon,16-8-2022 10:54
BARUD997,1.0,0,0,0,Yasuo,16-8-2022 10:54
Aurianz,1.0,0,0,0,KogMaw,9-8-2022 22:22
Amianca,1.0,0,0,0,Renata,16-8-2022 10:54
AlmostOver,1.0,0,0,0,Caitlyn,9-8-2022 22:22
Alexbod,1.0,0,0,0,Yone,9-8-2022 22:21
AleXD317,1.0,0,0,0,Yone,16-8-2022 10:30
Adrian8,1.0,0,0,0,Gwen,0
AccelMarc,1.0,0,0,0,Camille,3-8-2022 14:48
ASDF22,1.0,0,0,0,Annie,9-8-2022 22:21
200ms2Doigts ,1.0,0,0,0,Shaco,1-8-2022 20:42
0JlCr0,1.0,0,0,0,Gragas,30-7-2022 12:42
 D3finitl3yNotMe,1.0,0,0,0,Yasuo,0
κψuτΛΛ,0.0,0,1,1,Sett,7-8-2022 12:4
Τimity,0.0,0,1,1,Irelia,0
Λkalí,0.0,0,1,0,Darius,0
ΚΓΛΜΞΓ,0.0,0,1,0,Jinx,23-8-2022 16:46
ΔngeI,0.0,0,1,0,Seraphine,0
Αngry Paimon,0.0,0,1,0,Diana,0
Αkαlynn,0.0,0,1,1,Akali,1-8-2022 20:42
ˇVłÑtåŠˉTıĆˆ,0.0,0,1,1,AurelionSol,6-9-2022 10:26
łęę șίη,0.0,0,1,0,LeeSin,1-8-2022 20:41
ßhairava,0.0,0,1,0,Karma,0
Ü serendipity I ,0.0,0,1,0,Trundle,0
Ðrakkøn,0.0,0,1,0,Warwick,0
ÌamBarryAllen,0.0,0,1,0,Ezreal,0
Ælfgar,0.0,0,1,0,Shaco,0
zachmae,0.0,0,1,0,Ekko,11-8-2022 20:4
zBimMaqi,0.0,0,1,1,MasterYi,4-8-2022 19:46
yankydanky,0.0,0,1,0,Shaco,12-8-2022 10:57
yaasuoo69,0.0,0,1,0,Yasuo,23-8-2022 16:46
xtracox,0.0,0,1,1,MasterYi,0
xlSmash,0.0,0,1,0,Twitch,0
xXxQuAnTiTuMxXx,0.0,0,1,0,Yasuo,11-8-2022 20:32
xXjack1999Xx,0.0,0,1,0,KogMaw,11-8-2022 20:4
xXfunkekisteXx,0.0,0,1,0,Blitzcrank,0
xXInfamusXx,0.0,0,1,0,Leblanc,23-8-2022 16:46
xMuanx,0.0,0,1,1,Darius,10-8-2022 13:23
