map,played,won,won_with_first_blood,lost_with_first_blood,won_with_first_tower,lost_with_first_tower,won_with_first_b&t,lost_with_first_b&t,won_with_first_inibitor,lost_with_first_inibitor,won_with_all,lost with_all,winrate
ARAM,4.0,3,2,0,2,0,2,0,3,0,2,0,75
