summoner_name,played_with,won_with,played_against,lost_against,date,last_played
ironsuperhulk,4.0,3,0,0,22-1-2024 11:56,Ziggs
yvan i am,1.0,1,0,0,22-1-2024 11:56,Varus
toebi,1.0,1,0,0,22-1-2024 11:56,TahmKench
pungsvett2000,1.0,1,0,0,22-1-2024 11:56,Gragas
nikva,1.0,1,0,0,22-1-2024 11:56,Fiora
iUn1corn,1.0,1,0,0,22-1-2024 11:56,Lulu
SWADSA,1.0,1,0,0,22-1-2024 11:56,Alistar
Hikaru Rose,1.0,1,0,0,22-1-2024 11:56,Twitch
Bubbsäck alda,1.0,1,0,0,22-1-2024 11:56,Shaco
BluezamX,1.0,1,0,0,22-1-2024 11:56,Blitzcrank
Athea,1.0,1,0,0,22-1-2024 11:56,Rakan
2022woxy,1.0,1,0,0,22-1-2024 11:56,Olaf
12 O7,1.0,1,0,0,22-1-2024 11:56,Lux
Silkganon,1.0,0,0,0,22-1-2024 11:56,Rumble
Medic45,1.0,0,0,0,22-1-2024 11:56,Hecarim
JulKingMing,1.0,0,0,0,22-1-2024 11:56,Ziggs
G ÖK    B O R U,1.0,0,0,0,22-1-2024 11:56,Caitlyn
z Ryan o,0.0,0,1,0,22-1-2024 11:56,Vayne
xa3ro2,0.0,0,1,0,22-1-2024 11:56,Xerath
tonieplayslol,0.0,0,1,0,22-1-2024 11:56,Karthus
tempfvcascgktzbn,0.0,0,1,0,22-1-2024 11:56,Jayce
oldroad,0.0,0,1,0,22-1-2024 11:56,Tryndamere
gélapodur,0.0,0,1,1,22-1-2024 11:56,Fiddlesticks
Xércès,0.0,0,1,1,22-1-2024 11:56,Gangplank
White Candle,0.0,0,1,0,22-1-2024 11:56,Corki
RobShot,0.0,0,1,0,22-1-2024 11:56,Heimerdinger
Ponch555,0.0,0,1,1,22-1-2024 11:56,Shaco
NarineDroite87,0.0,0,1,0,22-1-2024 11:56,Sejuani
Monkeyrikou,0.0,0,1,1,22-1-2024 11:56,Annie
Lesrenards,0.0,0,1,1,22-1-2024 11:56,Jax
HonestMistake,0.0,0,1,0,22-1-2024 11:56,Lillia
Happyƒeet,0.0,0,1,0,22-1-2024 11:56,Pyke
FallenBrother,0.0,0,1,0,22-1-2024 11:56,Milio
FMX Redover,0.0,0,1,0,22-1-2024 11:56,Zoe
DLastRomanovYT,0.0,0,1,0,22-1-2024 11:56,Morgana
Cdoc,0.0,0,1,0,22-1-2024 11:56,Zilean
Abbett,0.0,0,1,0,22-1-2024 11:56,Shaco
