summoner_name,played_with,won_with,played_against,lost_against,date,last_played
ironsuperhulk,1.0,0,0,0,7-3-2024 15:26,Ezreal
ViscosoYSabroso,1.0,0,0,0,7-3-2024 15:26,Xayah
NooberusClausus,1.0,0,0,0,7-3-2024 15:26,Malphite
Joselikoo1994,1.0,0,0,0,7-3-2024 15:26,Sett
CentinelaZ,1.0,0,0,0,7-3-2024 15:26,Brand
vhykj,0.0,0,1,1,7-3-2024 15:26,Naafiri
skull 777,0.0,0,1,1,7-3-2024 15:26,Jinx
Try4Boii,0.0,0,1,1,7-3-2024 15:26,Veigar
Kukushka 777,0.0,0,1,1,7-3-2024 15:26,Zoe
Eggsiiii,0.0,0,1,1,7-3-2024 15:26,TwistedFate
