map,played,won,won_with_first_blood,lost_with_first_blood,won_with_first_tower,lost_with_first_tower,won_with_first_b&t,lost_with_first_b&t,won_with_first_inibitor,lost_with_first_inibitor,won_with_all,lost_with_all,winrate
ARAM,22.0,9,4,6,6,4,3,2,7,1,3,1,40
