summoner_name,played_with,won_with,played_against,lost_against,date,last_played
ironsuperhulk,22.0,9,0,0,6-3-2024 12:13,Varus
Jeeveezee,4.0,2,0,0,4-3-2024 21:14,Sivir
xKushala,2.0,0,0,0,5-3-2024 10:34,Belveth
perokfalso,2.0,0,0,0,4-3-2024 21:15,Karma
JunioRka18,2.0,0,0,0,5-3-2024 10:34,Anivia
AmitFleshTearer,2.0,0,0,0,4-3-2024 21:15,Kayle
0xyZen,2.0,0,0,0,4-3-2024 21:14,Ashe
sofaloseRRR,1.0,1,0,0,1-3-2024 8:47,Katarina
smolderking,1.0,1,1,1,27-2-2024 11:57,Nocturne
pizzaguy220,1.0,1,0,0,1-3-2024 8:47,Talon
nan,1.0,1,0,0,27-2-2024 11:56,Braum
mjölk slörp,1.0,1,0,0,27-2-2024 11:56,Diana
keloid milk,1.0,1,0,0,27-2-2024 11:56,Zed
itssalomttv,1.0,1,0,0,27-2-2024 11:57,Ezreal
iduras,1.0,1,0,0,27-2-2024 11:56,Hwei
hello stupid,1.0,1,0,0,27-2-2024 11:57,Senna
danielo1723,1.0,1,0,0,27-2-2024 11:56,Twitch
aSKYfullofSTARYU,1.0,1,0,0,27-2-2024 11:57,Lillia
WinSumIsland,1.0,1,0,0,27-2-2024 11:57,Zac
WarwickGhost,1.0,1,0,0,27-2-2024 11:56,Anivia
Tyrranoid2410,1.0,1,0,0,27-2-2024 11:56,Sivir
Stepsister Briar,1.0,1,0,0,1-3-2024 8:47,Sett
Sly Raycoon,1.0,1,0,0,27-2-2024 11:56,Garen
Rustinxy,1.0,1,0,0,27-2-2024 11:57,Caitlyn
Pïmp,1.0,1,0,0,1-3-2024 8:47,Gragas
PhuausVietnam,1.0,1,0,0,27-2-2024 11:56,Irelia
Nhom,1.0,1,0,0,1-3-2024 8:47,Rumble
Mygalozor,1.0,1,0,0,27-2-2024 11:57,Nautilus
MrGiggIes,1.0,1,0,0,27-2-2024 11:57,Karma
MotoDan,1.0,1,0,0,27-2-2024 11:56,Poppy
McFlipper,1.0,1,0,0,27-2-2024 11:56,Jax
Marlboro Touch,1.0,1,0,0,27-2-2024 11:56,TwistedFate
LORYX94,1.0,1,0,0,1-3-2024 8:47,LeeSin
Knockoutmaster,1.0,1,0,0,1-3-2024 8:47,Kalista
GreatShien,1.0,1,0,0,27-2-2024 11:57,Malphite
FastFinguers,1.0,1,0,0,27-2-2024 11:57,Twitch
Doctor Baitman,1.0,1,0,0,27-2-2024 11:57,Ekko
Deliα,1.0,1,0,0,1-3-2024 8:47,Ahri
CofféèBean,1.0,1,0,0,27-2-2024 11:57,Pyke
Avaricos,1.0,1,0,0,27-2-2024 11:57,Aphelios
100Kg Enhörna,1.0,1,0,0,27-2-2024 11:56,Nautilus
ΛGRESIVO,1.0,0,0,0,1-3-2024 8:47,Blitzcrank
nan,1.0,0,0,0,27-2-2024 11:56,Shaco
lililiilililllii,1.0,0,0,0,1-3-2024 8:47,Caitlyn
grimm767,1.0,0,0,0,27-2-2024 11:56,Yuumi
cryptofee,1.0,0,0,0,1-3-2024 8:47,Camille
crazyfoxickle,1.0,0,0,0,6-3-2024 12:13,Amumu
chromrausch,1.0,0,0,0,4-3-2024 21:14,Chogath
adskind,1.0,0,0,0,4-3-2024 21:14,Quinn
Songiang,1.0,0,0,0,27-2-2024 11:56,Kassadin
Rajj,1.0,0,0,0,6-3-2024 12:13,Smolder
PersönalTrainer,1.0,0,0,0,27-2-2024 11:57,Lucian
Mαjαx,1.0,0,0,0,27-2-2024 11:56,Elise
Lorenette,1.0,0,0,0,6-3-2024 12:13,Malzahar
Leamaro,1.0,0,0,0,1-3-2024 8:47,Zyra
Kirboy,1.0,0,0,0,27-2-2024 11:57,Kalista
KillMeSoon,1.0,0,0,0,27-2-2024 11:57,Karthus
Irukandji,1.0,0,0,0,4-3-2024 21:14,Lucian
I CAMP TOP,1.0,0,0,0,27-2-2024 11:56,Thresh
HeyHoneyman,1.0,0,0,0,4-3-2024 21:14,Zoe
Hageru,1.0,0,0,0,27-2-2024 11:56,Blitzcrank
Frostmourn,1.0,0,0,0,27-2-2024 11:57,Soraka
Fla7 lkhourchf,1.0,0,0,0,27-2-2024 11:56,Mordekaiser
Ekhynox,1.0,0,0,0,1-3-2024 8:47,Malphite
Dávo,1.0,0,0,0,27-2-2024 11:56,MissFortune
Dimitri Plekill,1.0,0,0,0,4-3-2024 21:15,Aatrox
BoomerangTKO,1.0,0,0,0,4-3-2024 21:14,Nautilus
BlueChokoBot,1.0,0,0,0,1-3-2024 8:47,Tryndamere
Bloodbobbles,1.0,0,0,0,1-3-2024 8:47,Heimerdinger
Bethran,1.0,0,0,0,6-3-2024 12:13,Blitzcrank
Asyrilliath,1.0,0,0,0,27-2-2024 11:56,Thresh
Anty Sama,1.0,0,0,0,27-2-2024 11:56,MasterYi
Allerr Si Brahim,1.0,0,0,0,5-3-2024 10:35,Sion
Ajith09,1.0,0,0,0,4-3-2024 21:14,Kayn
AZE Feine Bober,1.0,0,0,0,1-3-2024 8:47,Karthus
AArpyzzkami,1.0,0,0,0,27-2-2024 11:56,Udyr
 il Brucaliffo,1.0,0,0,0,5-3-2024 10:35,Shaco
x3Whatshisfacex3,0.0,0,1,0,27-2-2024 11:56,Zed
x3Whatsernamex3,0.0,0,1,0,27-2-2024 11:56,Brand
wooonsy,0.0,0,1,1,1-3-2024 8:47,Fiddlesticks
roy1001,0.0,0,1,0,27-2-2024 11:57,LeeSin
puevfi,0.0,0,1,0,27-2-2024 11:56,Aphelios
nan,0.0,0,1,1,1-3-2024 8:47,Amumu
nag0007,0.0,0,1,1,4-3-2024 21:14,RekSai
