summoner_name,played_with,won_with,played_against,lost_against,last_played,date
Gabrial123,0.0,0,1,1,Jax,0
GRAAM8,0.0,0,1,1,Kayle,0
Fłeischfüm,0.0,0,1,1,Twitch,0
FukTehCode,0.0,0,1,1,Velkoz,0
FrigoPecho,0.0,0,1,1,Kaisa,0
Fraunhofer,0.0,0,1,0,Yuumi,0
Fire Fist Ace 2,0.0,0,1,1,Swain,4-8-2022 22:7
FiIip Dewinter,0.0,0,1,0,MasterYi,0
Fenauri,0.0,0,1,1,Thresh,0
Fathappy3,0.0,0,1,0,Sion,0
Farynn,0.0,0,1,0,Lulu,0
FaceUrReality,0.0,0,1,1,Khazix,0
FXG Fizz,0.0,0,1,0,Tristana,0
FUNKYKONG22,0.0,0,1,1,Graves,4-8-2022 22:8
FGPnoob,0.0,0,1,1,Volibear,0
Eyjafjallajokul,0.0,0,1,0,Zilean,0
Examune,0.0,0,1,1,Kled,0
Eulekngdelolsx3,0.0,0,1,0,Nocturne,0
EstojoDePele,0.0,0,1,0,Riven,0
Eooris,0.0,0,1,0,KogMaw,0
Eodum ui wang,0.0,0,1,1,Zed,0
Elwescho,0.0,0,1,0,Trundle,4-8-2022 22:7
ElFlemas,0.0,0,1,1,Veigar,0
El Luisma,0.0,0,1,1,Udyr,0
Ekern The Baws,0.0,0,1,1,Tristana,0
Ein Pils Bitte,0.0,0,1,1,Rakan,0
EcoN,0.0,0,1,1,Senna,0
Drohach,0.0,0,1,1,MasterYi,0
Dovah717,0.0,0,1,1,Caitlyn,0
Docteur Ayoub,0.0,0,1,0,Pantheon,0
DobiOne,0.0,0,1,1,Renekton,0
Dkay420,0.0,0,1,0,Pyke,0
Discodog7,0.0,0,1,0,Lillia,0
DesMuffin,0.0,0,1,0,Seraphine,0
Deathneversleeps,0.0,0,1,0,Singed,0
DavidBowie Iron3,0.0,0,1,0,Jax,0
Daterelly,0.0,0,1,1,RekSai,0
Darkrixxo,0.0,0,1,0,Ekko,0
DarkDestroyer88,0.0,0,2,1,Jhin,0
Dann Bones,0.0,0,1,1,Khazix,0
Daetaetoktril,0.0,0,1,1,Nami,0
Dacre Montgomery,0.0,0,1,1,Trundle,4-8-2022 22:7
Daavzer,0.0,0,1,1,Lux,0
DaRealWeapon,0.0,0,1,0,Jax,18-5-2023 21:41
DYPsykox,0.0,0,1,1,Fizz,0
DAOBHER,0.0,0,1,0,Lissandra,0
DANÌELE,0.0,0,1,0,Teemo,4-8-2022 22:7
CınreI,0.0,0,1,1,Twitch,0
Crysismasterwtf,0.0,0,1,0,Gnar,0
CromaSuperAmico,0.0,0,1,1,Alistar,0
CopperImmigrant,0.0,0,1,1,Gangplank,0
ChickenWizard,0.0,0,1,0,Yorick,0
Chatto0,0.0,0,1,1,Xerath,4-8-2022 22:8
ChaosStone,0.0,0,1,1,Jinx,0
ChaosM3rt,0.0,0,1,1,LeeSin,0
Caraseniia,0.0,0,1,0,Morgana,20-3-2022 15:16
CaptainHolz,0.0,0,1,0,Rengar,0
Captain OuinOuin,0.0,0,1,0,Galio,0
Caolátron,0.0,0,1,0,Swain,0
CallMeTuga,0.0,0,1,0,Senna,4-8-2022 22:7
CG Burpy,0.0,0,1,1,Trundle,0
ByeZzz,0.0,0,1,0,Gwen,0
Butzbach,0.0,0,1,1,Volibear,0
Bubu Princess,0.0,0,1,0,Jhin,0
Black càt,0.0,0,1,1,Draven,0
Bl4kee,0.0,0,1,0,Fizz,0
BigG Günther,0.0,0,1,0,Jax,0
BigBossInSeide,0.0,0,1,0,Ziggs,0
Best Yone EUW,0.0,0,1,0,Ekko,0
Beredrial,0.0,0,1,1,Rakan,0
BarkYorik,0.0,0,1,1,Renekton,0
Bard is Godd,0.0,0,1,0,Lucian,0
Baran,0.0,0,1,1,Yasuo,4-8-2022 22:8
BaconSupport,0.0,0,1,0,Malzahar,0
BaconKopfMcEssit,0.0,0,1,1,Rell,0
Bab7,0.0,0,1,1,Fiddlesticks,0
BUNDEK2137,0.0,0,1,1,Aphelios,0
BLÅck BearD,0.0,0,1,1,Vayne,0
BARK Marnou,0.0,0,1,1,Tristana,0
AzyTsuayo,0.0,0,1,0,Renekton,0
Ayman96,0.0,0,1,1,Gwen,0
AssassınBEAR,0.0,0,1,1,Yasuo,0
Ares ªˇ,0.0,0,1,1,Gangplank,0
Anemiè,0.0,0,1,1,Nasus,0
Anderson Pyke,0.0,0,1,0,DrMundo,0
AnTiCoRTeX,0.0,0,1,1,Volibear,0
AlotOfDankMemes,0.0,0,1,0,Sivir,0
Akareshi,0.0,0,1,0,Rammus,0
Ainword,0.0,0,1,0,Darius,0
Aimanior,0.0,0,1,1,Akali,4-8-2022 22:7
Ahuron,0.0,0,1,0,Aatrox,0
Agronomist,0.0,0,1,1,Shyvana,4-8-2022 22:8
Ace on Mace,0.0,0,1,1,Janna,0
AbuHelal,0.0,0,1,0,Khazix,0
Able,0.0,0,1,1,Tristana,0
AbdullaAlza,0.0,0,1,1,Ornn,0
AOE Reaper,0.0,0,1,0,Zed,0
AIfa male,0.0,0,1,1,LeeSin,0
A99E7,0.0,0,1,1,Yasuo,0
92561,0.0,0,1,1,Katarina,4-8-2022 22:7
90Portugues,0.0,0,1,1,Swain,0
4LEAVEZZ,0.0,0,1,1,Yorick,0
0TK,0.0,0,1,1,Kaisa,0
0P Lasagne,0.0,0,1,0,Seraphine,0
0P Asian,0.0,0,1,0,Khazix,0
 Giąnn,0.0,0,1,1,Rammus,0
