summoner_name,played_with,won_with,played_against,lost_against,date,last_played
Jeeveezee,2.0,1,0,0,9-2-2024 11:20,Lucian
poshclown,1.0,1,0,0,9-2-2024 11:20,Milio
beautysquirrel,1.0,1,0,0,9-2-2024 11:20,Swain
RND DeepInU,1.0,1,0,0,9-2-2024 11:20,Kled
Boskis,1.0,1,1,1,9-2-2024 11:20,Vayne
Vaipahh,1.0,0,0,0,9-2-2024 11:20,Ryze
Nąst,1.0,0,0,0,9-2-2024 11:20,Akali
Lonelyness,1.0,0,0,0,9-2-2024 11:20,Urgot
BETHC,1.0,0,0,0,9-2-2024 11:20,Brand
lu0O0,0.0,0,1,0,9-2-2024 11:20,Darius
iSinister,0.0,0,1,0,9-2-2024 11:20,Lux
Sago Cupcake,0.0,0,1,1,9-2-2024 11:20,Jinx
Niisas,0.0,0,1,1,9-2-2024 11:20,Kayle
HustensaftHelmut,0.0,0,1,0,9-2-2024 11:20,Ashe
HAngrý,0.0,0,1,1,9-2-2024 11:20,Lillia
GSC SkyneSs,0.0,0,1,1,9-2-2024 11:20,LeeSin
EdgyJoe,0.0,0,1,0,9-2-2024 11:20,Nilah
DomsenSan,0.0,0,1,0,9-2-2024 11:20,Udyr
