summoner_name,played_with,won_with,played_against,lost_against,date,last_played
yvan i am,3.0,1,0,0,5-2-2024 13:36,Sylas
Jeeveezee,3.0,1,0,0,5-2-2024 13:36,Kaisa
BluezamX,3.0,1,0,0,5-2-2024 13:36,Morgana
OllietroIlie,2.0,1,0,0,5-2-2024 13:36,Karthus
peciTRON,1.0,1,0,0,5-2-2024 13:36,Katarina
bobylosse,1.0,0,0,0,5-2-2024 13:36,Ezreal
Frozty1,1.0,0,0,0,5-2-2024 13:36,Teemo
D13t3r,1.0,0,0,0,5-2-2024 13:36,Syndra
infinite PP,0.0,0,1,1,5-2-2024 13:36,Tryndamere
galudriel,0.0,0,1,0,5-2-2024 13:36,Hwei
ThenewOne1290,0.0,0,1,1,5-2-2024 13:36,Taric
Shibafu,0.0,0,1,0,5-2-2024 13:36,MissFortune
PyrosXx,0.0,0,1,0,5-2-2024 13:36,Teemo
MoratoYopon,0.0,0,1,1,5-2-2024 13:36,Fiddlesticks
Maxfa,0.0,0,1,1,5-2-2024 13:36,Veigar
Kirriu,0.0,0,1,0,5-2-2024 13:36,Kennen
KZ TheCoon88,0.0,0,1,1,5-2-2024 13:36,Akali
Jydaion,0.0,0,1,1,5-2-2024 13:36,Karthus
Jordn,0.0,0,1,1,5-2-2024 13:36,Kayn
JTzpuntKZM,0.0,0,1,1,5-2-2024 13:36,Twitch
ItsJustFay,0.0,0,1,0,5-2-2024 13:36,Vayne
Cpt Nick,0.0,0,1,1,5-2-2024 13:36,Viktor
BardholeFeaster,0.0,0,1,1,5-2-2024 13:36,Shen
