champion_id,champion_name,played,won,kills,deaths,assists,average_damage_dealt,average_damage_taken,damage_diff,double_kills,triple_kills,quadra_kills,penta_kills,unreal_kills,average_healing_done,cc_score,winrate
81,Ezreal,1.0,1,1,1,0,946,1266,-320,0,0,0,0,0,0,0,100
420,Illaoi,1.0,1,9,7,15,20115,23094,-2979,1,0,0,0,0,6316,2,100
147,Seraphine,1.0,1,3,9,41,12919,23456,-10537,0,0,0,0,0,5625,29,100
40,Janna,1.0,1,2,12,41,10270,26968,-16698,0,0,0,0,0,10841,67,100
526,Rell,1.0,1,10,11,43,15609,42417,-26808,1,0,0,0,0,4029,74,100
154,Zac,1.0,1,3,11,23,16769,47113,-30344,0,0,0,0,0,26014,42,100
555,Pyke,3.0,1,48,39,85,29930,41180,-11250,8,4,0,0,0,10221,53,33
115,Ziggs,1.0,0,11,7,21,34922,16270,18652,1,0,0,0,0,1858,32,0
432,Bard,1.0,0,8,10,40,36051,33372,2679,1,0,0,0,0,16181,80,0
61,Orianna,1.0,0,5,11,26,19923,23411,-3488,0,0,0,0,0,1402,29,0
888,Renata,1.0,0,9,6,19,18655,26958,-8303,1,0,0,0,0,3270,54,0
902,Milio,1.0,0,3,9,40,9160,21032,-11872,0,0,0,0,0,8003,14,0
