summoner_name,played_with,won_with,played_against,lost_against,date,last_played
ironsuperhulk,14.0,7,0,0,21-2-2024 12:10,Ezreal
zusammen bitte,2.0,2,0,0,21-2-2024 12:10,Yasuo
La Simpática,2.0,0,0,0,9-2-2024 15:11,Vex
Asurah88,2.0,0,0,0,9-2-2024 15:11,Kayn
susad,1.0,1,0,0,21-2-2024 12:10,Twitch
senbay99,1.0,1,0,0,21-2-2024 12:10,Milio
bvv21,1.0,1,0,0,21-2-2024 12:10,Jhin
Yuhohohohoho,1.0,1,0,0,21-2-2024 12:10,Olaf
Willovs,1.0,1,0,0,21-2-2024 12:10,Kassadin
UwU VirJhin UwU,1.0,1,0,0,21-2-2024 12:10,Zac
ThunderKunt,1.0,1,0,0,21-2-2024 12:10,Singed
TagFill,1.0,1,0,0,21-2-2024 12:10,Kennen
Stordunk,1.0,1,1,0,21-2-2024 12:10,Ziggs
SanJySensei,1.0,1,0,0,21-2-2024 12:10,Vex
PoisonVibe,1.0,1,0,0,21-2-2024 12:10,Ahri
OrnnHubUwU,1.0,1,0,0,21-2-2024 12:10,Gwen
Lionel Pessi,1.0,1,1,0,21-2-2024 12:11,Hwei
Larmir,1.0,1,0,0,21-2-2024 12:10,Ashe
Lankan,1.0,1,0,0,21-2-2024 12:10,MissFortune
LaPeteAlaMonique,1.0,1,0,0,21-2-2024 12:10,Zac
LaBeuhlette,1.0,1,0,0,21-2-2024 12:10,MasterYi
KyozenN,1.0,1,0,0,21-2-2024 12:10,Nilah
Jhin Extremis,1.0,1,0,0,21-2-2024 12:10,Nocturne
Jenkan,1.0,1,1,0,21-2-2024 12:11,Singed
Jenevelle,1.0,1,0,0,21-2-2024 12:10,Cassiopeia
Hot Pirozhok,1.0,1,0,0,21-2-2024 12:10,Kaisa
GortTheCapybara,1.0,1,0,0,21-2-2024 12:10,Sett
DonLAmino,1.0,1,0,0,21-2-2024 12:10,Karma
Dalko the Feeder,1.0,1,0,0,21-2-2024 12:10,Teemo
0dj0b,1.0,1,0,0,21-2-2024 12:10,Gangplank
xenuts,1.0,0,0,0,21-2-2024 12:10,Karma
