bsec_status,iaq,iaq_accuracy,temperature,humidity,pressure,raw_temperature, raw_humidity,gas,static_iaq,co2_equivalent, breath_voc_equivalent 
0,163.753830,3,25.205284,38.280182,102137.000000,25.270000,38.251999,1036071.000000,201.941055,2019.410522,7.254126
