date,timeStamp,temperature,outside temperature,humidity,pressure,gasResistance,bsec  breath_voc_equivalent ,bsec  raw_humidity,bsec bsec_status,bsec co2_equivalent,bsec gas,bsec humidity,bsec iaq,bsec iaq_accuracy,bsec pressure,bsec raw_temperature,bsec static_iaq,bsec temperature
2023-04-04,00:03:45,16.37,4.5,35.119,1032.15,2449475.0462545347,0.6489689999999999,35.118999,0.0,569.005066,2518657.0,35.282692,34.836704,3.0,103215.0,17.370001000000002,42.251265999999994,17.305283
2023-04-04,00:08:46,16.27,4.29,35.264,1032.19,2455430.008831921,0.647917,35.264,0.0,568.575562,2525725.0,35.40826,34.809875,3.0,103219.0,17.27,42.143883,17.205282
2023-04-04,00:13:47,16.23,4.29,35.30300000000001,1032.13,2453441.8067513485,0.650328,35.303001,0.0,569.5585940000002,2523365.0,35.448547,34.985413,3.0,103213.0,17.23,42.389656,17.165279
2023-04-04,00:18:47,16.21,4.29,35.289,1032.07,2457421.435895672,0.654729,35.289001,0.0,571.343262,2528090.0,35.427208,35.276871,3.0,103207.0,17.209999,42.835815,17.145304
2023-04-04,00:23:47,16.12,4.08,35.382,1032.11,2463415.1456441283,0.661115,35.382,0.0,573.911743,2535211.0,35.533161,35.683365,3.0,103211.0,17.120001000000002,43.47792800000001,17.055281
2023-04-04,00:28:48,16.09,4.21,35.41900000000001,1032.19,2455430.008831921,0.655096,35.539001,0.0,571.491577,2530459.0,35.123859,35.36930800000001,3.0,103213.0,17.41,42.872902,17.345282
2023-04-04,00:33:48,16.05,4.04,35.488,1032.17,2441579.882333536,0.6851470000000001,35.487999,0.0,583.3596190000002,2509294.0,35.636318,37.132236,3.0,103217.0,17.049999,45.83990900000001,16.985281
2023-04-04,00:38:49,16.0,4.04,35.586999999999996,1032.05,2445521.0920873242,0.6756,35.58700200000001,0.0,579.646484,2513966.0,35.731792,36.631798,3.0,103205.0,17.0,44.911613,16.935284
2023-04-04,00:43:49,15.920000000000002,3.81,35.66,1031.99,2451456.8218263253,0.676901,35.66,0.0,580.155701,2521008.0,35.819252,36.746689,3.0,103199.0,16.92,45.038925,16.85528
2023-04-04,00:48:50,15.89,3.81,35.696,1031.89,2463415.1456441283,0.6741199999999999,35.695999,0.0,579.0663450000002,2535211.0,35.85717800000001,36.62728900000001,3.0,103189.0,16.889999,44.766582,16.825302
