summoner_name,played_with,won_with,played_against,lost_against,date,last_played
impreg the keg,5.0,0,5,0,10-2-2024 11:20,Taliyah
δεηηιs,1.0,1,0,0,10-2-2024 11:20,Shaco
nan,1.0,1,0,0,10-2-2024 11:20,Lucian
Zuggi,1.0,1,0,0,10-2-2024 11:20,Veigar
You Have N0 Mana,1.0,1,0,0,9-2-2024 11:19,Gangplank
VânSalvïng XIII,1.0,1,0,0,10-2-2024 11:20,Zed
TsipRas,1.0,1,0,0,10-2-2024 11:20,Chogath
Tahm Këtch,1.0,1,0,0,9-2-2024 11:19,Katarina
Sødmælk,1.0,1,0,0,9-2-2024 11:19,Samira
SwaTyx,1.0,1,0,0,10-2-2024 11:20,MissFortune
Suide,1.0,1,0,0,10-2-2024 11:20,Anivia
SanGennaroFullAD,1.0,1,0,0,9-2-2024 11:19,Briar
R00ukeTa,1.0,1,0,0,10-2-2024 11:20,Jhin
Lord Fix,1.0,1,0,0,10-2-2024 11:20,Hwei
King Serits,1.0,1,0,0,10-2-2024 11:20,Nidalee
Grunde,1.0,1,0,0,10-2-2024 11:20,Nami
FrozenYogie,1.0,1,0,0,10-2-2024 11:20,JarvanIV
Fripoloji ,1.0,1,0,0,10-2-2024 11:20,MasterYi
DrRobotto,1.0,1,0,0,9-2-2024 11:19,Garen
Dissipator,1.0,1,0,0,9-2-2024 11:19,Sett
Dio Gc,1.0,1,0,0,9-2-2024 11:19,Ekko
Death or Glory,1.0,1,0,0,9-2-2024 11:19,Morgana
Crusty Rim,1.0,1,0,0,10-2-2024 11:20,Kennen
Ceradys,1.0,1,0,0,9-2-2024 11:19,Corki
Catlover123,1.0,1,0,0,9-2-2024 11:19,Trundle
BabaDöner2,1.0,1,0,0,10-2-2024 11:20,Varus
xX Kamboui Xx,1.0,0,0,0,9-2-2024 11:19,Sivir
i come in Peâce,1.0,0,0,0,9-2-2024 11:19,KSante
Zyfleia,1.0,0,0,0,9-2-2024 11:19,Maokai
WhataDoin,1.0,0,0,0,9-2-2024 11:19,Smolder
Ugonesofar,1.0,0,0,0,9-2-2024 11:19,Velkoz
SyRiaN963,1.0,0,0,0,9-2-2024 11:19,Gnar
Sruvexx,1.0,0,0,0,10-2-2024 11:20,Naafiri
Spiritualizing,1.0,0,0,0,9-2-2024 11:19,Mordekaiser
Skyline997,1.0,0,0,0,9-2-2024 11:19,MissFortune
Sergicks,1.0,0,0,0,9-2-2024 11:19,Morgana
Rąv3,1.0,0,0,0,9-2-2024 11:19,Illaoi
RF3734,1.0,0,0,0,9-2-2024 11:19,Ahri
Mellis5ive,1.0,0,0,0,9-2-2024 11:19,Sett
Légzsák,1.0,0,0,0,9-2-2024 11:19,Shen
Lodestar,1.0,0,0,0,9-2-2024 11:19,Janna
InoXhe,1.0,0,0,0,9-2-2024 11:19,Swain
IOnlypush,1.0,0,0,0,10-2-2024 11:20,Gragas
FNTOH Lenyro12,1.0,0,0,0,10-2-2024 11:20,Soraka
Enjoy2K,1.0,0,0,0,10-2-2024 11:20,Xayah
Apam fia,1.0,0,0,0,9-2-2024 11:19,Kayn
ßaikah,0.0,0,1,1,9-2-2024 11:19,Milio
skorpiiion420,0.0,0,1,0,9-2-2024 11:19,Kennen
ritossiepalke37,0.0,0,1,0,10-2-2024 11:20,Ashe
not 200iq player,0.0,0,1,1,10-2-2024 11:20,Thresh
melaniepp,0.0,0,1,0,9-2-2024 11:19,Velkoz
kipparikalle,0.0,0,1,1,9-2-2024 11:19,Gangplank
eXe Rico,0.0,0,1,1,9-2-2024 11:19,Malzahar
cocoveam,0.0,0,1,1,9-2-2024 11:19,LeeSin
bastos73,0.0,0,1,1,10-2-2024 11:20,Jayce
YouCanDoAnything,0.0,0,1,1,9-2-2024 11:19,Syndra
Ya A Slowpoke,0.0,0,1,0,9-2-2024 11:19,Lux
Varyl,0.0,0,1,0,9-2-2024 11:19,Orianna
Vanzare,0.0,0,1,0,10-2-2024 11:20,Malzahar
Ubanga,0.0,0,1,0,10-2-2024 11:20,Graves
UAG Reformed,0.0,0,1,0,10-2-2024 11:20,LeeSin
TurnedSiON,0.0,0,1,0,9-2-2024 11:19,Nilah
Trying myBest VI,0.0,0,1,0,10-2-2024 11:20,Akali
ToNtUz,0.0,0,1,1,9-2-2024 11:19,MonkeyKing
Sinnah,0.0,0,1,0,9-2-2024 11:19,AurelionSol
SiggiKakao,0.0,0,1,1,9-2-2024 11:19,Senna
Rhyio,0.0,0,1,1,9-2-2024 11:19,Taliyah
Raschudesny,0.0,0,1,1,9-2-2024 11:19,Maokai
Perche Tricolore,0.0,0,1,0,10-2-2024 11:20,Ziggs
NicheDaddy,0.0,0,1,0,10-2-2024 11:20,LeeSin
Mikmak,0.0,0,1,1,9-2-2024 11:19,Zoe
Mezushi,0.0,0,1,0,9-2-2024 11:19,Veigar
Masked Shaco,0.0,0,1,1,9-2-2024 11:19,Graves
Lord Sisko,0.0,0,1,0,10-2-2024 11:20,Varus
Lazlo66,0.0,0,1,0,10-2-2024 11:20,Caitlyn
KDstyl3r,0.0,0,1,1,9-2-2024 11:19,Garen
Insurrecti0nary,0.0,0,1,1,9-2-2024 11:19,Renekton
I am anaconda,0.0,0,1,1,9-2-2024 11:19,Thresh
Huytic,0.0,0,1,1,10-2-2024 11:20,Akshan
Hauptsache Spaß,0.0,0,1,1,9-2-2024 11:19,Shen
GetYourJobDone,0.0,0,1,1,9-2-2024 11:19,Sion
DunnEmslie,0.0,0,1,1,9-2-2024 11:19,Yasuo
Cedricø,0.0,0,1,1,9-2-2024 11:19,Senna
Carpe Miroir,0.0,0,1,0,10-2-2024 11:20,Vayne
Canïbal,0.0,0,1,1,9-2-2024 11:19,Orianna
Blynden,0.0,0,1,1,10-2-2024 11:20,Samira
Blood G Ripper,0.0,0,1,0,9-2-2024 11:19,Pyke
Bizepsikone,0.0,0,1,1,9-2-2024 11:19,Jinx
Bagrat,0.0,0,1,1,10-2-2024 11:20,Blitzcrank
AZ0VSTAL,0.0,0,1,0,10-2-2024 11:20,Nidalee
1Kassadin,0.0,0,1,0,10-2-2024 11:20,Jinx
