date,timeStamp,temperature,outside temperature,humidity,co2,pm2.5,pm10,pressure,gasResistance,bsec  breath_voc_equivalent ,bsec  raw_humidity,bsec bsec_status,bsec co2_equivalent,bsec gas,bsec humidity,bsec iaq,bsec iaq_accuracy,bsec pressure,bsec raw_temperature,bsec static_iaq,bsec temperature
2023-06-09,20:23:59,30.82,26.79,33.071,429,7.8,10.4,1012.92,1212000.505175769,0.524645,32.889,0.0,512.731628,1311953.0,33.052440999999995,27.517296,0.0,101296.0,31.98,28.182901,31.915291
2023-06-09,20:27:40,31.020000000000003,26.79,32.968,454,9.4,11.7,792.3,1135682.6620244943,0.529848,32.310001,0.0,515.3429570000002,1227273.0,32.440117,28.033617,0.0,101298.0,32.200001,28.835743,32.13528400000001
2023-06-09,20:32:40,31.35,26.79,32.091,410,8.3,10.9,1013.02,1236735.1997751466,0.799604,31.862,0.0,624.237915,1285714.0,31.998753000000004,49.576401,3.0,101300.0,32.360001000000004,56.059479,32.295296
2023-06-09,20:37:40,31.53,26.24,31.75,409,7.1,8.8,1013.06,1257261.917303718,0.740662,31.391001,0.0,603.975952,1294343.0,31.540262,45.640471999999995,3.0,101306.0,32.509997999999996,50.99398,32.445285999999996
2023-06-09,20:42:40,31.70000000000001,26.24,31.342,408,6.6,8.1,1013.1,1275253.0323232538,0.652935,31.201,0.0,570.617004,1322233.0,31.304773,39.06694,3.0,101310.0,32.779999,42.654251,32.715282
2023-06-09,20:47:40,32.49,26.24,29.961,408,6.2,9.4,1013.14,1298201.021936883,0.532464,30.118999,0.0,516.64624,1351351.0,30.098688,28.327562,3.0,101314.0,33.830002,29.161559999999998,33.765293
2023-06-09,20:52:40,33.77,26.18,28.531,408,5.9,7.3,1013.18,1319686.9196481185,0.513234,28.796,0.0,506.912689,1378958.0,29.008175,26.332222,2.0,101316.0,34.619999,26.728172,34.555294
2023-06-09,20:57:40,32.2,26.06,30.452,409,5.7,7.0,1013.28,1326620.4737019574,0.542521,30.479,0.0,521.597168,1390319.0,30.729155,29.176491,3.0,101330.0,33.009997999999996,30.39929,32.945293
2023-06-09,21:02:40,31.68,26.06,31.235,409,5.9,7.6,1013.34,1338339.731736112,0.510463,31.365999,0.0,505.480103,1400415.0,31.552803000000004,26.063395,3.0,101332.0,32.639999,26.370028,32.575294
2023-06-09,21:07:40,31.25,26.11,31.876,409,6.0,7.7,1013.38,1346667.1760705886,0.510023,31.98100100000001,0.0,505.252045,1416579.0,32.156651000000004,26.012245,2.0,101338.0,32.200001,26.313011,32.135296000000004
2023-06-09,21:12:40,31.07,26.14,32.675,409,5.5,8.4,1013.38,1353887.9091150772,0.503455,32.707001,0.0,501.822266,1412134.0,32.88689,25.349274,2.0,101340.0,32.009998,25.455568,31.945293
2023-06-09,21:17:40,30.93,25.97,32.789,409,5.4,8.6,1013.44,1357527.391497168,0.511117,32.687,0.0,505.81887800000004,1412134.0,32.856204999999996,26.109051,3.0,101348.0,31.9,26.454720000000002,31.835281
2023-06-09,21:22:40,30.64,26.14,33.446999999999996,409,5.8,6.8,1013.44,1351472.4096574988,0.5,33.395,0.0,500.0,1430085.0,33.555138,25.0,2.0,101342.0,31.59,25.0,31.525297
2023-06-09,21:27:40,30.56,25.97,33.713,409,6.3,9.3,1013.44,1355098.8996750696,0.512299,33.655998,0.0,506.42999299999997,1433121.0,33.831032,26.210798,2.0,101346.0,31.52,26.607498,31.45528
2023-06-09,21:32:40,30.41,25.65,33.839,410,5.8,7.4,1013.5,1358744.9044376635,0.508749,34.118,0.0,504.589996,1422550.0,34.280323,25.866205,2.0,101350.0,31.41,26.147501,31.345295
2023-06-09,21:37:40,30.5,25.65,34.121,410,5.9,6.8,1013.48,1367329.0299728895,0.50508,34.007999,0.0,502.67474400000003,1431601.0,34.185192,25.501923,2.0,101352.0,31.459999,25.668684,31.395291999999998
2023-06-09,21:42:40,30.07,24.74,35.039,410,5.8,9.0,1013.56,1361186.4937309134,0.526334,35.125999,0.0,513.581787,1425554.0,35.34584,27.557524,3.0,101360.0,30.98,28.395452,30.915295
2023-06-09,21:47:40,29.98,24.59,34.927,409,6.2,7.9,1013.64,1350267.8892061473,0.53613,35.166,0.0,518.461853,1419558.0,35.354442999999996,28.488295,3.0,101365.0,30.889999,29.615469,30.825294
2023-06-09,21:52:40,29.85,24.59,35.385999999999996,409,6.0,7.8,1013.71,1352679.0810382864,0.533387,35.257,0.0,517.104553,1412134.0,35.458717,28.242691,3.0,101371.0,30.85,29.276144,30.785294
2023-06-09,21:57:40,29.87,24.41,35.164,410,6.3,7.0,1013.77,1349065.5139382044,0.53827,35.23,0.0,519.515808,1422550.0,35.405525,28.712284000000004,3.0,101377.0,30.879998999999998,29.878956,30.815296000000004
2023-06-09,22:02:40,29.89,24.41,35.283,410,5.8,7.6,1013.87,1350267.8892061473,0.523479,35.563,0.0,512.1425780000002,1418067.0,35.741688,27.317562,3.0,101387.0,30.860001,28.035648,30.795288
2023-06-09,22:07:40,29.98,24.41,35.214,410,6.3,8.5,1013.89,1346667.1760705886,0.518752,35.271999,0.0,509.742432,1419558.0,35.48164000000001,26.865766999999998,3.0,101391.0,30.940001000000002,27.435603999999998,30.875286
