date,timeStamp,temperature,outside temperature,humidity,co2,pm2.5,pm10,pressure,gasResistance
2024-01-10,10:41:04,15.73,-3.45,57.14,765,2.0,3.8,1033.11,
2024-01-10,10:46:04,14.66,-3.22,54.736000000000004,803,2.3,3.8,1032.23,
2024-01-10,10:51:04,14.36,-3.24,56.669,768,2.5,4.3,1031.99,
2024-01-10,10:56:04,14.18,-3.22,57.125,780,2.6,5.7,1031.76,
2024-01-10,11:01:04,14.07,-3.12,57.39,781,2.2,4.5,1031.6,
2024-01-10,11:06:04,14.01,-3.12,57.57100000000001,781,2.2,4.7,1031.46,
2024-01-10,11:11:04,14.01,-3.12,57.275,771,2.2,5.9,1031.38,
2024-01-10,11:16:04,14.04,-2.79,56.898999999999994,779,2.4,4.2,1031.33,
2024-01-10,11:21:04,14.1,-2.71,56.863,785,2.3,4.8,1031.27,
2024-01-10,11:26:04,14.17,-2.71,56.685,750,2.9,5.1,1031.12,
2024-01-10,11:31:04,14.19,-2.71,56.382,802,3.1,5.6,1031.04,
2024-01-10,11:36:04,14.52,-2.12,52.8,790,2.8,5.0,1031.02,
2024-01-10,11:41:04,14.72,-2.08,53.347,783,3.3,6.3,1030.98,
2024-01-10,11:46:04,14.91,-2.08,53.198,776,3.0,4.5,1030.94,
2024-01-10,11:51:04,15.04,-1.85,53.288,777,3.0,5.0,1030.92,
2024-01-10,11:56:04,15.15,-1.85,53.398999999999994,779,3.6,5.0,1030.88,
2024-01-10,12:01:04,15.25,-1.71,53.26600000000001,775,3.7,7.0,1030.87,
2024-01-10,12:06:04,15.36,-1.71,52.76300000000001,790,3.6,6.5,1030.85,
2024-01-10,12:11:04,15.44,-1.3,53.111,816,3.7,7.7,1030.85,
2024-01-10,12:16:04,15.489999999999998,-1.3,53.19600000000001,805,3.4,5.2,1030.83,
2024-01-10,12:21:04,15.52,-1.13,53.284,819,3.6,6.1,1030.79,
2024-01-10,13:43:09,15.579999999999998,0.03,53.033,847,2.7,5.0,1030.77,
2024-01-10,13:48:09,16.11,0.07,50.533,850,2.5,5.0,1030.59,
2024-01-10,13:53:09,16.3,0.1,50.325,835,2.7,5.0,1030.49,
2024-01-10,13:58:09,16.43,0.1,50.907,821,2.6,5.9,1030.44,
2024-01-10,14:03:09,16.52,0.24,50.882,809,2.3,4.3,1030.38,
2024-01-10,14:08:09,16.59,0.28,50.775,810,2.4,3.7,1030.36,
2024-01-10,14:13:09,16.69,0.24,50.58600000000001,794,2.7,6.0,1030.3,
2024-01-10,14:18:09,16.84,0.31,49.201,736,2.5,3.9,1030.28,
2024-01-10,14:23:09,16.93,0.35,49.332,712,2.5,5.3,1030.22,
2024-01-10,14:28:09,17.02,0.31,49.293,692,2.7,4.4,1030.18,
2024-01-10,14:33:09,17.1,0.45,49.001999999999995,724,3.3,5.7,1030.14,
2024-01-10,14:38:09,17.18,0.46,49.25899999999999,737,2.9,5.2,1030.1,
2024-01-10,14:43:09,17.26,0.42,49.291000000000004,735,3.4,7.5,1030.08,
2024-01-10,14:48:09,17.41,0.46,48.603,727,3.2,6.8,1030.08,
2024-01-10,14:53:09,17.57,0.53,47.998999999999995,736,3.5,8.3,1030.08,
2024-01-10,14:58:09,17.73,0.53,47.887,712,3.4,8.1,1030.06,
2024-01-10,15:03:09,17.88,0.53,47.54,710,3.7,9.7,1030.02,
2024-01-10,15:08:09,17.98,0.45,46.995,703,3.4,6.4,1030.04,
2024-01-10,15:13:09,18.05,0.45,46.983999999999995,685,2.8,7.0,1030.01,
2024-01-10,15:18:09,18.08,0.43,47.174,661,3.3,7.9,1030.01,
2024-01-10,15:23:09,18.08,0.43,47.13800000000001,637,3.2,5.2,1029.99,
2024-01-10,15:28:09,18.07,0.43,47.219,618,3.5,6.0,1029.99,
2024-01-10,15:33:09,18.01,0.42,47.458999999999996,602,3.5,4.8,1029.97,
2024-01-10,15:38:09,17.9,0.35,47.726000000000006,584,3.6,5.3,1029.95,
2024-01-10,15:43:09,17.8,0.35,47.79600000000001,572,2.9,6.1,1029.95,
2024-01-10,15:48:09,17.73,0.23,47.493,592,3.3,5.6,1029.97,
2024-01-10,15:53:09,17.67,0.23,47.662,604,3.6,6.7,1029.97,
2024-01-10,15:58:09,17.66,0.23,46.944,656,3.5,7.9,1029.95,
2024-01-10,16:03:09,17.64,0.1,48.205,668,3.3,7.0,1029.99,
2024-01-10,16:08:09,17.63,0.01,48.52,676,3.2,7.0,1030.02,
2024-01-10,16:13:09,17.63,-0.01,48.826,675,3.2,5.3,1030.04,
2024-01-10,16:18:09,17.65,-0.11,48.826,684,3.4,6.5,1030.06,
2024-01-10,16:23:09,17.64,-0.11,49.11600000000001,680,3.8,6.8,1030.04,
2024-01-10,16:28:09,17.63,-0.11,49.31100000000001,684,3.4,4.1,1030.06,
2024-01-10,16:33:09,17.61,-0.19,49.288999999999994,699,3.7,5.8,1030.1,
2024-01-10,16:38:09,17.6,-0.19,49.325,709,3.5,7.5,1030.12,
2024-01-10,16:43:09,17.58,-0.3,49.385,695,3.5,6.1,1030.16,
2024-01-10,16:48:09,17.58,-0.51,49.095,709,3.4,5.3,1030.18,
2024-01-10,16:53:09,17.56,-0.51,49.583,701,3.6,7.0,1030.2,
2024-01-10,16:58:09,17.58,-0.51,48.989,695,3.2,6.8,1030.2,
2024-01-10,17:03:09,17.58,-0.69,48.977,720,3.4,8.1,1030.22,
2024-01-10,17:08:09,17.65,-0.69,48.532,711,3.3,6.9,1030.24,
2024-01-10,17:13:09,17.74,-0.72,47.867,712,3.5,6.5,1030.26,
2024-01-10,17:18:09,17.84,-0.69,47.463,724,3.6,7.9,1030.26,
2024-01-10,17:23:09,17.93,-0.88,47.13800000000001,741,3.2,6.3,1030.26,
2024-01-10,17:28:09,17.97,-0.88,46.651,706,3.7,9.5,1030.3,
2024-01-10,17:33:09,17.95,-0.94,47.256,690,3.8,6.5,1030.3,
2024-01-10,17:38:09,17.86,-0.94,47.90600000000001,678,3.6,5.5,1030.34,
2024-01-10,17:43:09,17.79,-0.98,48.15600000000001,659,3.4,6.3,1030.4,
2024-01-10,17:48:09,17.72,-0.98,48.01,644,3.5,5.9,1030.42,
2024-01-10,17:53:09,17.66,-1.11,48.11,630,3.5,5.8,1030.49,
2024-01-10,17:58:09,17.62,-1.11,48.04,614,3.4,5.6,1030.55,
2024-01-10,18:03:09,17.57,-1.11,48.13,608,3.3,6.7,1030.57,
2024-01-10,18:08:09,17.52,-1.31,48.255,609,3.5,6.9,1030.65,
2024-01-10,18:13:09,17.47,-1.32,48.333999999999996,630,4.2,8.4,1030.67,
2024-01-10,18:18:09,17.44,-1.31,48.034,630,4.9,10.7,1030.75,
2024-01-10,18:23:09,17.4,-1.35,48.479,634,4.8,9.3,1030.79,
2024-01-10,18:28:09,17.35,-1.35,48.7,641,5.1,10.0,1030.85,
2024-01-10,18:33:09,17.31,-1.35,48.777,646,5.2,10.2,1030.88,
2024-01-10,18:38:09,17.27,-1.39,48.848,651,5.5,10.5,1030.96,
2024-01-10,18:43:09,17.24,-1.39,48.88800000000001,654,5.0,11.2,1031.0,
2024-01-10,18:48:09,17.21,-1.39,48.896,659,5.6,10.4,1031.06,
2024-01-10,18:53:09,17.18,-1.5,48.937,654,5.3,9.9,1031.1,
2024-01-10,18:58:09,17.15,-1.5,48.996,691,5.6,9.5,1031.18,
2024-01-10,19:03:09,17.15,-1.5,49.677,728,5.9,12.3,1031.29,
2024-01-10,19:08:09,17.16,-1.66,50.194,740,5.5,11.4,1031.33,
2024-01-10,19:13:09,17.19,-1.71,50.20399999999999,712,5.6,10.4,1031.38,
2024-01-10,19:18:09,17.22,-1.71,49.005,750,5.3,10.1,1031.4,
2024-01-10,19:23:09,17.26,-1.71,49.26600000000001,760,5.0,7.7,1031.42,
2024-01-10,19:28:09,17.32,-1.76,48.8,761,5.2,9.0,1031.48,
2024-01-10,19:33:09,17.38,-1.77,48.592,786,5.0,10.9,1031.52,
2024-01-10,19:38:09,17.46,-1.77,48.56800000000001,739,4.5,7.6,1031.56,
2024-01-10,19:43:09,17.51,-1.77,48.513999999999996,734,4.6,7.4,1031.6,
2024-01-10,19:48:09,17.56,-1.76,48.188,725,4.3,6.6,1031.66,
2024-01-10,19:53:09,17.6,-1.76,47.989,714,4.2,8.8,1031.7,
2024-01-10,19:58:09,17.61,-1.76,48.097,722,3.9,6.9,1031.72,
