date,timeStamp,temperature,outside temperature,humidity,co2,pm2.5,pm10,pressure,gasResistance
2024-01-11,00:03:09,15.260000000000002,-3.25,48.773,539,4.1,6.3,1033.42,
2024-01-11,00:08:09,15.2,-3.21,49.066,532,3.8,5.5,1033.4,
2024-01-11,00:13:09,15.15,-3.21,49.07,523,4.1,5.8,1033.46,
2024-01-11,00:18:09,15.1,-3.21,49.015,538,4.2,5.8,1033.48,
2024-01-11,00:23:09,15.07,-3.29,49.301,538,4.4,6.7,1033.52,
2024-01-11,00:28:09,15.03,-3.32,49.508,541,4.1,6.7,1033.53,
2024-01-11,00:33:09,15.010000000000002,-3.29,49.512,559,4.4,5.9,1033.55,
2024-01-11,00:38:09,15.0,-3.36,50.285,548,4.4,6.3,1033.55,
2024-01-11,00:43:09,14.99,-3.36,49.957,534,4.6,6.7,1033.55,
2024-01-11,00:48:09,14.98,-3.45,49.57899999999999,526,4.4,5.9,1033.59,
2024-01-11,00:53:09,14.97,-3.45,49.4,521,4.4,6.6,1033.63,
2024-01-11,00:58:09,14.95,-3.45,49.322,511,4.6,5.9,1033.63,
2024-01-11,01:03:09,14.93,-3.45,49.18,516,4.3,6.3,1033.63,
2024-01-11,01:08:09,14.91,-3.53,49.289,497,4.5,7.1,1033.65,
2024-01-11,01:13:09,14.88,-3.56,48.95,483,4.4,5.7,1033.71,
2024-01-11,01:18:09,14.84,-3.56,48.729,483,4.7,8.3,1033.73,
2024-01-11,01:23:09,14.82,-3.56,48.638999999999996,505,4.4,5.6,1033.75,
2024-01-11,01:28:09,14.79,-3.58,49.353,489,4.4,5.8,1033.86,
2024-01-11,01:33:09,14.76,-3.58,49.059,482,4.8,8.4,1033.84,
2024-01-11,01:38:09,14.73,-3.47,49.524,461,4.2,7.0,1033.75,
2024-01-11,01:43:09,14.7,-3.47,49.006,465,4.5,6.1,1033.73,
2024-01-11,01:48:09,14.66,-3.51,49.201,473,4.1,6.4,1033.73,
2024-01-11,01:53:09,14.64,-3.58,49.839,479,4.5,6.8,1033.75,
2024-01-11,01:58:09,14.62,-3.58,50.15,481,3.3,4.1,1033.84,
2024-01-11,02:03:09,14.61,-3.55,50.15,461,4.4,7.1,1033.88,
2024-01-11,02:08:09,14.6,-3.55,49.56,450,4.0,6.8,1033.88,
2024-01-11,02:13:09,14.59,-3.55,48.556000000000004,446,4.2,6.6,1033.88,
2024-01-11,02:18:09,14.57,-3.63,48.666,441,4.2,6.1,1033.9,
2024-01-11,02:23:09,14.55,-3.67,48.556000000000004,435,4.3,6.0,1033.9,
2024-01-11,02:28:09,14.54,-3.67,48.668,428,4.3,6.9,1033.9,
2024-01-11,02:33:09,14.52,-3.67,48.183,426,4.3,6.8,1033.92,
2024-01-11,02:38:09,14.51,-3.67,47.837,415,4.4,7.8,1033.9,
2024-01-11,02:43:09,14.49,-3.72,47.53100000000001,410,4.3,8.0,1033.94,
2024-01-11,02:48:09,14.46,-3.72,47.691,417,4.2,7.3,1034.0,
2024-01-11,02:53:09,14.44,-3.86,48.141999999999996,435,4.4,7.2,1034.06,
2024-01-11,02:58:09,14.42,-3.86,48.885,436,4.4,7.0,1034.09,
2024-01-11,03:03:09,14.42,-3.86,48.84,430,4.1,6.1,1034.11,
2024-01-11,03:08:09,14.4,-3.92,48.76,419,4.4,6.7,1034.15,
2024-01-11,03:13:09,14.39,-3.93,48.26600000000001,428,4.6,6.6,1034.17,
2024-01-11,03:18:09,14.37,-3.92,48.449,427,4.2,5.4,1034.19,
2024-01-11,03:23:09,14.37,-3.87,48.294,415,4.4,6.2,1034.21,
2024-01-11,03:28:09,14.35,-3.87,47.927,410,4.7,6.9,1034.25,
2024-01-11,03:33:09,14.33,-4.0,47.762,410,3.9,6.6,1034.25,
2024-01-11,03:38:09,14.32,-4.0,47.489,410,4.3,6.6,1034.27,
2024-01-11,03:43:09,14.31,-4.01,47.163000000000004,410,4.3,7.0,1034.27,
2024-01-11,03:48:09,14.3,-4.0,47.06399999999999,410,4.4,6.0,1034.27,
2024-01-11,03:53:09,14.28,-1.6942,47.199,410,4.5,6.9,1034.27,
2024-01-11,03:58:09,14.25,-4.04,47.098,410,4.3,6.4,1034.29,
2024-01-11,04:03:09,14.23,-4.08,47.163000000000004,413,4.6,7.0,1034.33,
2024-01-11,04:08:09,14.22,-4.08,47.83600000000001,420,4.8,6.4,1034.33,
2024-01-11,04:13:09,14.2,-4.08,48.034,410,4.4,7.2,1034.33,
2024-01-11,04:18:09,14.17,-4.08,47.93,418,4.5,6.5,1034.33,
2024-01-11,04:23:09,14.17,-4.14,47.595,410,4.4,6.3,1034.31,
2024-01-11,04:28:09,14.17,-1.6942,47.353,410,4.7,7.6,1034.29,
2024-01-11,04:33:09,14.14,-4.32,47.133,410,4.6,6.9,1034.27,
2024-01-11,04:38:09,14.13,-4.32,46.944,410,5.1,8.0,1034.27,
2024-01-11,04:43:09,14.11,-4.32,46.754,410,4.8,7.3,1034.27,
2024-01-11,04:48:09,14.1,-4.32,46.687,410,4.5,6.7,1034.29,
2024-01-11,04:53:09,14.07,-4.32,46.718,410,4.8,8.4,1034.31,
