date,timeStamp,temperature,outside temperature,humidity,co2,pm2.5,pm10,pressure,gasResistance,bsec  breath_voc_equivalent ,bsec  raw_humidity,bsec bsec_status,bsec co2_equivalent,bsec gas,bsec humidity,bsec iaq,bsec iaq_accuracy,bsec pressure,bsec raw_temperature,bsec static_iaq,bsec temperature
2023-10-11,18:28:34,23.67,19.93,65.058,474,12.7,24.4,1011.85,81989.53693167953,14.541820000000001,63.916,0.0,2479.478027,101595.0,64.23893699999999,207.61128200000002,0.0,101181.0,24.809998999999998,247.947815,24.745281
2023-10-11,18:33:34,23.64,19.89,62.902,435,10.6,23.8,1011.73,128914.7274468601,1000.0,63.396,0.0,10129.427734,134141.0,63.433712,500.0,2.0,101171.0,24.73,1012.942749,24.665295
2023-10-11,18:38:34,23.73,19.84,63.074,432,10.6,22.4,1011.67,157681.59991451525,1000.0,63.800999,0.0,8949.759766,168581.0,64.610718,500.0,2.0,101167.0,24.299999,894.975952,24.235294
2023-10-11,18:43:34,23.89,19.89,63.063,440,10.8,19.5,1011.4,198500.38301528734,1000.0,62.880001,0.0,8053.158691,199341.0,63.11105,473.266632,2.0,101138.0,24.969999,805.315857,24.905294
2023-10-11,18:48:34,23.7,19.77,62.662,440,12.1,28.5,1011.49,226929.2297731605,1000.0,62.890999,0.0,7375.911133,228121.0,63.04565,376.35556,2.0,101153.0,24.77,737.591125,24.705297
2023-10-11,18:53:34,23.95,19.71,62.32100000000001,436,11.4,23.4,1011.61,252129.02142297445,1000.0,61.935001,0.0,6770.902344,256119.0,62.15145500000001,306.499237,2.0,101163.0,25.02,677.09021,24.955296
2023-10-11,18:58:34,23.75,19.68,61.955,435,11.9,22.1,1011.83,276464.8482627287,1000.0,61.971001,0.0,6275.151367,283229.0,62.366928,256.22814900000003,2.0,101188.0,24.709999,627.515137,24.645292
2023-10-11,19:03:34,23.51,19.54,62.35,433,12.6,23.2,1011.77,295791.10883305303,1000.0,62.374001,0.0,5890.879395,306798.0,62.460148,237.988312,3.0,101177.0,24.610001,589.087952,24.54529800000001
2023-10-11,19:08:34,23.58,19.49,62.51300000000001,441,12.5,26.6,1011.67,316939.6909144244,1000.0,62.044998,0.0,5463.054688,330975.0,62.048,222.519989,3.0,101171.0,24.700001,546.305481,24.635298000000002
2023-10-11,19:13:34,23.64,19.49,62.73,445,11.8,22.3,1011.85,334597.2640534705,807.3924559999997,62.542999,0.0,5136.706543,352419.0,62.607384,210.812988,3.0,101186.0,24.610001,513.670654,24.545296
2023-10-11,19:18:34,23.61,19.39,62.102,441,10.7,21.9,1011.65,351329.4704065724,524.9849849999998,62.404999,0.0,4851.956543,372184.0,62.667801000000004,200.583008,3.0,101163.0,24.629998999999998,485.19564800000006,24.565294
2023-10-11,19:23:34,23.4,19.31,62.705,445,10.9,21.2,1011.61,397032.63610382937,357.287933,62.664001,0.0,4597.380859000001,390235.0,62.706821,191.45929,3.0,101157.0,24.43,459.738068,24.36529
2023-10-11,19:28:34,23.31,19.31,62.411,437,10.4,18.7,1011.77,415565.1633604979,247.68457,61.641998,0.0,4355.004883,409924.0,61.622696,182.715164,3.0,101179.0,24.6,435.50048799999996,24.53528
2023-10-11,19:33:34,23.3,19.23,62.316,435,9.9,22.8,1011.94,432672.4568333561,176.82301299999997,61.676998,0.0,4132.064453,430055.0,61.569572,174.66863999999995,3.0,101192.0,24.57,413.206421,24.505297
2023-10-11,19:38:34,23.32,19.18,61.845,438,10.0,21.6,1011.9,447777.5727588825,132.313812,62.292,0.0,3940.2380369999996,448355.0,62.573848999999996,167.77243,3.0,101196.0,24.24,394.023804,24.175295000000002
2023-10-11,19:43:34,23.37,19.18,61.583,437,9.9,21.9,1012.26,463691.21902460617,99.443405,61.425999,0.0,3751.312988,466985.0,61.853714,160.930786,3.0,101228.0,24.370001,375.131287,24.305296
2023-10-11,19:48:34,23.59,19.18,60.695,463,9.8,21.6,1012.12,477742.453205156,76.549751,61.43,0.0,3578.2246090000012,480631.0,61.804759999999995,154.660797,3.0,101212.0,24.440001000000002,357.822449,24.375284
2023-10-11,19:53:34,23.41,19.11,60.763999999999996,474,9.2,21.4,1011.9,495575.6502430864,60.157196,60.688,0.0,3418.808594,496924.0,60.907127,148.881775,3.0,101181.0,24.49,341.880859,24.425297
2023-10-11,19:58:34,23.52,19.1,60.537,477,9.0,22.0,1011.88,510279.1614092438,44.409363,60.699001,0.0,3218.0263670000004,517518.0,61.14759399999999,141.44035300000004,3.0,101190.0,24.450001,321.802643,24.385298000000002
2023-10-11,20:03:34,23.31,19.1,60.809,485,10.3,24.0,1012.14,521892.400154701,35.80875,60.561001,0.0,3075.626465,531384.0,60.68184300000001,136.239975,3.0,101220.0,24.469999,307.5626529999999,24.405294
2023-10-11,20:08:34,23.53,19.12,61.11,500,9.7,23.6,1012.32,532543.2554886381,28.889275,60.356998,0.0,2933.581299,542499.0,60.533081,131.014877,3.0,101235.0,24.639999,293.3581240000001,24.575294
2023-10-11,20:13:34,23.68,19.1,61.074,508,9.0,20.0,1012.37,543637.8964712186,24.522474,60.938,0.0,2825.168945,549125.0,61.422611,127.087357,3.0,101233.0,24.620001,282.516907,24.555298
2023-10-11,20:18:34,23.2,19.05,61.875,518,9.3,21.6,1012.24,547968.100304188,23.110533,61.577,0.0,2785.939453,558679.0,61.881172,125.8778,3.0,101218.0,24.27,278.593933,24.205282
2023-10-11,20:23:34,23.57,19.05,61.122,560,8.8,20.5,1012.08,553580.0582965229,19.861509,61.374001,0.0,2685.714111,565709.0,61.75159100000001,122.232056,3.0,101208.0,24.459999,268.571411,24.395279
2023-10-11,20:28:34,23.51,18.91,60.856,536,8.4,17.6,1012.16,560966.5907463054,17.808989999999994,60.48,0.0,2613.5541989999997,571947.0,60.517596999999995,119.677559,3.0,101218.0,24.59,261.355408,24.525297
2023-10-11,20:33:34,23.47,18.87,61.201,529,8.7,17.8,1012.2,571558.8510120969,15.30862,61.196999,0.0,2513.472656,580315.0,61.399483,115.985542,3.0,101220.0,24.530001,251.347275,24.465298
2023-10-11,20:38:34,23.42,18.87,61.683,527,8.4,18.5,1012.04,569408.518566135,14.787132000000001,61.669998,0.0,2490.544922,582319.0,61.960995,115.376724,3.0,101204.0,24.360001,249.05448900000002,24.295279999999998
2023-10-11,20:43:34,23.58,18.84,61.417,538,8.9,20.2,1011.83,566001.4398432443,14.532598000000002,61.933998,0.0,2479.058594,577334.0,62.216549,115.226799,3.0,101179.0,24.52,247.905869,24.45528
2023-10-11,20:48:34,23.48,18.69,62.018,523,9.7,19.6,1011.71,549959.2616866636,21.064547,61.634997999999996,0.0,2724.6171879999997,545571.0,61.831683999999996,125.51493799999999,3.0,101173.0,24.6,272.461731,24.535284
2023-10-11,20:53:34,23.55,18.69,62.45,524,8.6,17.5,1011.81,508564.51533439633,36.499393,61.735001,0.0,3088.26416,508541.0,62.15225600000001,140.68682900000002,3.0,101183.0,24.540001,308.826416,24.475281
2023-10-11,20:58:34,23.47,18.65,62.048,519,9.7,18.6,1011.92,494927.4158936629,43.815094,62.25,0.0,3209.1142579999996,496193.0,62.41008000000001,146.03186000000005,3.0,101194.0,24.540001,320.911438,24.475296
2023-10-11,21:03:34,23.51,18.6,62.363,512,9.6,25.2,1011.9,491392.22356722393,46.97924,62.271999,0.0,3255.241455,491491.0,62.615101,148.349823,3.0,101192.0,24.4,325.524139,24.335287
2023-10-11,21:08:34,23.39,18.57,62.739,505,9.3,22.1,1011.86,486339.3522746295,46.351345,62.493,0.0,3246.340332,489351.0,62.79955699999999,148.410675,3.0,101188.0,24.43,324.634033,24.365295
2023-10-11,21:13:34,23.38,18.57,62.324,517,10.1,21.5,1011.9,495900.4046075384,42.611759,62.132999,0.0,3190.692139,495828.0,62.34806800000001,146.538162,3.0,101190.0,24.440001,319.069214,24.375296
2023-10-11,21:18:34,23.46,18.56,61.84,516,9.2,17.3,1011.85,504832.55784102157,35.396431,61.573002,0.0,3067.965332,511240.0,61.712116,141.86991899999995,3.0,101186.0,24.58,306.796539,24.515295000000002
2023-10-11,21:23:34,23.4,18.52,61.93899999999999,518,9.1,20.4,1011.75,516548.7969701314,29.577831,61.616001,0.0,2949.163574,521117.0,61.905468000000006,137.332748,3.0,101173.0,24.459999,294.916351,24.395296
2023-10-11,21:28:34,23.51,18.52,61.179,518,9.0,16.6,1011.61,530304.1128108071,24.71632,60.917,0.0,2830.37793,533908.0,61.205718999999995,132.76321399999998,3.0,101163.0,24.5,283.037781,24.435295
2023-10-11,21:33:34,23.37,18.33,61.696999999999996,503,9.3,23.0,1011.63,538991.4228961089,20.334221,62.033001,0.0,2701.274414,545130.0,62.26408000000001,127.729012,3.0,101163.0,24.4,270.12744100000003,24.335279
2023-10-11,21:38:34,23.33,18.23,60.73,491,8.2,17.1,1011.67,554391.1638945787,16.843943,60.603001,0.0,2576.69873,569051.0,60.816605,122.847618,3.0,101165.0,24.370001000000002,257.66986099999997,24.305298
2023-10-11,21:43:34,23.49,18.23,60.376999999999995,498,8.2,22.5,1011.65,568126.0680444865,13.623499,60.049,0.0,2436.324951,581315.0,60.412807,117.263329,3.0,101165.0,24.440001,243.632492,24.37528
2023-10-11,21:48:34,23.26,18.23,59.801,489,8.6,16.3,1011.86,583907.3341951095,10.836184,59.993,0.0,2284.896973,604234.0,60.100547999999996,111.171844,3.0,101183.0,24.34,228.489685,24.27528
2023-10-11,21:53:34,23.29,18.26,60.411,500,8.2,15.4,1011.94,602023.775791354,8.624769,60.042,0.0,2133.900391,622072.0,60.345505,105.055084,3.0,101194.0,24.43,213.390045,24.365295
2023-10-11,21:58:34,23.14,18.26,60.845,485,7.6,14.8,1012.08,616240.9381951183,7.525303,60.676998,0.0,2043.6890870000002,633765.0,61.079395,101.488846,3.0,101206.0,24.0,204.36891200000002,23.935282
2023-10-11,22:03:34,22.89,18.25,61.121,466,8.3,14.9,1012.0,627482.4721780014,6.39604,60.660999,0.0,1936.129395,649639.0,60.853733,97.152023,3.0,101192.0,24.02,193.612946,23.955297
2023-10-11,22:08:34,23.16,18.24,60.295,472,7.8,13.6,1012.12,635919.2047933936,5.302537,60.25,0.0,1812.096436,659165.0,60.567843999999994,92.077209,3.0,101208.0,24.290001,181.209641,24.225281
2023-10-11,22:13:34,23.24,18.24,60.065,473,5.0,10.5,1012.0,647897.1259158179,4.514302,60.33700200000001,0.0,1705.632935,674326.0,60.688145,87.722153,3.0,101196.0,24.209999,170.563293,24.145283
2023-10-11,22:18:34,23.12,18.23,60.537,470,7.2,12.8,1011.81,655757.2238384286,4.086309,60.438999,0.0,1639.73877,687386.0,60.743556999999996,85.093048,3.0,101179.0,24.01,163.97387700000004,23.945282000000002
2023-10-11,22:23:34,23.08,18.23,59.95399999999999,458,8.3,15.1,1011.69,663228.597754211,3.659517,60.417999,0.0,1566.764648,698783.0,60.691017,82.13673399999998,3.0,101163.0,24.07,156.676468,24.00528
2023-10-11,22:28:34,23.0,18.22,60.188,461,8.0,17.6,1011.44,677478.798990543,3.176275,59.926998,0.0,1473.077148,712818.0,60.248726,78.255432,3.0,101146.0,24.07,147.30770900000005,24.005285
2023-10-11,22:33:34,23.25,18.22,59.535,463,8.8,17.6,1011.46,682981.7817151392,2.735039,59.738998,0.0,1374.13623,725862.0,60.112549,74.11796600000002,3.0,101146.0,24.190001,137.41362,24.125282
