date,timeStamp,temperature,outside temperature,humidity,co2,pm2.5,pm10,pressure,gasResistance,download speed,ping,upload speed
2024-02-20,00:02:18,18.81,7.27,69.119,790,-1.0,-1.0,1028.99,,86.99103782450466,18.333,91.26270578278398
2024-02-20,00:07:18,18.87,7.14,69.058,776,-1.0,-1.0,1028.99,,85.94143374594105,18.946,90.02924965875215
2024-02-20,00:12:18,18.91,7.11,69.063,774,-1.0,-1.0,1028.97,,98.12440948504127,18.352999999999998,91.71475994533043
2024-02-20,00:17:18,18.97,7.28,69.02600000000001,760,-1.0,-1.0,1028.99,,96.55850806247507,22.088,95.08621305230335
2024-02-20,00:22:18,18.99,7.06,69.156,751,-1.0,-1.0,1028.99,,100.03533250768645,19.942999999999998,89.88918506066419
2024-02-20,00:27:18,19.02,7.06,68.91,731,-1.0,-1.0,1029.03,,96.90113276740558,19.893,95.00955682595136
2024-02-20,00:32:18,19.02,7.09,68.98,733,-1.0,-1.0,1029.05,,87.32843158185375,21.287,90.24827241566628
2024-02-20,00:37:18,18.99,7.12,69.149,745,-1.0,-1.0,1029.03,,92.09405341307269,19.767,97.05807022933949
2024-02-20,00:42:18,18.97,7.1,69.625,726,-1.0,-1.0,1029.03,,96.9326773849936,18.957,94.51863909008615
2024-02-20,00:47:18,18.94,7.09,69.483,721,-1.0,-1.0,1029.03,,95.36708969122112,22.632,96.4203676050236
2024-02-20,00:52:18,18.91,7.09,69.404,732,-1.0,-1.0,1029.07,,84.54439659828384,20.487,86.41986240064682
2024-02-20,00:57:18,18.88,7.09,69.58,732,-1.0,-1.0,1029.09,,93.83924540098377,19.548,95.97150168437513
2024-02-20,01:02:18,18.85,7.11,69.429,728,-1.0,-1.0,1029.15,,-1.0,-1.0,-1.0
2024-02-20,01:07:18,18.83,7.1,69.247,722,-1.0,-1.0,1029.18,,86.82835174966299,20.454,88.3328376599494
2024-02-20,01:12:18,18.8,7.13,69.24,726,-1.0,-1.0,1029.2,,94.23355994973556,18.782,92.9022971510182
2024-02-20,01:17:18,18.78,7.13,69.305,722,-1.0,-1.0,1029.24,,83.9010384517545,20.786,90.80892674738124
2024-02-20,01:22:18,18.75,7.18,69.40899999999999,717,-1.0,-1.0,1029.24,,96.60327242674751,18.672,93.59890821077532
2024-02-20,01:27:18,18.74,7.18,69.256,710,-1.0,-1.0,1029.26,,89.26870828598503,20.025,90.98532071867606
2024-02-20,01:32:18,18.75,7.19,69.26100000000001,706,-1.0,-1.0,1029.26,,96.8888381422162,16.151,96.1668410177323
2024-02-20,01:37:18,18.79,7.15,68.921,688,-1.0,-1.0,1029.24,,82.4113513610429,19.3,93.04729233083427
2024-02-20,01:42:18,18.85,7.17,68.76,684,-1.0,-1.0,1029.22,,96.01041300778206,20.44,91.1288114387623
2024-02-20,01:47:18,18.89,7.18,68.553,678,-1.0,-1.0,1029.22,,97.3267882906462,21.208,96.52984367157866
2024-02-20,01:52:18,18.93,7.18,68.586,687,-1.0,-1.0,1029.24,,93.1506576268042,19.484,88.0903586689439
2024-02-20,01:57:18,18.95,7.18,68.96600000000001,684,-1.0,-1.0,1029.22,,93.99942335926985,20.692,92.82518990095971
2024-02-20,02:02:18,18.96,7.34,68.872,675,-1.0,-1.0,1029.28,,98.13302623765124,19.67,93.48070846799445
2024-02-20,02:07:18,18.97,7.34,68.858,680,-1.0,-1.0,1029.24,,91.75529482979937,22.017,15.825543760460599
2024-02-20,02:12:18,18.97,7.37,68.817,686,-1.0,-1.0,1029.28,,96.92014326035604,20.721,92.98089626099896
2024-02-20,02:17:18,18.96,7.37,69.278,676,-1.0,-1.0,1029.3,,96.04382286154798,20.933000000000003,94.25424866632228
2024-02-20,02:22:18,18.94,7.43,69.115,677,-1.0,-1.0,1029.3,,96.30520784169249,24.619,89.64429212452265
2024-02-20,02:27:18,18.93,7.44,69.032,686,-1.0,-1.0,1029.28,,97.50907853603763,20.652,98.36403608520521
2024-02-20,02:32:18,18.91,7.44,69.083,680,-1.0,-1.0,1029.28,,98.4931173002962,21.069000000000006,96.22545234033251
2024-02-20,02:37:18,18.9,7.52,68.922,674,-1.0,-1.0,1029.28,,97.67496868429659,19.773,93.65781576130851
2024-02-20,02:42:18,18.88,7.55,68.863,666,-1.0,-1.0,1029.28,,98.14121268990677,21.7,89.89608049800745
2024-02-20,02:47:18,18.86,7.75,68.857,672,-1.0,-1.0,1029.26,,95.32551124721618,19.577,96.69187799707632
2024-02-20,02:52:18,18.84,7.75,68.687,672,-1.0,-1.0,1029.26,,99.37251163132522,21.41,92.20918561897965
2024-02-20,02:57:18,18.82,7.75,68.807,672,-1.0,-1.0,1029.24,,97.3206225281394,20.862,95.01987080896448
2024-02-20,03:02:18,18.81,7.65,68.843,677,-1.0,-1.0,1029.2,,94.89781506252586,22.563000000000002,97.09926859547016
2024-02-20,03:07:18,18.8,7.65,68.863,676,-1.0,-1.0,1029.18,,96.42454252850493,21.276,92.58275582719358
2024-02-20,03:12:18,18.79,7.68,68.781,669,-1.0,-1.0,1029.16,,95.28677160781643,20.892,90.57148690774531
2024-02-20,03:17:18,18.78,7.62,68.75399999999999,673,-1.0,-1.0,1029.16,,96.4902800903928,19.578,94.78532015535644
2024-02-20,03:22:18,18.78,7.63,68.747,663,-1.0,-1.0,1029.15,,95.82976555727673,19.872,93.57336968170796
2024-02-20,03:27:18,18.78,7.63,68.421,670,-1.0,-1.0,1029.15,,98.00785170140577,20.225,93.7228718655718
2024-02-20,03:32:18,18.78,7.62,68.75399999999999,666,-1.0,-1.0,1029.15,,95.76866701609863,21.305999999999997,97.17922082905373
2024-02-20,03:37:18,18.77,7.52,68.632,663,-1.0,-1.0,1029.16,,93.33150393668244,17.873,94.73276428720352
2024-02-20,03:42:18,18.77,7.45,68.34,683,-1.0,-1.0,1029.16,,99.4568937435079,17.730999999999995,91.44745820641224
2024-02-20,03:47:18,18.78,7.49,68.72,679,-1.0,-1.0,1029.15,,97.21081592445292,21.54300000000001,95.10872337434442
2024-02-20,03:52:18,18.79,7.47,68.59899999999999,674,-1.0,-1.0,1029.18,,99.04547617713465,21.82800000000001,90.88437164983307
2024-02-20,03:57:18,18.79,7.47,68.616,676,-1.0,-1.0,1029.22,,97.06499195626316,21.585,96.01591997457253
2024-02-20,04:02:18,18.78,7.45,68.75399999999999,678,-1.0,-1.0,1029.24,,-1.0,-1.0,-1.0
2024-02-20,04:07:18,18.8,7.49,68.619,670,-1.0,-1.0,1029.24,,93.24504225117869,20.501,93.56696757173158
2024-02-20,04:12:18,18.81,7.49,68.501,665,-1.0,-1.0,1029.24,,95.34502763291424,22.498,92.61548039768695
2024-02-20,04:17:18,18.82,7.49,67.968,676,-1.0,-1.0,1029.2,,95.63332230281506,20.274,93.25982478263248
2024-02-20,04:22:18,18.84,7.52,68.047,661,-1.0,-1.0,1029.18,,99.5377465513522,21.366,93.98153228090321
2024-02-20,04:27:18,18.84,7.52,68.0,658,-1.0,-1.0,1029.15,,97.97448704073723,20.997,95.69063634049341
2024-02-20,04:32:18,18.84,7.52,67.964,674,-1.0,-1.0,1029.13,,98.78641063017788,20.445999999999998,92.9129866696808
2024-02-20,04:37:18,18.85,7.52,68.038,662,-1.0,-1.0,1029.09,,98.69747710937357,18.586,94.84320376196995
2024-02-20,04:42:18,18.85,7.48,67.87100000000001,650,-1.0,-1.0,1029.03,,99.97934051153915,20.312,92.05090147398492
2024-02-20,04:47:18,18.85,7.46,67.747,666,-1.0,-1.0,1029.01,,62.54480884606959,33.539,93.75136684746096
2024-02-20,04:52:18,18.86,7.47,67.995,663,-1.0,-1.0,1028.99,,92.73142716711357,29.728,88.58496033125198
2024-02-20,04:57:18,18.86,7.47,67.995,652,-1.0,-1.0,1028.95,,87.47575267724889,28.163,90.78516797748188
2024-02-20,05:02:18,18.86,7.44,67.61399999999999,658,-1.0,-1.0,1028.91,,-1.0,-1.0,-1.0
2024-02-20,05:07:18,18.87,7.42,67.73,668,-1.0,-1.0,1028.89,,83.94854848194147,32.302,89.84260351514497
2024-02-20,05:12:18,18.87,7.43,67.666,662,-1.0,-1.0,1028.87,,93.89700233208522,28.296999999999997,86.35309791494568
2024-02-20,05:17:18,18.88,7.43,67.8,654,-1.0,-1.0,1028.83,,96.07743133846769,26.201,85.41273555927889
2024-02-20,05:22:18,18.89,7.44,67.292,674,-1.0,-1.0,1028.77,,91.6102040030245,35.19300000000001,89.45541543439846
2024-02-20,05:27:18,18.89,7.47,67.742,656,-1.0,-1.0,1028.71,,96.2063418352446,26.691,12.169908044397635
2024-02-20,05:32:18,18.89,-1.6942,67.645,655,-1.0,-1.0,1028.75,,85.53187911784651,36.005,84.89171610030424
2024-02-20,05:37:18,18.88,-1.6942,67.252,672,-1.0,-1.0,1028.75,,93.535503481854,38.382,91.34415472780113
2024-02-20,05:42:18,18.88,-1.6942,67.813,680,-1.0,-1.0,1028.75,,98.16171588757908,36.449,67.24701519130468
2024-02-20,05:47:18,18.86,-1.6942,67.878,677,-1.0,-1.0,1028.77,,83.93100433364262,37.038,88.01525198157556
2024-02-20,05:52:18,18.86,-1.6942,67.932,663,-1.0,-1.0,1028.81,,98.29296339151972,35.352,75.82811021964305
2024-02-20,05:57:18,18.86,-1.6942,67.553,675,-1.0,-1.0,1028.83,,97.58660765947027,34.856,89.45947664602707
2024-02-20,06:02:18,18.87,-1.6942,67.459,664,-1.0,-1.0,1028.83,,94.22474265601844,35.18,88.54635343044863
2024-02-20,06:07:18,18.87,-1.6942,67.48899999999999,653,-1.0,-1.0,1028.83,,83.05515631892901,36.297,90.09012971004324
2024-02-20,06:12:18,18.86,-1.6942,67.317,682,-1.0,-1.0,1028.79,,85.41667264941256,36.407,88.44094868191736
2024-02-20,06:17:18,18.85,7.36,67.835,688,-1.0,-1.0,1028.77,,91.42699100716257,28.576,87.64707454218815
2024-02-20,06:22:18,18.85,7.36,68.119,683,-1.0,-1.0,1028.75,,94.79954173395836,31.338,85.28702430827484
2024-02-20,06:27:18,18.86,7.35,67.98100000000001,689,-1.0,-1.0,1028.71,,79.73815619179041,31.734,92.63758869286251
2024-02-20,06:32:18,18.88,7.35,67.793,674,-1.0,-1.0,1028.59,,90.37555182477765,32.382,94.52995173088242
2024-02-20,06:37:18,18.88,7.31,67.676,675,-1.0,-1.0,1028.61,,94.89966737917156,31.276,90.2852848236425
2024-02-20,06:42:18,18.89,7.33,67.785,697,-1.0,-1.0,1028.61,,94.94913773745712,31.503,84.91377925059875
2024-02-20,06:47:18,18.88,7.35,68.181,706,-1.0,-1.0,1028.69,,88.82595754561069,32.178000000000004,90.91827310460177
2024-02-20,06:52:18,18.89,7.35,68.117,703,-1.0,-1.0,1028.61,,82.04199104205698,32.353,90.81303199298412
2024-02-20,06:57:18,18.9,7.35,67.792,704,-1.0,-1.0,1028.71,,94.63244275376805,30.651,88.20422083991345
2024-02-20,07:02:18,18.9,7.29,67.79899999999999,709,-1.0,-1.0,1028.71,,-1.0,-1.0,-1.0
2024-02-20,07:07:18,18.92,7.25,67.845,655,-1.0,-1.0,1028.73,,95.31329084749045,32.52,92.21008824063657
2024-02-20,07:12:18,18.98,7.25,65.082,683,-1.0,-1.0,1028.73,,96.30407557271104,30.548000000000002,91.58227786018608
2024-02-20,07:17:18,18.97,7.25,66.628,723,-1.0,-1.0,1028.73,,95.42496646641108,31.343000000000004,80.89659726476103
2024-02-20,07:22:18,18.97,7.24,67.568,719,-1.0,-1.0,1028.71,,82.09334527375691,30.208000000000002,90.63260145767893
2024-02-20,07:27:18,18.96,7.24,67.52,721,-1.0,-1.0,1028.61,,74.85516833487141,31.5,85.65892517077911
2024-02-20,07:32:18,18.95,7.24,67.41199999999999,710,-1.0,-1.0,1028.57,,78.032099799835,31.331999999999997,85.14824962054831
2024-02-20,07:37:18,18.93,7.18,67.333,737,-1.0,-1.0,1028.51,,84.17284554999777,33.216,72.5919421147306
2024-02-20,07:42:18,18.91,7.18,67.612,735,-1.0,-1.0,1028.49,,89.53423376700356,31.680999999999997,90.3421210816072
2024-02-20,07:47:18,18.88,7.19,67.536,729,-1.0,-1.0,1028.47,,89.40807905735193,21.145,87.19842948892406
2024-02-20,07:52:18,18.86,7.18,67.38,732,-1.0,-1.0,1028.43,,87.1401444178505,19.069000000000006,89.52211573454625
2024-02-20,07:57:18,18.83,7.18,67.483,745,-1.0,-1.0,1028.43,,86.91802520266806,21.696,89.60772709685223
2024-02-20,08:02:18,18.8,7.13,67.503,727,-1.0,-1.0,1028.43,,89.17357951241131,19.963,89.74382184041063
2024-02-20,08:07:18,18.78,7.13,67.207,727,-1.0,-1.0,1028.41,,86.64776940597031,17.98,85.46224001180056
2024-02-20,08:12:18,18.76,7.1,67.096,727,-1.0,-1.0,1028.43,,85.64537539746513,16.947,82.82512404095901
2024-02-20,08:17:18,18.75,7.06,67.07,715,-1.0,-1.0,1028.43,,84.63446060092451,18.469,87.5968390430945
2024-02-20,08:22:18,18.73,7.06,66.602,716,-1.0,-1.0,1028.43,,84.29468407997892,17.649,92.2679706484643
2024-02-20,08:27:18,18.71,7.05,66.672,720,-1.0,-1.0,1028.37,,88.31401587507763,20.516,88.23116651449499
2024-02-20,08:32:18,18.69,7.05,66.51,725,-1.0,-1.0,1028.35,,84.50828609953504,21.046,89.42018887808572
2024-02-20,08:37:18,18.67,6.98,66.422,724,-1.0,-1.0,1028.33,,91.63246170498509,26.684,90.31588956004738
2024-02-20,08:42:18,18.64,6.94,66.467,717,-1.0,-1.0,1028.35,,84.78775201160093,20.598000000000006,89.0295537142182
2024-02-20,08:47:18,18.61,6.95,66.594,729,-1.0,-1.0,1028.35,,90.15963490837194,21.878,87.54939119498287
2024-02-20,08:52:18,18.59,6.94,66.55,705,-1.0,-1.0,1028.37,,90.30156492470164,21.125,86.22862030855326
2024-02-20,08:57:18,18.55,7.08,66.601,682,-1.0,-1.0,1028.37,,84.94873021556631,20.066,90.02282454861161
2024-02-20,09:02:18,18.51,7.08,66.42699999999999,678,-1.0,-1.0,1028.39,,85.62411560569369,19.308,90.35110673361014
2024-02-20,09:07:18,18.47,7.47,66.36399999999999,677,-1.0,-1.0,1028.37,,88.28568813457598,22.841,91.66676539473043
2024-02-20,09:12:18,18.5,7.55,66.602,723,-1.0,-1.0,1028.43,,80.73440856394348,20.503,87.70442704972997
2024-02-20,09:17:18,18.51,7.65,67.253,717,-1.0,-1.0,1028.43,,85.18100696930466,19.151,84.60263745564187
2024-02-20,09:22:18,18.52,7.66,67.031,716,-1.0,-1.0,1028.43,,82.06328436944916,19.637,80.04030455773943
2024-02-20,09:27:18,18.52,7.61,66.692,690,-1.0,-1.0,1028.41,,84.71104087917264,17.314,90.63665084464036
2024-02-20,09:32:18,18.52,7.61,66.3,690,-1.0,-1.0,1028.41,,82.86530679721773,21.18,75.69450378427048
2024-02-20,09:37:18,18.53,7.52,65.97800000000001,690,-1.0,-1.0,1028.41,,84.92097165208047,18.669,88.85639389104567
2024-02-20,09:42:18,18.53,7.57,65.79899999999999,685,-1.0,-1.0,1028.39,,88.56601662034292,19.385,75.0435190225953
2024-02-20,09:47:18,18.54,7.73,65.831,701,-1.0,-1.0,1028.43,,82.7736766067384,21.279,88.21751848707096
