date,timeStamp,temperature,outside temperature,humidity,co2,pm2.5,pm10,pressure,gasResistance
2024-01-26,00:01:42,16.78,9.81,62.961999999999996,564,2.7,4.6,1023.17,
2024-01-26,00:06:42,16.76,9.81,63.019,563,2.9,4.2,1023.15,
2024-01-26,00:11:42,16.74,9.84,62.956,567,2.9,3.6,1023.13,
2024-01-26,00:16:42,16.73,9.84,63.105,558,2.9,4.4,1023.09,
2024-01-26,00:21:42,16.7,9.84,63.385,552,2.8,4.1,1023.11,
2024-01-26,00:26:42,16.68,9.82,63.315,537,2.9,4.5,1023.07,
2024-01-26,00:31:42,16.66,9.82,63.29,533,2.4,3.6,1023.03,
2024-01-26,00:36:42,16.64,9.82,63.276,515,3.3,4.4,1023.03,
2024-01-26,00:41:42,16.63,9.86,63.316,514,2.8,4.7,1023.01,
2024-01-26,00:46:42,16.61,9.86,63.419,508,2.8,4.1,1022.99,
2024-01-26,00:51:42,16.61,9.86,63.353,507,3.1,4.9,1022.97,
2024-01-26,00:56:42,16.6,9.9,63.392,496,3.0,4.7,1022.93,
2024-01-26,01:01:42,16.59,9.91,63.565,498,3.0,4.4,1022.91,
2024-01-26,01:06:42,16.58,9.91,63.596,493,3.1,4.5,1022.87,
2024-01-26,01:11:42,16.57,9.99,63.556000000000004,492,2.8,4.4,1022.84,
2024-01-26,01:16:42,16.56,10.08,63.706,494,2.8,3.8,1022.76,
2024-01-26,01:21:42,16.55,10.03,63.81399999999999,483,2.7,3.5,1022.74,
2024-01-26,01:26:42,16.54,10.03,63.706,487,2.8,4.0,1022.68,
2024-01-26,01:31:42,16.53,10.03,63.876999999999995,490,2.7,3.6,1022.62,
2024-01-26,01:36:42,16.52,10.03,63.877,487,2.9,3.6,1022.56,
2024-01-26,01:41:42,16.51,9.97,64.036,485,2.6,4.2,1022.56,
2024-01-26,01:46:42,16.5,9.97,63.875,479,2.8,4.1,1022.5,
2024-01-26,01:51:42,16.49,10.01,64.04,478,2.4,3.7,1022.46,
2024-01-26,01:56:42,16.48,10.01,63.774,479,2.5,3.5,1022.44,
2024-01-26,02:01:42,16.47,10.05,64.31,476,2.7,3.8,1022.42,
2024-01-26,02:06:42,16.46,10.15,64.196,468,2.4,3.8,1022.33,
2024-01-26,02:11:42,16.46,10.15,63.995,464,2.3,3.7,1022.27,
2024-01-26,02:16:42,16.46,10.19,63.87,477,2.1,3.8,1022.17,
2024-01-26,02:21:42,16.46,10.19,64.212,478,2.2,2.7,1022.09,
2024-01-26,02:26:42,16.45,10.19,64.387,480,2.2,4.0,1022.01,
2024-01-26,02:31:42,16.44,10.2,64.668,479,2.5,4.5,1021.96,
2024-01-26,02:36:42,16.43,10.2,64.471,477,2.2,3.6,1021.86,
2024-01-26,02:41:42,16.42,10.28,64.699,479,2.5,3.7,1021.84,
2024-01-26,02:46:42,16.41,10.28,64.663,488,2.1,3.9,1021.8,
2024-01-26,02:51:42,16.4,10.28,64.764,490,2.1,3.4,1021.78,
2024-01-26,02:56:42,16.39,10.29,64.717,485,2.2,4.0,1021.7,
2024-01-26,03:01:42,16.38,10.34,64.777,477,2.3,3.2,1021.64,
2024-01-26,03:06:42,16.37,10.3,64.759,482,2.0,3.6,1021.54,
2024-01-26,03:11:42,16.36,10.3,64.686,481,2.4,4.2,1021.49,
2024-01-26,03:16:42,16.35,10.3,64.931,474,2.2,3.2,1021.41,
2024-01-26,03:21:42,16.34,10.32,64.865,471,2.3,3.4,1021.33,
2024-01-26,03:26:42,16.33,10.4,64.851,469,2.3,3.7,1021.25,
2024-01-26,03:31:42,16.32,10.43,65.212,473,2.4,3.9,1021.19,
2024-01-26,03:36:42,16.3,10.43,65.329,466,2.3,3.6,1021.15,
2024-01-26,03:41:42,16.28,10.43,65.156,459,2.3,4.5,1021.13,
2024-01-26,03:46:42,16.27,10.45,65.252,457,2.4,4.4,1021.02,
2024-01-26,03:51:42,16.26,10.43,65.24,457,2.1,3.4,1020.89,
2024-01-26,03:56:42,16.26,10.46,65.296,463,2.6,4.9,1020.79,
2024-01-26,04:01:42,16.25,10.52,65.124,463,2.1,2.3,1020.71,
2024-01-26,04:06:42,16.25,10.75,65.22,461,2.6,4.9,1020.64,
2024-01-26,04:11:42,16.24,10.78,65.38600000000001,460,2.3,3.7,1020.58,
2024-01-26,04:16:42,16.23,10.78,65.297,461,2.4,3.8,1020.48,
2024-01-26,04:21:42,16.23,10.77,65.406,454,2.7,3.6,1020.44,
2024-01-26,04:26:42,16.22,10.77,65.387,459,2.9,4.6,1020.34,
2024-01-26,04:31:42,16.21,10.77,65.613,459,2.9,4.8,1020.28,
2024-01-26,04:36:42,16.21,10.89,65.57300000000001,459,3.0,4.8,1020.26,
