date,timeStamp,temperature,outside temperature,humidity,co2,pm2.5,pm10,pressure,gasResistance
2024-01-14,00:03:09,18.01,5.01,52.402,1009,2.8,4.4,1017.28,
2024-01-14,00:08:09,18.06,5.01,52.555,1017,2.3,4.2,1017.3,
2024-01-14,00:13:09,18.12,4.98,52.56800000000001,1026,2.8,5.8,1017.3,
2024-01-14,00:18:09,18.16,4.98,52.615,1004,4.2,4.7,1017.28,
2024-01-14,00:23:09,18.17,5.03,52.621,990,2.2,4.3,1017.22,
2024-01-14,00:28:09,18.19,4.98,52.573,1034,2.2,5.4,1017.26,
2024-01-14,00:33:09,18.25,5.1,53.048,888,2.3,4.1,1017.22,
2024-01-14,00:38:09,18.25,5.1,51.805,860,2.0,4.3,1017.16,
2024-01-14,00:43:09,18.21,5.1,52.137,825,1.8,5.4,1017.16,
2024-01-14,00:48:09,18.18,5.1,52.11,718,2.4,7.5,1017.11,
2024-01-14,00:53:09,18.17,5.03,51.38,696,2.2,5.9,1017.07,
2024-01-14,00:58:09,18.09,5.03,51.518,657,2.0,5.3,1017.03,
2024-01-14,01:03:09,17.97,5.03,51.525,612,2.0,4.1,1017.03,
2024-01-14,01:08:09,17.85,4.9,51.312,595,1.9,3.8,1016.95,
2024-01-14,01:13:09,17.72,4.9,51.73,563,1.9,3.9,1016.89,
2024-01-14,01:18:09,17.62,4.9,51.212,577,2.1,3.1,1016.87,
2024-01-14,01:23:09,17.53,4.89,51.481,578,2.0,5.3,1016.81,
2024-01-14,01:28:09,17.43,4.89,51.865,587,1.6,3.5,1016.77,
2024-01-14,01:33:09,17.35,4.89,51.843999999999994,589,1.7,3.0,1016.77,
2024-01-14,01:38:09,17.25,5.07,52.31100000000001,585,1.5,2.7,1016.73,
2024-01-14,01:43:09,17.16,5.07,52.479,574,1.6,3.3,1016.69,
2024-01-14,01:48:09,17.07,5.07,52.625,571,2.0,4.4,1016.66,
2024-01-14,01:53:09,16.98,5.07,52.799,569,1.5,3.7,1016.6,
2024-01-14,01:58:09,16.9,5.07,52.78100000000001,556,1.7,2.8,1016.54,
2024-01-14,02:03:09,16.82,5.07,53.01,547,1.8,4.4,1016.46,
2024-01-14,02:08:09,16.74,5.06,52.999,525,1.7,3.6,1016.38,
2024-01-14,02:13:09,16.66,5.06,52.898999999999994,525,1.5,3.7,1016.3,
2024-01-14,02:18:09,16.61,5.05,53.036,529,1.6,2.8,1016.26,
2024-01-14,02:23:09,16.54,5.05,53.343999999999994,523,1.6,3.5,1016.19,
2024-01-14,02:28:09,16.47,5.05,53.423,522,1.8,3.8,1016.11,
2024-01-14,02:33:09,16.41,5.0,53.519,522,1.6,2.9,1016.07,
2024-01-14,02:38:09,16.36,5.08,53.575,524,1.5,3.1,1016.05,
2024-01-14,02:43:09,16.32,5.04,53.64100000000001,522,1.5,3.7,1015.95,
2024-01-14,02:48:09,16.27,5.04,53.576,523,1.5,4.1,1015.91,
2024-01-14,02:53:09,16.23,5.04,53.69300000000001,526,1.9,4.7,1015.87,
2024-01-14,02:58:09,16.19,5.06,53.648,524,1.7,3.1,1015.85,
2024-01-14,03:03:09,16.14,4.86,53.893,521,1.5,2.6,1015.73,
2024-01-14,03:08:09,16.09,4.86,53.927,526,1.6,2.5,1015.69,
2024-01-14,03:13:09,16.03,4.84,54.008,516,1.7,2.9,1015.65,
2024-01-14,03:18:09,15.98,4.84,54.038,516,1.8,3.8,1015.61,
2024-01-14,03:23:09,15.93,4.85,54.078,513,1.6,3.3,1015.57,
2024-01-14,03:28:09,15.87,4.79,54.144,508,1.7,4.0,1015.51,
2024-01-14,03:33:09,15.829999999999998,4.79,53.95399999999999,508,1.6,2.8,1015.47,
2024-01-14,03:38:09,15.79,4.79,54.07,508,1.8,3.4,1015.44,
2024-01-14,03:43:09,15.760000000000002,4.79,54.15600000000001,513,1.8,3.8,1015.37,
2024-01-14,03:48:09,15.73,4.79,54.142,515,1.5,3.1,1015.36,
2024-01-14,03:53:09,15.69,4.74,54.295,513,1.6,3.8,1015.3,
2024-01-14,03:58:09,15.66,4.79,54.139,512,1.8,2.1,1015.22,
2024-01-14,04:03:09,15.63,4.74,54.542,516,2.3,2.9,1015.16,
2024-01-14,04:08:09,15.579999999999998,4.73,54.63800000000001,506,1.7,4.0,1015.12,
2024-01-14,04:13:09,15.55,4.73,54.357,512,2.0,3.4,1015.04,
2024-01-14,04:18:09,15.52,4.73,54.358,512,2.0,3.2,1015.0,
2024-01-14,04:23:09,15.489999999999998,4.73,54.37300000000001,520,2.0,2.9,1014.98,
2024-01-14,04:28:09,15.46,4.73,54.675,525,2.1,2.9,1014.95,
2024-01-14,04:33:09,15.43,4.73,54.645,523,2.3,4.0,1014.85,
2024-01-14,04:38:09,15.4,4.71,54.737,540,2.6,3.8,1014.83,
2024-01-14,04:43:09,15.36,4.71,55.056000000000004,536,2.9,4.0,1014.75,
2024-01-14,04:48:09,15.329999999999998,4.71,55.037,529,3.3,4.6,1014.67,
2024-01-14,04:53:09,15.3,4.72,55.038999999999994,544,3.6,5.8,1014.63,
2024-01-14,04:58:09,15.27,4.65,55.11,551,3.7,5.4,1014.57,
2024-01-14,05:03:09,15.25,4.72,55.123999999999995,543,3.8,5.7,1014.53,
2024-01-14,05:08:09,15.21,4.66,55.17,539,4.5,6.4,1014.5,
2024-01-14,05:13:09,15.19,4.66,55.085,547,4.3,7.4,1014.46,
2024-01-14,05:18:09,15.16,4.66,55.249,546,4.6,7.1,1014.38,
2024-01-14,05:23:09,15.13,4.54,55.222,551,4.1,6.9,1014.34,
2024-01-14,05:28:09,15.1,4.54,55.076,553,4.2,6.8,1014.24,
2024-01-14,05:33:09,15.07,4.54,55.236000000000004,553,4.4,6.8,1014.18,
2024-01-14,05:38:09,15.04,4.54,55.157,559,4.8,8.1,1014.12,
2024-01-14,05:43:09,15.010000000000002,4.56,55.333999999999996,563,4.3,6.4,1014.08,
2024-01-14,05:48:09,14.98,4.56,55.414,562,4.6,6.4,1014.03,
2024-01-14,05:53:09,14.96,4.38,55.38399999999999,557,4.8,8.1,1013.97,
2024-01-14,05:58:09,14.94,4.35,55.28100000000001,563,4.5,7.0,1013.93,
2024-01-14,06:03:09,14.92,4.56,55.493,570,4.6,7.7,1013.89,
2024-01-14,06:08:09,14.9,4.35,55.41,573,4.7,7.0,1013.83,
2024-01-14,06:13:09,14.87,4.56,55.648999999999994,565,4.3,6.7,1013.77,
2024-01-14,06:18:09,14.85,4.56,55.445,570,4.6,7.5,1013.75,
2024-01-14,06:23:09,14.84,4.56,55.479,583,4.0,6.3,1013.75,
2024-01-14,06:28:09,14.82,4.56,55.666,589,4.3,5.8,1013.71,
2024-01-14,06:33:09,14.8,4.35,55.691,591,4.3,7.5,1013.67,
2024-01-14,06:38:09,14.78,4.35,55.703,593,4.4,7.4,1013.6,
2024-01-14,06:43:09,14.76,4.35,55.718,592,3.9,6.3,1013.54,
2024-01-14,06:48:09,14.73,4.35,55.874,600,4.3,7.0,1013.46,
2024-01-14,06:53:09,14.71,4.37,56.071999999999996,608,4.7,7.5,1013.4,
2024-01-14,06:58:09,14.68,4.37,56.187,597,4.6,7.3,1013.36,
2024-01-14,07:03:09,14.64,4.37,56.199,598,4.7,7.7,1013.3,
2024-01-14,07:08:09,14.61,4.35,56.254,595,4.7,6.6,1013.28,
2024-01-14,07:13:09,14.58,4.35,56.345,599,4.7,7.7,1013.16,
2024-01-14,07:18:09,14.55,4.35,56.331,600,5.0,8.6,1013.12,
2024-01-14,07:23:09,14.52,4.4,56.354,599,5.0,7.9,1013.04,
2024-01-14,07:28:09,14.5,4.4,56.291,610,4.4,6.4,1012.96,
