date,timeStamp,temperature,outside temperature,humidity,co2,pm2.5,pm10,pressure,gasResistance
2024-01-17,11:22:53,17.11,-0.86,46.805,529,5.3,5.9,1005.11,
2024-01-17,11:27:53,16.82,-0.86,46.76300000000001,535,3.4,6.1,999.56,
2024-01-17,11:32:53,16.6,-0.86,48.26600000000001,517,3.4,6.2,997.86,
2024-01-17,11:37:53,16.43,-0.63,48.464,509,3.4,6.0,996.46,
2024-01-17,11:42:53,16.31,-0.63,48.376999999999995,506,3.1,5.2,995.48,
2024-01-17,11:47:53,16.2,-0.63,48.302,504,3.2,5.6,994.7,
2024-01-17,11:52:53,16.12,-0.6,48.199,508,3.1,5.1,994.11,
2024-01-17,11:57:53,16.07,-0.59,48.06399999999999,514,3.3,7.0,993.6,
2024-01-17,12:02:53,16.03,-0.59,48.269,529,3.6,6.2,993.23,
2024-01-17,12:07:53,16.0,-0.42,48.504,536,3.3,5.6,992.95,
2024-01-17,12:12:53,16.0,-0.59,48.51,539,3.2,6.2,992.72,
2024-01-17,12:17:53,16.02,-0.42,48.559,549,3.2,6.2,992.48,
2024-01-17,12:22:53,16.04,-0.37,48.543,554,2.8,4.8,992.32,
2024-01-17,12:27:53,16.06,-0.37,48.565,560,3.3,4.9,992.18,
2024-01-17,12:32:53,16.07,-0.37,48.582,565,3.1,5.9,992.09,
2024-01-17,12:37:53,16.09,-0.37,48.551,565,2.9,3.9,991.97,
2024-01-17,12:42:53,16.11,-0.33,48.588,567,3.2,6.3,991.85,
2024-01-17,12:47:53,16.12,-0.29,48.617,572,3.1,5.4,991.79,
2024-01-17,12:52:53,16.12,-0.26,48.648,571,3.2,5.7,991.71,
2024-01-17,12:57:53,16.11,-0.26,48.639,570,3.3,4.7,991.62,
2024-01-17,13:02:53,16.1,-0.26,48.67,567,3.1,5.7,991.5,
2024-01-17,13:07:53,16.09,-0.01,48.633,567,2.9,3.9,991.42,
2024-01-17,13:12:53,16.09,-0.01,48.57,556,3.2,5.6,991.32,
2024-01-17,13:17:53,16.11,-0.02,48.43899999999999,545,3.2,5.4,991.28,
2024-01-17,13:22:53,16.15,-0.02,48.283,538,3.0,4.9,991.21,
2024-01-17,13:27:53,16.18,-0.02,48.294,530,3.1,5.0,991.11,
2024-01-17,13:32:53,16.21,-0.1,48.353,530,3.1,5.7,991.03,
2024-01-17,13:37:53,16.23,-0.1,48.457,525,3.5,6.4,990.91,
2024-01-17,13:42:53,16.25,-0.1,48.483999999999995,519,2.9,5.3,990.81,
2024-01-17,13:47:53,16.27,-0.07,48.441,514,2.8,4.6,990.72,
2024-01-17,13:52:53,16.28,-0.07,48.411,510,2.7,4.3,990.62,
2024-01-17,13:57:53,16.28,-0.07,48.32899999999999,505,2.6,5.2,990.56,
2024-01-17,14:02:53,16.28,-0.02,48.335,501,3.1,5.3,990.5,
2024-01-17,14:07:53,16.28,-0.02,48.347,496,3.2,5.7,990.44,
2024-01-17,14:12:53,16.27,-0.04,48.305,494,3.4,5.7,990.38,
2024-01-17,14:17:53,16.26,-0.04,48.27,493,2.8,4.6,990.34,
2024-01-17,14:22:53,16.26,-0.04,48.318999999999996,485,3.1,6.5,990.25,
2024-01-17,14:27:53,16.27,-0.02,48.142,482,3.2,6.2,990.21,
2024-01-17,14:32:53,16.3,-0.02,48.008,477,2.7,5.0,990.19,
2024-01-17,14:37:53,16.33,0.01,47.956,468,3.1,4.9,990.13,
2024-01-17,14:42:53,16.36,0.03,47.96,469,2.8,4.2,990.13,
2024-01-17,14:47:53,16.38,0.03,47.868,468,2.9,4.5,990.03,
2024-01-17,14:52:53,16.4,0.03,47.907,467,3.0,4.4,989.97,
2024-01-17,14:57:53,16.42,0.12,47.816,467,3.0,4.1,989.91,
2024-01-17,15:02:53,16.43,0.12,47.826,466,3.0,4.1,989.87,
2024-01-17,15:07:53,16.43,0.04,47.856,459,2.9,4.5,989.85,
2024-01-17,15:12:53,16.42,0.04,47.728,460,3.3,5.4,989.83,
2024-01-17,15:17:53,16.42,0.04,47.767,460,2.9,4.7,989.81,
2024-01-17,15:22:53,16.41,0.02,47.698,458,3.3,5.4,989.77,
2024-01-17,15:27:53,16.39,0.0,47.645,458,3.3,4.8,989.73,
2024-01-17,15:32:53,16.38,0.0,47.669,454,3.1,5.7,989.73,
2024-01-17,15:37:53,16.39,-0.02,47.545,449,3.4,5.4,989.71,
2024-01-17,15:42:53,16.43,-0.02,47.422,448,3.1,4.0,989.69,
2024-01-17,15:47:53,16.47,-0.02,47.395,447,3.0,4.3,989.65,
2024-01-17,15:52:53,16.5,0.0,47.33600000000001,446,3.0,4.9,989.65,
2024-01-17,15:57:53,16.52,-0.02,47.332,443,3.6,6.1,989.63,
2024-01-17,16:02:53,16.53,0.0,47.283,446,3.5,6.2,989.63,
2024-01-17,16:07:53,16.54,-0.03,47.261,449,3.2,6.4,989.61,
2024-01-17,16:12:53,16.55,0.0,47.128,447,3.7,5.4,989.61,
2024-01-17,16:17:53,16.55,-0.03,47.097,455,4.1,6.7,989.61,
2024-01-17,16:22:53,16.54,-0.03,47.093,462,3.4,5.6,989.63,
2024-01-17,16:27:53,16.52,-0.05,47.115,467,3.6,7.0,989.65,
2024-01-17,16:32:53,16.51,-0.05,47.075,470,3.7,6.4,989.67,
2024-01-17,16:37:53,16.49,-0.05,46.899,475,3.4,6.0,989.65,
2024-01-17,16:42:53,16.47,-0.05,46.87300000000001,474,3.2,5.1,989.65,
2024-01-17,16:47:53,16.46,-0.07,46.75899999999999,474,3.5,5.6,989.69,
2024-01-17,16:52:53,16.48,-0.07,46.668,473,3.0,5.2,989.71,
2024-01-17,16:57:53,16.51,-0.07,46.592,472,3.0,4.6,989.73,
2024-01-17,17:02:53,16.54,0.01,46.562,471,3.0,4.6,989.75,
2024-01-17,17:07:53,16.56,0.01,46.707,483,3.1,5.0,989.79,
2024-01-17,17:12:53,16.58,0.09,46.79,490,3.0,4.4,989.85,
2024-01-17,17:17:53,16.58,0.08,46.94600000000001,491,2.7,4.5,989.89,
2024-01-17,17:22:53,16.59,0.09,46.905,498,3.1,5.4,989.91,
2024-01-17,17:27:53,16.59,0.04,46.93600000000001,501,2.9,6.3,989.95,
2024-01-17,17:32:53,16.59,0.04,46.992,503,2.5,3.7,989.97,
2024-01-17,17:37:53,16.57,0.04,47.075,508,2.8,4.2,989.99,
2024-01-17,17:42:53,16.55,-0.02,47.067,512,3.2,4.6,989.99,
2024-01-17,17:47:53,16.54,-0.02,46.994,582,3.3,4.5,990.01,
2024-01-17,17:52:53,16.56,-0.02,46.992,620,3.5,7.8,990.03,
2024-01-17,17:57:53,16.6,0.01,46.952,686,3.6,10.3,990.15,
2024-01-17,18:02:53,16.68,0.01,46.792,683,3.1,8.5,990.15,
2024-01-17,18:07:53,16.74,0.01,47.255,686,3.2,7.7,990.17,
2024-01-17,18:12:53,16.81,0.03,47.222,683,3.2,6.2,990.23,
2024-01-17,18:17:53,16.87,0.03,47.29600000000001,690,3.1,6.8,990.25,
2024-01-17,18:22:53,16.93,0.03,47.25,697,3.0,7.8,990.28,
2024-01-17,18:27:53,16.99,0.03,47.192,705,3.2,7.6,990.32,
2024-01-17,18:32:53,17.04,0.0,47.181999999999995,725,3.3,7.3,990.38,
2024-01-17,18:37:53,17.08,0.0,47.164,744,3.4,8.6,990.42,
2024-01-17,18:42:53,17.12,0.01,47.181999999999995,773,4.0,9.7,990.48,
2024-01-17,18:47:53,17.14,0.01,47.328,844,8.2,15.0,990.54,
2024-01-17,18:52:53,17.14,0.01,47.553000000000004,1021,75.3,157.6,990.6,
2024-01-17,18:57:53,17.22,0.01,48.377,1094,66.4,142.7,990.66,
2024-01-17,19:02:53,17.23,0.01,48.761,1071,68.0,140.8,990.74,
2024-01-17,19:07:53,17.2,0.01,48.647,1095,69.5,148.6,990.77,
2024-01-17,19:12:53,17.18,0.04,48.6,1125,69.1,140.0,990.83,
2024-01-17,19:17:53,17.15,0.04,48.695,1151,67.1,135.1,990.87,
2024-01-17,19:22:53,17.09,0.04,49.203,1183,64.6,135.2,990.93,
2024-01-17,19:27:53,17.04,0.18,49.253,1187,62.4,127.1,990.99,
2024-01-17,19:32:53,16.98,0.18,49.424,1196,61.2,126.6,991.03,
2024-01-17,19:37:53,16.93,0.18,49.553,1208,57.1,116.0,991.11,
2024-01-17,19:42:53,16.88,0.18,49.598,1209,54.5,111.7,991.19,
2024-01-17,19:47:53,16.84,0.33,49.679,1196,47.4,100.1,991.22,
2024-01-17,19:52:53,16.76,0.35,49.76,1190,45.7,99.1,991.26,
2024-01-17,19:57:53,16.71,0.35,49.714,1173,41.8,91.5,991.3,
2024-01-17,20:02:53,16.64,0.35,49.73,1162,38.1,80.5,991.34,
2024-01-17,20:07:53,16.57,0.46,50.112,1157,34.8,72.1,991.34,
2024-01-17,20:12:53,16.55,0.46,49.93899999999999,1161,31.2,66.4,991.38,
2024-01-17,20:17:53,16.52,0.46,49.926,1157,28.1,56.6,991.4,
2024-01-17,20:22:53,16.47,0.5,50.342,1153,25.2,49.8,991.44,
2024-01-17,20:27:53,16.41,0.5,50.63800000000001,1149,23.4,48.8,991.46,
2024-01-17,20:32:53,16.35,0.5,50.919,1137,20.9,44.3,991.52,
2024-01-17,20:37:53,16.31,0.55,51.06100000000001,1121,19.5,39.0,991.56,
2024-01-17,20:42:53,16.27,0.55,51.088,1112,17.5,37.6,991.62,
2024-01-17,20:47:53,16.25,0.55,51.069,1079,15.7,30.4,991.69,
2024-01-17,20:52:53,16.22,0.65,51.093,1065,14.7,30.1,991.77,
2024-01-17,20:57:53,16.2,0.65,51.087,1064,12.9,25.8,991.83,
2024-01-17,21:02:53,16.2,0.65,50.872,1057,11.2,19.8,991.89,
2024-01-17,21:07:53,16.21,0.63,52.317,1006,10.5,24.0,991.95,
2024-01-17,21:12:53,16.21,0.63,53.251999999999995,1025,9.4,20.6,992.03,
2024-01-17,21:17:53,16.28,0.65,52.024,978,8.7,19.3,992.05,
2024-01-17,21:22:53,16.35,0.51,51.726000000000006,982,8.7,17.6,992.13,
2024-01-17,21:27:53,16.4,0.65,51.562,964,8.1,17.8,992.16,
2024-01-17,21:32:53,16.44,0.51,51.224,980,6.8,19.3,992.2,
2024-01-17,21:37:53,16.52,0.73,51.364,1014,7.2,16.3,992.2,
2024-01-17,21:42:53,16.57,0.73,57.731,1005,6.1,15.8,992.28,
2024-01-17,21:47:53,16.62,0.73,62.136,955,5.6,15.6,992.3,
2024-01-17,21:52:53,16.6,0.73,61.748999999999995,925,5.2,13.2,992.36,
2024-01-17,21:57:53,16.58,0.72,59.955,884,5.0,9.6,992.42,
2024-01-17,22:02:53,16.54,0.72,60.8,868,4.6,8.8,992.46,
2024-01-17,22:07:53,16.5,0.73,61.684,824,4.6,10.6,992.5,
2024-01-17,22:12:53,16.46,0.73,61.869,816,4.2,9.1,992.56,
2024-01-17,22:17:53,16.42,0.73,61.808,876,3.7,8.0,992.72,
2024-01-17,22:22:53,16.36,0.73,61.823,858,4.1,10.6,992.8,
2024-01-17,22:27:53,16.33,0.73,61.96,806,4.2,8.1,992.84,
2024-01-17,22:32:53,16.28,0.76,62.413000000000004,823,3.3,8.7,992.91,
2024-01-17,22:37:53,16.2,0.77,63.06800000000001,821,3.6,7.8,993.01,
2024-01-17,22:42:53,16.11,0.77,63.38399999999999,820,3.7,7.6,993.07,
2024-01-17,22:47:53,16.02,0.8,63.294,799,3.3,5.9,993.17,
2024-01-17,22:52:53,15.94,0.8,63.675,798,3.1,6.3,993.23,
2024-01-17,22:57:53,15.86,0.8,62.996,806,3.4,6.3,993.25,
2024-01-17,23:02:53,15.78,0.8,62.942,781,3.2,8.3,993.31,
