date,timeStamp,temperature,outside temperature,humidity,pressure,gasResistance,bsec  breath_voc_equivalent ,bsec  raw_humidity,bsec bsec_status,bsec co2_equivalent,bsec gas,bsec humidity,bsec iaq,bsec iaq_accuracy,bsec pressure,bsec raw_temperature,bsec static_iaq,bsec temperature
2021-06-12,00:02:02,24.76,16.77,50.245,1019.68,663228.597754211,1.37708,50.244999,0.0,920.206177,690907.0,50.4328,145.580353,3.0,101968.0,25.76,92.020615,25.695299
2021-06-12,00:07:02,24.77,16.77,50.13800000000001,1019.76,663228.597754211,1.3875600000000001,50.13800000000001,0.0,925.2212519999999,690907.0,50.347637,146.914352,3.0,101976.0,25.77,92.522125,25.705303
2021-06-12,00:12:03,24.69,16.69,50.25899999999999,1019.78,665561.8540974144,1.384161,50.258999,0.0,923.599304,693751.0,50.48461500000001,147.054169,3.0,101978.0,25.690001,92.359932,25.62529
2021-06-12,00:17:03,24.64,16.69,50.37,1019.74,664393.1774127261,1.357732,50.369999,0.0,910.845642,692326.0,50.565933,145.171783,3.0,101974.0,25.639999,91.084564,25.575283
2021-06-12,00:22:04,24.52,16.56,50.601000000000006,1019.72,661489.3631857322,1.383305,50.601002,0.0,923.189697,688790.0,50.793903,147.852356,3.0,101972.0,25.52,92.31897,25.455292
2021-06-12,00:27:04,24.51,16.56,50.611,1019.78,664977.002276724,1.36668,50.611,0.0,915.1909789999999,693038.0,50.831879,146.828033,3.0,101978.0,25.51,91.51909599999999,25.445292000000002
2021-06-12,00:32:05,24.48,16.55,50.565,1019.78,669092.6836573939,1.334942,50.564999,0.0,899.6473390000001,698060.0,50.749767,144.41601599999996,3.0,101978.0,25.48,89.964737,25.415295
2021-06-12,00:37:05,24.48,16.4,50.514,1019.72,670277.9665657082,1.350966,50.514,0.0,907.540955,699508.0,50.745155,146.302551,3.0,101972.0,25.48,90.754097,25.415293
2021-06-12,00:42:05,24.35,16.34,50.788000000000004,1019.64,667911.5853313929,1.335042,50.787998,0.0,899.697205,696617.0,51.027805,145.292297,3.0,101964.0,25.35,89.969719,25.285301
2021-06-12,00:47:06,24.27,16.36,50.934,1019.68,672063.7857967879,1.29366,50.933997999999995,0.0,878.867249,701692.0,51.164482,141.86145,3.0,101968.0,25.27,87.886726,25.205297
2021-06-12,00:52:06,24.31,16.36,50.8,1019.7,670872.1841939881,1.320157,50.799999,0.0,892.279724,700234.0,50.964851,144.791992,3.0,101970.0,25.309999,89.227974,25.245302
2021-06-12,00:57:07,24.3,16.36,50.819,1019.72,669684.8006500731,1.334741,50.819,0.0,899.5477289999999,698783.0,51.015029999999996,146.580475,3.0,101972.0,25.299999,89.954773,25.235294
2021-06-12,01:02:07,24.33,16.36,50.663999999999994,1019.62,667322.5984678076,1.354622,50.664001,0.0,909.328918,695899.0,50.878479,148.83728,3.0,101962.0,25.33,90.932892,25.265299
2021-06-12,01:07:07,24.23,16.37,50.917,1019.62,667911.5853313929,1.351701,50.917,0.0,907.900757,696617.0,51.119510999999996,149.000488,3.0,101962.0,25.23,90.790077,25.165293
2021-06-12,01:12:08,24.22,16.37,50.901,1019.58,673859.146359727,1.304476,50.901001,0.0,884.375061,703889.0,51.104019,144.990936,3.0,101958.0,25.219999,88.437508,25.155291
2021-06-12,01:17:09,24.22,16.37,50.849,1019.6,667322.5984678076,1.371434,50.848999,0.0,917.488159,695899.0,51.099197,151.68988000000004,3.0,101960.0,25.219998999999998,91.748817,25.155291000000002
2021-06-12,01:22:09,24.16,16.39,50.948,1019.54,664977.002276724,1.377714,50.948002,0.0,920.510559,693038.0,51.105392,152.689255,3.0,101954.0,25.16,92.051056,25.095297
2021-06-12,01:27:10,24.14,16.39,50.952,1019.44,669684.8006500731,1.3431549999999999,50.952,0.0,903.704895,698783.0,51.13203,149.910797,3.0,101944.0,25.139999,90.370491,25.0753
2021-06-12,01:32:10,24.14,16.41,50.88800000000001,1019.52,670872.1841939881,1.327912,50.88800000000001,0.0,896.154541,700234.0,51.08223,148.893799,3.0,101952.0,25.139999,89.61545600000002,25.075294
2021-06-12,01:37:11,24.21,16.4,50.772,1019.56,673259.6279748022,1.33066,50.771999,0.0,897.521851,703155.0,50.951874,149.582031,3.0,101956.0,25.209999,89.75218199999998,25.145292
2021-06-12,01:42:11,24.12,16.4,50.986999999999995,1019.6,670277.9665657082,1.328712,50.986999999999995,0.0,896.553101,699508.0,51.184361,149.816895,3.0,101960.0,25.120001,89.655312,25.055294
2021-06-12,01:47:12,24.11,16.44,51.037,1019.58,671467.456334503,1.309058,51.036999,0.0,886.6943970000003,700962.0,51.197231,148.331329,3.0,101958.0,25.110001,88.669441,25.045296
2021-06-12,01:52:12,24.07,16.44,51.123999999999995,1019.5,673859.146359727,1.279193,51.124001,0.0,871.427612,703889.0,51.400917,145.789673,3.0,101950.0,25.07,87.142761,25.005295
2021-06-12,01:57:13,24.01,16.43,51.372,1019.42,669684.8006500731,1.3353110000000001,51.372002,0.0,899.830078,698783.0,51.57132,151.749222,3.0,101942.0,25.01,89.983009,24.945293
2021-06-12,02:02:13,24.03,16.43,51.351000000000006,1019.36,666734.6494665648,1.347433,51.351002,0.0,905.808411,695181.0,51.549168,153.352585,3.0,101936.0,25.030001,90.580841,24.965305
2021-06-12,02:07:13,24.03,16.54,51.434,1019.34,667322.5984678076,1.334976,51.433997999999995,0.0,899.664001,695899.0,51.661293,152.580048,3.0,101934.0,25.030001000000002,89.9664,24.965292
2021-06-12,02:12:14,24.03,16.54,51.492,1019.36,664977.002276724,1.372134,51.492001,0.0,917.825867,693038.0,51.675392,156.591675,3.0,101936.0,25.030001,91.782585,24.965292
2021-06-12,02:17:14,23.84,16.54,52.119,1019.33,660911.6436391678,1.401281,52.118999,0.0,931.730957,688087.0,52.346610999999996,159.789001,3.0,101933.0,24.84,93.173096,24.775299
2021-06-12,02:22:15,23.85,16.6,52.096000000000004,1019.31,662068.0936151698,1.385541,52.096001,0.0,924.258057,689495.0,52.28595,158.766953,3.0,101931.0,24.85,92.425804,24.785282
2021-06-12,02:27:15,23.86,16.54,52.06100000000001,1019.31,664393.1774127261,1.3597780000000002,52.061001,0.0,911.842041,692326.0,52.293648,156.75386,3.0,101931.0,24.860001,91.18420400000001,24.795294000000002
2021-06-12,02:32:15,23.76,16.87,52.332,1019.21,664977.002276724,1.363869,52.332001,0.0,913.829285,693038.0,52.556812,157.608643,3.0,101921.0,24.76,91.382927,24.695286
2021-06-12,02:37:16,23.68,16.7,52.65,1019.23,663810.3768029029,1.3432,52.650002,0.0,903.727051,691616.0,52.878147,156.041397,3.0,101923.0,24.68,90.372704,24.615285999999998
2021-06-12,02:42:16,23.48,16.7,53.158,1019.33,663810.3768029029,1.35074,53.158001,0.0,907.430298,691616.0,53.482891,157.24023400000004,3.0,101933.0,24.48,90.743027,24.415285
2021-06-12,02:47:17,23.47,16.7,53.225,1019.34,659184.5238799124,1.387699,53.224998,0.0,925.287598,685987.0,53.591301,161.304352,3.0,101934.0,24.469998999999998,92.528763,24.405294
2021-06-12,02:52:17,23.51,16.71,53.199,1019.4,659759.2266187255,1.398996,53.199001,0.0,930.65155,686686.0,53.450954,162.866272,3.0,101940.0,24.51,93.065155,24.445284
2021-06-12,02:57:17,23.4,16.68,53.434,1019.4,654622.6966046052,1.442516,53.433997999999995,0.0,950.916809,680450.0,53.68077099999999,167.467972,3.0,101940.0,24.4,95.09168199999999,24.335283
2021-06-12,03:02:18,23.42,16.7,53.343,1019.34,659759.2266187255,1.415316,53.342999,0.0,938.323669,686686.0,53.58900500000001,165.39975,3.0,101934.0,24.42,93.832367,24.355284
