date,timeStamp,temperature,outside temperature,humidity,pressure,gasResistance,bsec  breath_voc_equivalent ,bsec  raw_humidity,bsec bsec_status,bsec co2_equivalent,bsec gas,bsec humidity,bsec iaq,bsec iaq_accuracy,bsec pressure,bsec raw_temperature,bsec static_iaq,bsec temperature,co2
2023-04-27,08:03:29,17.85,4.16,42.44600000000001,1021.94,1219807.2686859542,11.769422,42.445999,0.0,2339.548584,1253482.0,42.594517,247.192322,3.0,102194.0,18.85,233.954849,18.785297,
2023-04-27,08:08:29,17.83,4.34,42.51600000000001,1021.94,1218825.9277377368,12.278648,42.519001,0.0,2367.568848,1252319.0,42.698757,248.75181600000002,3.0,102194.0,18.83,236.756897,18.765282,
2023-04-27,08:13:30,17.86,4.34,42.68899999999999,1021.94,1212000.505175769,12.169101,42.688999,0.0,2361.640381,1244240.0,42.892437,247.608627,2.0,102194.0,18.860001,236.164047,18.795282,
2023-04-27,08:18:30,17.83,4.8,42.468,1021.92,1212970.8815046635,12.334151,42.470001,0.0,2370.552734,1245387.0,42.663307,248.604965,3.0,102192.0,18.83,237.055267,18.765282,
2023-04-27,08:23:30,17.86,4.98,42.507,1021.88,1212000.505175769,12.335597,42.507,0.0,2370.630127,1244240.0,42.67612800000001,248.66246,3.0,102188.0,18.860001,237.063019,18.795282,
2023-04-27,08:28:31,17.85,4.98,42.639,1021.8,1212000.505175769,12.093781,42.639,0.0,2357.533203,1244240.0,42.789772,246.97355699999997,3.0,102180.0,18.85,235.753326,18.78528,
2023-04-27,08:33:31,17.87,5.1,42.763999999999996,1021.76,1204293.0327778205,12.182241,42.763999999999996,0.0,2362.3544920000004,1235133.0,42.939438,247.242386,2.0,102176.0,18.870001,236.235458,18.805283,
2023-04-27,08:38:32,17.89,5.6,43.037,1021.76,1199525.4454386404,12.23424,43.036999,0.0,2365.1721190000007,1229508.0,43.217354,248.03646899999998,2.0,102176.0,18.889999,236.517212,18.825295999999998,
2023-04-27,08:43:32,17.84,5.66,42.756,1021.74,1194795.4573696018,12.631408,42.756001,0.0,2386.306641,1223935.0,42.931469,249.73214700000003,2.0,102174.0,18.84,238.630661,18.775295,
2023-04-27,08:48:32,17.84,5.82,42.567,1021.82,1203336.48586601,12.339830000000001,42.567001,0.0,2370.857178,1234004.0,42.720665000000004,246.95916699999998,2.0,102182.0,18.84,237.08570899999998,18.775295,
2023-04-27,08:53:33,17.85,5.82,42.566,1021.84,1204293.0327778205,12.010883,42.56600200000001,0.0,2352.983154,1235133.0,42.740162,245.836838,3.0,102184.0,18.85,235.298309,18.785297,
2023-04-27,08:58:33,17.83,6.27,42.632,1021.82,1196682.9691960958,12.328475,42.633998999999996,0.0,2370.248047,1226158.0,42.786797,247.51879900000003,2.0,102182.0,18.83,237.024811,18.765297,
2023-04-27,09:03:34,17.79,6.49,42.858999999999995,1021.84,1190102.6255313756,12.278135,42.859001,0.0,2367.54126,1218412.0,43.044594,247.98317000000003,3.0,102184.0,18.790001,236.754135,18.725296,
2023-04-27,09:08:34,17.75,6.49,42.843,1021.82,1186374.8192542505,12.608386,42.842999,0.0,2385.099854,1214029.0,43.038567,249.225677,3.0,102182.0,18.75,238.50997900000002,18.685282,
2023-04-27,09:13:34,17.77,6.71,42.611000000000004,1021.82,1191038.2404323851,12.725293,42.611000000000004,0.0,2391.205566,1219512.0,42.822113,248.035553,2.0,102182.0,18.77,239.120544,18.70528,
2023-04-27,09:18:35,17.82,6.92,42.673,1021.8,1179907.0463320068,14.257854,42.673,0.0,2466.432373,1206434.0,42.82959,250.0,2.0,102180.0,18.82,246.64323399999998,18.75528,
2023-04-27,09:23:35,17.81,6.92,42.57100000000001,1021.78,1160031.1316108208,15.626222,42.570999,0.0,2527.056641,1183173.0,42.724533,249.747574,2.0,102178.0,18.809999,252.705673,18.745295,
2023-04-27,09:28:35,17.78,7.24,42.786,1021.8,1139955.3564868835,18.065936999999998,42.785999,0.0,2623.030273,1159794.0,42.943335999999995,250.0,2.0,102180.0,18.780001000000002,262.30304,18.715298,
2023-04-27,09:33:36,17.77,7.24,42.75,1021.84,1118907.4450729222,20.84642,42.75,0.0,2717.731445,1135408.0,42.928635,249.043121,2.0,102184.0,18.77,271.773132,18.705297,
2023-04-27,09:38:36,17.79,7.6,42.81,1021.82,1094653.681277869,24.82555,42.810001,0.0,2833.294922,1107465.0,42.945583,249.280075,2.0,102182.0,18.790001,283.329498,18.725281,
2023-04-27,09:43:37,17.81,7.76,42.849,1021.76,1070671.8796160454,29.230423,42.848999,0.0,2941.347412,1080000.0,43.052204,249.499924,2.0,102176.0,18.809999,294.1347350000001,18.745281,
2023-04-27,09:48:37,17.94,7.76,42.963,1021.78,1037671.733664123,35.307121,42.963001,0.0,3066.293945,1042471.0,43.130787,250.0,2.0,102178.0,18.940001000000002,306.6293950000001,18.875296,
2023-04-27,09:53:37,18.08,7.9,44.93,1021.82,995401.2883440392,41.42728,44.93,0.0,3172.043213,994842.0,45.03593400000001,248.23317000000003,2.0,102182.0,19.08,317.204315,19.015293,
2023-04-27,09:58:38,19.05,8.1,43.572,1021.74,957649.0453271308,44.599663,43.571999,0.0,3220.85498,952717.0,43.60062,248.01870699999998,2.0,102174.0,20.049999,322.08551,19.985294,
2023-04-27,10:03:38,19.41,8.35,42.963,1021.66,946875.4989867116,46.876347,42.963001,0.0,3253.791016,940767.0,43.10099,247.58361800000003,3.0,102166.0,20.41,325.379089,20.345282,
2023-04-27,10:08:38,19.9,8.34,42.033,1021.59,937500.4988197008,45.7939,42.033001,0.0,3238.3359379999997,930393.0,42.195934,246.57289100000003,3.0,102159.0,20.9,323.83358799999996,20.835279,
2023-04-27,10:13:39,19.51,8.34,43.041000000000004,1021.59,935185.6839641936,46.42897,43.041000000000004,0.0,3247.447266,927835.0,43.173866,248.023071,3.0,102159.0,20.51,324.7447200000001,20.44528,
2023-04-27,10:18:39,20.13,8.75,42.1,1021.6,938662.2088773785,40.251835,42.099998,0.0,3153.001465,931677.0,42.169647,241.74771099999998,3.0,102160.0,21.129998999999998,315.30014,21.065296,
