date,timeStamp,temperature,outside temperature,humidity,co2,pm2.5,pm10,pressure,gasResistance,bsec  breath_voc_equivalent ,bsec  raw_humidity,bsec bsec_status,bsec co2_equivalent,bsec gas,bsec humidity,bsec iaq,bsec iaq_accuracy,bsec pressure,bsec raw_temperature,bsec static_iaq,bsec temperature
2023-11-19,00:01:59,19.54,13.36,63.913999999999994,759,2.4,11.1,1008.65,910457.2291270078,57.659447,63.909,0.0,3390.754883,900600.0,64.244095,218.49339300000003,3.0,100859.0,20.559999,339.0755,20.495295
2023-11-19,00:06:59,19.59,13.36,63.479,724,2.5,10.8,1008.65,919854.7790249736,55.466465,63.231998,0.0,3365.10376,903010.0,63.55003000000001,217.58268700000002,3.0,100859.0,20.620001000000002,336.51037599999995,20.555281
2023-11-19,00:11:59,19.61,13.36,63.415,719,2.5,10.6,1008.67,912101.6422742471,52.188473,63.300999,0.0,3324.805176000001,907868.0,63.639378,215.742081,3.0,100869.0,20.610001,332.48053,20.54528
2023-11-19,00:16:59,19.41,13.38,63.786,682,2.2,7.6,1008.69,917626.179882568,54.469288,63.756001,0.0,3353.102783,906040.0,64.076302,218.14923100000001,3.0,100867.0,20.43,335.310272,20.36528
2023-11-19,00:21:59,19.43,13.39,64.063,746,2.2,9.4,1008.63,913201.2217306094,57.124458,64.102997,0.0,3384.588379,889914.0,64.43915600000001,220.792313,3.0,100863.0,20.43,338.458832,20.365297
2023-11-19,00:26:59,19.58,13.44,64.167,774,2.5,13.0,1008.57,892226.646472902,60.583565,64.071999,0.0,3423.4804689999996,877763.0,64.432266,223.924667,3.0,100857.0,20.59,342.348053,20.525288
2023-11-19,00:31:59,19.58,13.44,64.154,728,2.5,13.0,1008.55,888563.5478587677,61.041035,64.052002,0.0,3428.4570310000013,873786.0,64.409164,224.93898,3.0,100859.0,20.59,342.845703,20.525297
2023-11-19,00:36:59,19.55,13.46,64.295,707,2.8,16.4,1008.38,894333.4378838736,60.284676,64.209999,0.0,3420.2089840000012,874919.0,64.55589300000001,225.121017,3.0,100838.0,20.559998999999998,342.02090499999997,20.495295000000002
2023-11-19,00:41:59,19.55,13.46,64.236,699,3.1,13.8,1008.3,887002.8399013875,59.404385,64.04499799999999,0.0,3410.478027,877763.0,64.343552,225.192886,3.0,100832.0,20.59,341.047791,20.525295
2023-11-19,00:46:59,19.56,13.46,64.128,676,2.6,13.1,1008.18,864726.5250409534,75.300758,64.032997,0.0,3567.341553,851735.0,64.357635,235.85919199999998,3.0,100820.0,20.57,356.734161,20.505281
2023-11-19,00:51:59,19.53,13.46,64.053,645,2.4,13.4,1008.03,831960.9584688769,95.853539,63.924999,0.0,3726.98999,821168.0,64.25859799999999,246.776779,3.0,100814.0,20.530001,372.699005,20.465296
2023-11-19,00:56:59,19.53,13.44,64.027,638,2.5,9.4,1008.14,820249.5495476021,111.4254,63.895,0.0,3826.572754,807416.0,64.22273299999999,248.82151800000003,2.0,100816.0,20.540001,382.657288,20.475298000000002
2023-11-19,01:01:59,19.55,13.47,64.222,649,2.7,11.9,1008.2,802012.1431751506,125.046669,64.122002,0.0,3902.868408,785340.0,64.432716,249.557953,2.0,100816.0,20.57,390.286835,20.505297
2023-11-19,01:06:59,19.46,13.47,63.931,574,2.6,15.2,1008.3,808000.4968749919,121.08950800000001,63.945,0.0,3881.595459000001,787172.0,64.275192,248.57348599999997,3.0,100830.0,20.459999,388.159546,20.395294
2023-11-19,01:11:59,19.44,13.47,64.547,615,3.0,17.0,1008.32,791536.5468328996,149.050003,64.485001,0.0,4019.029785,767482.0,64.847031,249.044113,2.0,100840.0,20.379999,401.902985,20.315294
2023-11-19,01:16:59,19.32,13.45,64.316,524,4.1,19.4,1008.45,806709.7620347281,121.38368999999999,64.0,0.0,3883.2006840000004,795991.0,64.295975,239.67775,3.0,100853.0,20.34,388.320068,20.275291
2023-11-19,01:21:59,19.13,13.45,63.76,436,3.7,22.7,1008.32,847790.0888947352,88.277374,63.673,0.0,3672.520996,833848.0,64.01254300000001,227.932129,3.0,100838.0,20.110001,367.252106,20.045296
2023-11-19,01:26:59,19.12,13.45,63.576,410,4.2,27.1,1008.3,856416.5517909273,79.097687,63.455002,0.0,3599.8847659999997,846395.0,63.77259399999999,224.311142,3.0,100830.0,20.129998999999998,359.988464,20.065281
2023-11-19,01:31:59,19.11,13.43,63.273,410,4.0,24.3,1008.34,877752.5256484776,66.28302,63.338001,0.0,3482.959229,866496.0,63.78540400000001,218.021408,3.0,100836.0,20.07,348.295929,20.00528
2023-11-19,01:36:59,19.06,13.43,63.312,410,4.8,27.8,1008.22,899644.2036445094,51.79303,63.19100200000001,0.0,3319.7734379999997,898802.0,63.553261,208.915268,3.0,100824.0,20.059998999999998,331.977356,19.995279
2023-11-19,01:41:59,18.58,13.43,64.211,409,4.5,23.2,1008.18,935763.3153425704,38.744228,64.605003,0.0,3127.748535,936849.0,65.01387,198.00563,3.0,100822.0,19.52,312.7748410000001,19.45528
2023-11-19,01:46:59,18.42,13.4,65.014,410,4.3,28.3,1008.2,943337.9833566513,39.815670000000004,65.249001,0.0,3145.793945,928473.0,65.633354,199.702377,3.0,100818.0,19.379998999999998,314.579407,19.315279
2023-11-19,01:51:59,18.36,13.43,64.962,409,4.5,22.4,1007.99,936920.7214439964,38.649376,64.878998,0.0,3126.126709,936200.0,65.28537800000001,199.111511,3.0,100797.0,19.32,312.612671,19.255295
2023-11-19,01:56:59,18.25,13.34,65.072,409,4.1,24.3,1007.97,957649.0453271308,32.373402,65.031998,0.0,3008.907715,958807.0,65.29860699999999,192.597534,3.0,100796.0,19.26,300.8907779999999,19.195293
2023-11-19,02:01:59,18.16,13.34,65.288,409,4.6,24.7,1007.9,989549.813965418,24.657244,65.46399699999999,0.0,2828.794922,992647.0,65.89344799999999,182.200424,3.0,100792.0,19.08,282.879486,19.015295
2023-11-19,02:06:59,18.02,13.34,65.574,409,5.0,25.3,1007.8,1007984.5320982287,19.546770000000002,65.556,0.0,2675.146973,1026616.0,65.90921,173.34925800000005,3.0,100776.0,19.030001000000002,267.514709,18.965281
2023-11-19,02:11:59,18.0,13.34,65.23,409,5.1,25.8,1007.8,1044828.0871503544,14.815495,65.253998,0.0,2491.8125,1068884.0,65.692497,162.611618,3.0,100778.0,18.98,249.181244,18.915295
2023-11-19,02:16:59,17.89,13.28,65.408,409,4.7,24.4,1007.74,1082916.8706435966,11.406611999999999,65.362999,0.0,2318.834961,1107465.0,65.771637,152.43541000000005,3.0,100776.0,18.860001,231.88348399999998,18.795296
2023-11-19,02:21:59,17.78,13.11,65.282,408,4.7,30.0,1007.72,1124722.1063891507,8.677544000000001,65.138,0.0,2137.936035,1151877.0,65.42370600000001,141.695648,3.0,100776.0,18.860001,213.793594,18.795282
