champion_id,champion_name,played_with,won_with,played_against,lost_against,winrate,tot_played
17,Teemo,0.0,0,2,2,100,2
15,Sivir,0.0,0,1,1,100,1
110,Varus,0.0,0,1,1,100,1
79,Gragas,0.0,0,1,1,100,1
518,Neeko,0.0,0,1,1,100,1
57,Maokai,0.0,0,1,1,100,1
555,Pyke,0.0,0,1,1,100,1
222,Jinx,0.0,0,1,1,100,1
238,Zed,1.0,0,1,1,50,2
121,Khazix,1.0,0,0,0,0,1
59,JarvanIV,1.0,0,0,0,0,1
236,Lucian,1.0,0,0,0,0,1
75,Nasus,1.0,0,0,0,0,1
92,Riven,1.0,0,0,0,0,1
11,MasterYi,1.0,0,0,0,0,1
12,Alistar,1.0,0,0,0,0,1
7,Leblanc,1.0,0,0,0,0,1
68,Rumble,1.0,0,0,0,0,1
