summoner_name,played_with,won_with,played_against,lost_against,date,last_played
yvan i am,2.0,0,0,0,5-2-2024 13:37,Alistar
Jeeveezee,2.0,0,0,0,5-2-2024 13:37,MasterYi
loserhimself,1.0,0,0,0,5-2-2024 13:37,Rumble
andertaiker,1.0,0,0,0,5-2-2024 13:37,Nasus
Zekh9,1.0,0,0,0,5-2-2024 13:37,Zed
Gumaar,1.0,0,0,0,5-2-2024 13:37,Leblanc
GG mufinzL,1.0,0,0,0,5-2-2024 13:37,Lucian
Aitortxuh2,1.0,0,0,0,5-2-2024 13:37,Riven
tkSi,0.0,0,1,1,5-2-2024 13:37,Varus
stomp industrie,0.0,0,1,1,5-2-2024 13:37,Pyke
byroby56,0.0,0,1,1,5-2-2024 13:37,Zed
Wandandala,0.0,0,1,1,5-2-2024 13:37,Sivir
VendoSanitas,0.0,0,1,1,5-2-2024 13:37,Maokai
Rinnegankai,0.0,0,1,1,5-2-2024 13:37,Neeko
K4yser,0.0,0,1,1,5-2-2024 13:37,Teemo
Dædshœt,0.0,0,1,1,5-2-2024 13:37,Teemo
DikembeMutomb0,0.0,0,1,1,5-2-2024 13:37,Jinx
CESTO,0.0,0,1,1,5-2-2024 13:37,Gragas
