champion_id,champion_name,played,won,kills,deaths,assists,average_damage_dealt,average_damage_taken,damage_diff,double_kills,triple_kills,quadra_kills,penta_kills,unreal_kills,average_healing_done,cc_score,winrate
54,Malphite,4.0,4,18,38,104,16698,28775,-12077,2,0,0,0,0,1778,28,100
41,Gangplank,2.0,2,42,34,64,56317,53000,3317,4,0,0,0,0,9974,15,100
81,Ezreal,2.0,2,30,36,74,52681,55445,-2764,0,0,0,0,0,17447,1,100
82,Mordekaiser,2.0,2,24,20,66,27128,39709,-12581,2,0,0,0,0,11988,15,100
141,Kayn,2.0,2,8,28,42,14673,33999,-19326,0,0,0,0,0,5737,20,100
150,Gnar,2.0,2,10,20,48,16861,36735,-19874,2,0,0,0,0,3419,35,100
50,Swain,2.0,2,22,26,70,47640,94957,-47317,4,2,0,0,0,39142,125,100
36,DrMundo,2.0,2,26,20,66,33686,81236,-47550,2,0,0,0,0,19315,15,100
134,Syndra,4.0,2,44,62,74,30653,30712,-58,2,2,0,0,0,1947,46,50
26,Zilean,4.0,2,26,32,142,19968,23843,-3875,0,0,0,0,0,9170,29,50
163,Taliyah,2.0,0,22,16,44,37990,27576,10414,0,0,0,0,0,2468,59,0
518,Neeko,2.0,0,20,34,64,31416,42891,-11475,2,0,0,0,0,3834,60,0
516,Ornn,2.0,0,12,16,28,7071,25763,-18692,2,0,0,0,0,1789,22,0
526,Rell,2.0,0,2,28,34,6225,38930,-32705,0,0,0,0,0,2167,32,0
12,Alistar,2.0,0,2,22,106,14441,59699,-45258,0,0,0,0,0,16952,72,0
221,Zeri,1.0,0,11,14,18,28524,32267,-3743,3,0,0,0,0,4880,3,0
