summoner_name,played_with,won_with,played_against,lost_against,date,last_played
ironsuperhulk,37.0,22,0,0,6-2-2024 16:33,Ezreal
Jeeveezee,11.0,4,0,0,6-2-2024 16:33,Caitlyn
OllietroIlie,4.0,2,0,0,6-2-2024 16:32,Xerath
Électra Heart ,2.0,2,0,0,6-2-2024 16:33,Veigar
rockicki,2.0,2,0,0,6-2-2024 16:33,Lux
llinley,2.0,2,0,0,6-2-2024 16:32,Viktor
bimbopipo,2.0,2,0,0,6-2-2024 16:33,Sett
all2lies,2.0,2,0,0,6-2-2024 16:33,Nocturne
Zalast,2.0,2,0,0,6-2-2024 16:33,Rumble
YungThaibox,2.0,2,0,0,6-2-2024 16:33,Xayah
Xue Yu,2.0,2,0,0,6-2-2024 16:32,Jhin
Vodkaholic,2.0,2,0,0,6-2-2024 16:32,Lulu
Vademek,2.0,2,0,0,6-2-2024 16:33,Khazix
Spartakus1999,2.0,2,0,0,6-2-2024 16:32,Shen
Santjoo,2.0,2,0,0,6-2-2024 16:32,Milio
Sancho D Cuba,2.0,2,0,0,6-2-2024 16:32,Seraphine
SO I GO,2.0,2,0,0,6-2-2024 16:32,Sivir
Rexy Kun,2.0,2,0,0,6-2-2024 16:32,Lucian
RW XAHTEP,2.0,2,0,0,6-2-2024 16:33,Urgot
RW Edif,2.0,2,0,0,6-2-2024 16:33,Gangplank
NotArf,2.0,2,0,0,6-2-2024 16:33,Quinn
Nargama,2.0,2,0,0,6-2-2024 16:32,Corki
More Vodka,2.0,2,0,0,6-2-2024 16:33,Gangplank
Missekat,2.0,2,0,0,6-2-2024 16:33,Swain
Mikά,2.0,2,0,0,6-2-2024 16:32,Diana
Madgall,2.0,2,0,0,6-2-2024 16:33,Xerath
MAZADURA,2.0,2,0,0,6-2-2024 16:33,Maokai
Jømsviking,2.0,2,0,0,6-2-2024 16:32,Annie
Jinn the Human,2.0,2,0,0,6-2-2024 16:33,Teemo
Jama1ungma,2.0,2,0,0,6-2-2024 16:32,Malzahar
Jack O Neill,2.0,2,0,0,6-2-2024 16:33,Yasuo
Isarian,2.0,2,0,0,6-2-2024 16:32,Evelynn
ILJtMitW,2.0,2,0,0,6-2-2024 16:33,Xayah
HAM PÅ MIDTEN,2.0,2,0,0,6-2-2024 16:33,Vladimir
GoZu HeLL,2.0,2,0,0,6-2-2024 16:33,Veigar
Diégo D Lavéga,2.0,2,0,0,6-2-2024 16:32,Urgot
Chimpi,2.0,2,0,0,6-2-2024 16:33,Zoe
Chimotronic,2.0,2,0,0,6-2-2024 16:33,Ryze
BüezliBueb,2.0,2,0,0,6-2-2024 16:32,MasterYi
Buz7zilikum,2.0,2,0,0,6-2-2024 16:32,Cassiopeia
BusterKeaton,2.0,2,0,0,6-2-2024 16:32,Blitzcrank
Autümn,2.0,2,0,0,6-2-2024 16:33,Lissandra
24MambaOut8,2.0,2,0,0,6-2-2024 16:33,Diana
wako0,2.0,0,0,0,6-2-2024 16:33,Pantheon
ttúbeda,2.0,0,0,0,6-2-2024 16:33,Jayce
qieMKT,2.0,0,0,0,6-2-2024 16:33,Nautilus
mONsieur Zibo,2.0,0,0,0,6-2-2024 16:32,Soraka
champagnêpapi,2.0,0,0,0,6-2-2024 16:33,Gangplank
XENOCRATES,2.0,0,0,0,6-2-2024 16:33,Nautilus
ToppedYourDAD,2.0,0,0,0,6-2-2024 16:33,Brand
Syrou,2.0,0,0,0,6-2-2024 16:32,Sylas
StyxMetal,2.0,0,0,0,6-2-2024 16:32,Varus
Pykempire,2.0,0,0,0,6-2-2024 16:33,Syndra
NaiKelevra,2.0,0,0,0,6-2-2024 16:33,Karthus
Maffs2137,2.0,0,0,0,6-2-2024 16:33,Olaf
L H0MME METHODE,2.0,0,0,0,6-2-2024 16:33,Syndra
Jihir0,2.0,0,0,0,6-2-2024 16:32,Evelynn
JSiilva2K,2.0,0,0,0,6-2-2024 16:32,Karthus
Halycron,2.0,0,0,0,6-2-2024 16:33,MissFortune
Half Sack Epps,2.0,0,0,0,6-2-2024 16:33,Twitch
GGIGOTHIS,2.0,0,0,0,6-2-2024 16:32,Lillia
FraiseDesBoiis,2.0,0,0,0,6-2-2024 16:32,Shaco
Cøuntless,2.0,0,0,0,6-2-2024 16:32,Pyke
CaptainSnorlax,2.0,0,0,0,6-2-2024 16:33,Briar
Aidith,2.0,0,0,0,6-2-2024 16:32,Lux
15H07,2.0,0,0,0,6-2-2024 16:33,Zeri
,1.0,1,0,0,6-2-2024 16:30,Katarina
,1.0,1,0,0,6-2-2024 16:32,Katarina
Hmmmm20005,1.0,0,0,0,6-2-2024 16:31,Sylas
HOA Forgotten,1.0,0,0,0,6-2-2024 16:31,Evelynn
Autoestima baja,1.0,0,0,0,6-2-2024 16:31,Katarina
,1.0,0,0,0,6-2-2024 16:30,KSante
,1.0,0,0,0,6-2-2024 16:32,KSante
Ζeta,0.0,0,2,0,6-2-2024 16:32,Soraka
yodawillloveyou,0.0,0,2,0,6-2-2024 16:33,Lucian
refter,0.0,0,2,0,6-2-2024 16:33,TahmKench
pablopix5,0.0,0,2,0,6-2-2024 16:32,Soraka
ooleemartin,0.0,0,2,0,6-2-2024 16:32,Rumble
lai0s,0.0,0,2,2,6-2-2024 16:33,Veigar
haxyro,0.0,0,2,0,6-2-2024 16:32,Talon
gotcherr,0.0,0,2,0,6-2-2024 16:33,Fiora
givemebanan,0.0,0,2,2,6-2-2024 16:33,Chogath
ezGlitch,0.0,0,2,2,6-2-2024 16:33,Lissandra
deceiit,0.0,0,2,2,6-2-2024 16:33,Malphite
adribrk,0.0,0,2,2,6-2-2024 16:32,Tristana
Zøe feet pics,0.0,0,2,0,6-2-2024 16:33,Zyra
Zdévane,0.0,0,2,0,6-2-2024 16:32,Nidalee
Yuuki Itadori,0.0,0,2,0,6-2-2024 16:33,Seraphine
YoshiMinori,0.0,0,2,0,6-2-2024 16:33,Garen
Xion unreal,0.0,0,2,0,6-2-2024 16:33,Darius
Xeranon,0.0,0,2,0,6-2-2024 16:33,Sejuani
Villineth,0.0,0,2,2,6-2-2024 16:33,Nami
UrMajesty,0.0,0,1,1,6-2-2024 16:31,Blitzcrank
URSSAF is Back,0.0,0,2,0,6-2-2024 16:33,Thresh
TiT BrokenHands,0.0,0,2,2,6-2-2024 16:32,Jinx
Tehkla,0.0,0,2,0,6-2-2024 16:33,Milio
Tch3p,0.0,0,2,0,6-2-2024 16:33,Lucian
