summoner_name,played_with,won_with,played_against,lost_against,last_played,date
FrozenInk,0.0,0,1,1,Brand,19-5-2023 22:32
FirZZTimeRNGR,0.0,0,1,1,Qiyana,4-8-2022 22:8
Falkeur,0.0,0,1,0,Jhin,20-3-2022 15:16
FIKKBoner,0.0,0,1,0,Nilah,19-5-2023 22:32
FACT0NY,0.0,0,1,0,Jayce,20-3-2022 15:16
Extreme N,0.0,0,1,1,Jhin,0
EvrardCestNul,0.0,0,1,1,Zed,19-5-2023 22:33
EvilApeRm,0.0,0,1,1,Aphelios,20-3-2022 15:16
Evil SouI,0.0,0,1,1,MissFortune,19-5-2023 22:33
Esp0ir13,0.0,0,1,1,Kayle,19-5-2023 22:32
Epimorphismus,0.0,0,1,1,Janna,0
EnteMcQuack,0.0,0,1,1,Nidalee,20-3-2022 15:16
Eliiwe,0.0,0,1,1,Rell,0
Elgroj,0.0,0,1,1,Ekko,19-5-2023 22:33
El Ritsho,0.0,0,1,1,Nidalee,19-5-2023 22:33
EZ PIGΞØΠΠΞD,0.0,0,1,0,Annie,20-3-2022 15:16
EU Berberisko,0.0,0,1,0,Pantheon,20-3-2022 15:16
ELUUUUUUUUUUUUUL,0.0,0,1,1,Yuumi,20-3-2022 15:16
Dryzuto,0.0,0,1,0,Mordekaiser,0
Draenor,0.0,0,1,1,Aatrox,19-5-2023 22:33
DoudouPowers,0.0,0,1,1,Ziggs,20-3-2022 15:16
Do The Roar,0.0,0,1,0,Nidalee,0
Desmond,0.0,0,1,0,Bard,0
Delusional Lulu,0.0,0,1,0,Lulu,0
DeltaTirador,0.0,0,1,1,Thresh,4-8-2022 22:8
Davstar2B,0.0,0,1,1,Velkoz,20-3-2022 15:16
DanTeZj,0.0,0,1,1,KogMaw,4-8-2022 22:8
Dakuuu,0.0,0,1,1,Malphite,4-8-2022 22:8
DafukLulu,0.0,0,1,1,Nunu,19-5-2023 22:33
DIRECTION GOULAG,0.0,0,1,0,Warwick,0
DDeath30,0.0,0,1,1,Katarina,0
D1ckusMagnificus,0.0,0,1,0,Thresh,20-3-2022 15:15
Cyrò,0.0,0,1,1,Anivia,19-5-2023 22:33
Cthulhu OTP,0.0,0,1,1,Ashe,0
CptPilon,0.0,0,1,1,Syndra,20-3-2022 15:17
CptElement,0.0,0,1,1,Rengar,0
Cop V Toad,0.0,0,1,0,Aphelios,20-3-2022 15:16
Coinflip Jungler,0.0,0,1,1,Ashe,0
CocaShoot,0.0,0,1,0,Shaco,0
Cipry,0.0,0,1,0,Malzahar,0
Cibèle,0.0,0,1,0,Bard,20-3-2022 15:16
ChuckFinley,0.0,0,1,0,Rumble,0
Chrissy1359,0.0,0,1,0,Morgana,0
Chris Breezy,0.0,0,1,0,Malphite,0
CharoKing,0.0,0,1,0,Rumble,20-3-2022 15:16
CestPasDéLol,0.0,0,1,0,Thresh,0
Caramelo Dulce,0.0,0,1,1,Malzahar,19-5-2023 22:33
Capt91sultan,0.0,0,1,0,Ornn,20-3-2022 15:16
Call me Kalista,0.0,0,1,0,Vayne,20-3-2022 15:17
Call me KaiSa,0.0,0,1,0,Seraphine,20-3-2022 15:17
Call me Aatrox,0.0,0,1,0,Anivia,20-3-2022 15:17
C9 Gred,0.0,0,1,1,Aphelios,0
Buddha Swagg,0.0,0,1,1,Caitlyn,19-5-2023 22:32
Bravo Prophet,0.0,0,1,0,Kayle,0
Brandemoilateub,0.0,0,1,1,Swain,0
Boten Anna,0.0,0,1,0,Fiddlesticks,0
Bossss  Choncccc,0.0,0,1,0,Pyke,0
Bo Alexandrova,0.0,0,1,0,Quinn,0
Blyatomik,0.0,0,1,0,Jinx,0
BlooDYy,0.0,0,1,0,Brand,0
Biavleren Abdi,0.0,0,1,1,Akali,19-5-2023 22:33
Betejo,0.0,0,1,0,Chogath,0
Ben KenoYi,0.0,0,1,1,Lillia,20-3-2022 15:17
Beff Rezos,0.0,0,1,1,Illaoi,20-3-2022 15:17
Bedight,0.0,0,1,1,KSante,19-5-2023 22:33
BeachMasteR,0.0,0,1,0,Singed,0
Batelii,0.0,0,1,0,Zoe,0
Bahazu,0.0,0,1,0,Ryze,0
Baba Is Bush,0.0,0,1,1,Rengar,0
BTW I LOSS,0.0,0,1,0,Xayah,20-3-2022 15:15
BOOMYHOUSE,0.0,0,1,1,Sejuani,19-5-2023 22:33
Azzenoth,0.0,0,1,0,Samira,0
Arroi,0.0,0,1,1,Ezreal,0
ArousedChicken,0.0,0,1,1,Zed,20-3-2022 15:16
Armarin,0.0,0,1,1,Anivia,0
Antarèš,0.0,0,1,0,Chogath,20-3-2022 15:16
Ameshini,0.0,0,1,1,Khazix,19-5-2023 22:33
Alinëa,0.0,0,1,0,Samira,0
AlbeeeNnNn,0.0,0,1,1,LeeSin,0
AkiNoBaka,0.0,0,1,0,MissFortune,0
Ahnalement,0.0,0,1,1,Lux,20-3-2022 15:15
Adenrlo,0.0,0,1,1,Twitch,0
AbsolutFähig,0.0,0,1,1,Nami,4-8-2022 22:8
ADY Ippøtisman,0.0,0,1,0,Ekko,0
7äfäf15,0.0,0,1,0,Nunu,0
65Semih030,0.0,0,1,1,MissFortune,20-3-2022 15:16
4 idiots and me,0.0,0,1,1,Nami,19-5-2023 22:32
2noir,0.0,0,1,0,Aatrox,20-3-2022 15:16
