summoner_name,played_with,won_with,played_against,lost_against,last_played,date
Spiiration,0.0,0,1,1,Gnar,0
Sodonox,0.0,0,1,0,Karma,20-3-2022 15:16
Sm1l3rA,0.0,0,1,0,Caitlyn,0
SiriusBorn,0.0,0,1,0,Vayne,20-3-2022 15:16
Shyfer,0.0,0,1,1,Thresh,19-5-2023 22:33
Shutaraaa,0.0,0,1,0,Diana,0
Shrimp City,0.0,0,1,1,Chogath,19-5-2023 22:33
Señor Martínez,0.0,0,1,1,Draven,20-3-2022 15:16
SergxIn,0.0,0,1,1,Diana,20-3-2022 15:16
Scudders,0.0,0,1,1,Yasuo,19-5-2023 22:33
Scost,0.0,0,1,0,Soraka,0
Sandwitch,0.0,0,1,1,Akshan,19-5-2023 22:32
SUPA HOT LEGACY,0.0,0,1,0,MasterYi,20-3-2022 15:15
SSB Hook,0.0,0,1,0,Xayah,0
SNSM stan,0.0,0,1,1,Lux,0
Ruthak,0.0,0,1,0,Vi,0
RoomMan,0.0,0,1,1,Sett,20-3-2022 15:17
RlGGS,0.0,0,1,1,Jinx,19-5-2023 22:33
Rento,0.0,0,1,1,Vayne,19-5-2023 22:32
Relaxx212,0.0,0,1,1,Tristana,20-3-2022 15:16
Reformed Fairy,0.0,0,1,0,Ornn,20-3-2022 15:16
Redhe,0.0,0,1,1,Caitlyn,0
Rebjorn,0.0,0,1,0,Xerath,19-5-2023 22:32
Rathian,0.0,0,1,1,Lucian,0
Ramael,0.0,0,1,0,MasterYi,0
Ralf Schumacher,0.0,0,1,1,Ryze,0
RJXA Crunchy,0.0,0,1,1,Thresh,4-8-2022 22:8
Qzb,0.0,0,1,0,Sivir,0
Priester,0.0,0,1,1,Morgana,19-5-2023 22:33
Pompavelao18,0.0,0,1,1,TwistedFate,19-5-2023 22:33
Polybear,0.0,0,1,1,Taliyah,19-5-2023 22:32
Pokeuuuh,0.0,0,1,1,Ahri,19-5-2023 22:32
Pinot13,0.0,0,1,0,Zilean,0
PimX,0.0,0,1,1,TwistedFate,20-3-2022 15:16
Pestinha,0.0,0,1,1,Yasuo,0
Pengwang,0.0,0,1,1,MonkeyKing,19-5-2023 22:33
Pegaaa,0.0,0,1,1,Gangplank,19-5-2023 22:32
PassiveAgressif,0.0,0,1,0,Blitzcrank,19-5-2023 22:32
Pasaporlapiedra,0.0,0,1,0,Varus,20-3-2022 15:15
Ouroa,0.0,0,1,1,Nidalee,4-8-2022 22:8
OnlyFlashMark,0.0,0,1,1,Urgot,19-5-2023 22:32
Only Random,0.0,0,1,1,KogMaw,0
OW Nox,0.0,0,1,0,Diana,19-5-2023 22:32
OOKKKAAAAAAAYYY,0.0,0,1,1,Draven,0
OGGA BOGGA,0.0,0,1,0,Caitlyn,0
Nowquitgame,0.0,0,1,1,Twitch,20-3-2022 15:16
No Smite ,0.0,0,1,0,Swain,19-5-2023 22:32
Niyonks,0.0,0,1,0,Samira,20-3-2022 15:15
NiyesNino,0.0,0,1,0,Teemo,0
Nights Jooh,0.0,0,1,0,Quinn,20-3-2022 15:16
Nights Hawk,0.0,0,1,0,Teemo,20-3-2022 15:16
Nicolade674,0.0,0,1,1,Sion,19-5-2023 22:33
Next Level Erado,0.0,0,1,1,Neeko,0
Neptral,0.0,0,1,1,Zed,19-5-2023 22:33
Naïsa,0.0,0,1,0,Braum,0
Name is E Z ,0.0,0,1,0,Illaoi,4-8-2022 22:8
NMSLXSWL,0.0,0,1,1,Kled,20-3-2022 15:16
N55 WooKe,0.0,0,1,1,Taliyah,0
N1ghtW0lf,0.0,0,1,1,Ahri,19-5-2023 22:33
N0PainN0Gain,0.0,0,1,1,Nautilus,0
Mäkasi,0.0,0,1,0,Corki,19-5-2023 22:32
