champion_id,champion_name,played,won,kills,deaths,assists,average_damage_dealt,average_damage_taken,damage_diff,double_kills,triple_kills,quadra_kills,penta_kills,unreal_kills,average_healing_done,winrate
33,Rammus,1.0,1,5,5,16,13322,30029,-16707,0,0,0,0,0,8286,100.0
222,Jinx,2.0,1,19,18,16,18226,18229,-2,4,1,0,0,0,4257,50.0
5,XinZhao,2.0,1,24,19,12,28715,39161,-10446,3,1,0,0,0,15833,50.0
51,Caitlyn,1.0,0,12,8,16,39712,33741,5971,2,0,0,0,0,13003,0.0
99,Lux,1.0,0,1,8,15,20788,15932,4856,0,0,0,0,0,400,0.0
43,Karma,1.0,0,4,7,6,10067,13597,-3530,1,0,0,0,0,2499,0.0
111,Nautilus,1.0,0,3,4,8,7054,13642,-6588,0,0,0,0,0,1198,0.0
44,Taric,1.0,0,2,7,9,8193,17605,-9412,0,0,0,0,0,5448,0.0
