summoner_name,played_with,won_with,played_against,lost_against,last_played
Divinus2,0.0,0,1,1,JarvanIV
Diulf,0.0,0,1,0,Pyke
DieGuteNudel ,0.0,0,1,0,Graves
DestaSte,0.0,0,1,0,Anivia
Deoxe,0.0,0,1,1,Malphite
Daze Daze Yare,0.0,0,1,0,Irelia
Darkcomes,0.0,0,1,1,Darius
Daredevil5,0.0,0,1,1,Lulu
Danton Kumabite,0.0,0,1,0,Lulu
DaYeNB,0.0,0,1,0,Chogath
DRAVVVEEEENNNN,0.0,0,1,0,Sylas
DONT IGNORE ME,0.0,0,1,0,Lux
DHZ,0.0,0,1,1,Sona
DF Takhaus,0.0,0,1,1,Ziggs
Cristallus,0.0,0,1,1,Azir
Cosmic Mango,0.0,0,1,1,Gragas
ComandoEUW,0.0,0,1,0,Ashe
Chilläx,0.0,0,1,0,Braum
ChickenoSaurus,0.0,0,1,1,Hecarim
Chibalba,0.0,0,1,0,Morgana
Catscarf,0.0,0,1,0,MissFortune
Capitán Falopio,0.0,0,1,0,Pantheon
CDRG11,0.0,0,1,0,Kaisa
C9 SirObvious,0.0,0,1,1,Jhin
BôôkX,0.0,0,1,0,Tristana
BìgTiddyGothGF,0.0,0,1,0,Karthus
Busvi,0.0,0,1,0,Syndra
BuggyLeClown,0.0,0,1,0,Zyra
Budweiser1337,0.0,0,1,0,Ashe
Bosnex,0.0,0,1,1,Veigar
Bond004,0.0,0,1,0,Talon
Bljeard,0.0,0,1,1,Ahri
BigHalfMoon,0.0,0,1,0,Azir
Bibilicious,0.0,0,1,1,Caitlyn
Bezlebub,0.0,0,1,1,Malzahar
Belsamor,0.0,0,1,1,Yone
Behamot,0.0,0,1,1,Sion
BeeDino,0.0,0,1,1,Lulu
Barriss Offee,0.0,0,1,1,JarvanIV
B85,0.0,0,1,0,Nidalee
Ataneq,0.0,0,1,0,Kaisa
Antiagr,0.0,0,1,0,Senna
Andrex2500,0.0,0,1,0,Chogath
Alvarogg,0.0,0,1,0,Seraphine
Alosex,0.0,0,1,1,Ziggs
Albertwander,0.0,0,1,0,Corki
Aello Xenakis,0.0,0,1,0,Seraphine
Adellame,0.0,0,1,1,Leblanc
AdelinouxX,0.0,0,1,0,Orianna
Abysswalker Sif,0.0,0,1,1,Caitlyn
Abbe242,0.0,0,1,0,Senna
ARKINOXX,0.0,0,1,0,Kennen
AGingah,0.0,0,1,0,Ahri
666TeemoDevil666,0.0,0,1,0,Neeko
0grod,0.0,0,1,1,MasterYi
0DarkRose0,0.0,0,1,0,Lucian
 Roshi Style,0.0,0,1,1,Urgot
