date,timeStamp,temperature,outside temperature,humidity,pressure,gasResistance,bsec  breath_voc_equivalent ,bsec  raw_humidity,bsec bsec_status,bsec co2_equivalent,bsec gas,bsec humidity,bsec iaq,bsec iaq_accuracy,bsec pressure,bsec raw_temperature,bsec static_iaq,bsec temperature
2022-07-04,00:04:54,23.29,15.2,46.465,1021.13,1213942.812923867,1.805706,46.465,0.0,1099.472046,1246537.0,46.663467,114.83093999999998,3.0,102113.0,25.290001,109.94720500000001,25.22529
2022-07-04,00:09:55,23.28,15.01,46.498999999999995,1021.21,1217846.1645081243,1.755424,46.499001,0.0,1080.789917,1251158.0,46.691662,113.156456,3.0,102121.0,25.280001,108.078987,25.215281
2022-07-04,00:14:56,23.22,15.01,46.535,1021.17,1222760.7960436558,1.773659,46.535,0.0,1087.626221,1256983.0,46.694373999999996,114.18453999999998,3.0,102117.0,25.219998999999998,108.762619,25.1553
2022-07-04,00:19:56,23.17,15.0,46.602,1021.19,1215891.3560099923,1.814415,46.602001,0.0,1102.654907,1248844.0,46.803783,116.094902,3.0,102119.0,25.17,110.265495,25.105291
2022-07-04,00:24:57,23.18,15.0,46.604,1021.31,1218825.9277377368,1.751756,46.604,0.0,1079.4060060000004,1252319.0,46.773327,113.91487099999999,3.0,102131.0,25.18,107.940598,25.115295
2022-07-04,00:29:57,23.15,15.0,46.69300000000001,1021.31,1219807.2686859542,1.772339,46.693001,0.0,1087.133545,1253482.0,46.869846,115.05204,3.0,102131.0,25.15,108.713348,25.085285
2022-07-04,00:34:58,23.18,14.73,46.624,1021.21,1219807.2686859542,1.770027,46.624001,0.0,1086.27002,1253482.0,46.803707,115.27283500000001,3.0,102121.0,25.18,108.626999,25.115284
2022-07-04,00:39:58,23.08,14.73,46.815,1021.19,1219807.2686859542,1.736941,46.814999,0.0,1073.787598,1253482.0,47.024132,114.233459,3.0,102119.0,25.08,107.378754,25.015301
2022-07-04,00:44:58,23.08,14.73,46.835,1021.19,1216867.9751953855,1.7488709999999998,46.834998999999996,0.0,1078.315552,1250000.0,47.025711,115.035866,3.0,102119.0,25.08,107.831551,25.015291
2022-07-04,00:49:59,23.02,14.65,47.048,1021.17,1211031.6802079498,1.7978060000000002,47.048,0.0,1096.571533,1243094.0,47.216755,117.341255,3.0,102117.0,25.02,109.65715,24.955294
2022-07-04,00:54:59,23.03,14.65,47.026,1021.13,1209098.669498128,1.802083,47.026001,0.0,1098.143555,1240809.0,47.211288,117.836601,3.0,102113.0,25.030001000000002,109.81435400000001,24.965288
2022-07-04,00:59:59,23.0,14.54,47.14100000000001,1021.07,1212970.8815046635,1.790914,47.140999,0.0,1094.03064,1245387.0,47.318497,117.710976,3.0,102107.0,25.0,109.403069,24.935291
2022-07-04,01:05:00,22.98,14.54,47.198,1021.02,1212000.505175769,1.794184,47.198002,0.0,1095.237427,1244240.0,47.383686,118.170341,3.0,102102.0,24.98,109.523743,24.915293
2022-07-04,01:10:00,22.94,14.57,47.398,1020.87,1208134.4763570412,1.79767,47.397999,0.0,1096.5217289999996,1239669.0,47.578552,118.627754,3.0,102087.0,24.940001,109.652168,24.875294
2022-07-04,01:15:01,22.91,14.57,47.50100000000001,1020.85,1210064.4028838868,1.8127,47.500999,0.0,1102.029419,1241950.0,47.666973,119.54901100000001,3.0,102085.0,24.91,110.202942,24.845285
2022-07-04,01:20:01,22.92,14.57,47.516999999999996,1020.79,1198576.4541614256,1.869715,47.516998,0.0,1122.516113,1228389.0,47.701298,122.142242,3.0,102079.0,24.92,112.251617,24.855303
2022-07-04,01:25:02,22.82,14.47,47.78100000000001,1020.83,1196682.9691960958,1.909735,47.780998,0.0,1136.526367,1226158.0,47.975147,124.03656000000001,3.0,102083.0,24.82,113.65264099999999,24.755297
2022-07-04,01:30:02,22.84,14.47,47.847,1020.75,1191975.3275834708,1.848218,47.903999,0.0,1114.866211,1245387.0,47.414719,121.959251,3.0,102075.0,25.139999,111.486618,25.075285
2022-07-04,01:35:04,22.82,14.39,47.926,1020.71,1186374.8192542505,1.999712,47.925999,0.0,1166.982544,1214029.0,48.130542999999996,128.167908,3.0,102071.0,24.82,116.69825700000001,24.755287
2022-07-04,01:40:04,22.83,14.39,47.955,1020.79,1181747.7742172163,2.066981,47.955002,0.0,1188.869751,1208594.0,48.142159,131.011841,3.0,102079.0,24.83,118.886978,24.765287
