date,timeStamp,temperature,outside temperature,humidity,pressure,gasResistance,bsec  breath_voc_equivalent ,bsec  raw_humidity,bsec bsec_status,bsec co2_equivalent,bsec gas,bsec humidity,bsec iaq,bsec iaq_accuracy,bsec pressure,bsec raw_temperature,bsec static_iaq,bsec temperature
2021-06-03,00:04:34,26.6,19.89,37.033,1015.2,1022267.7069362523,0.6724359999999999,37.033001,0.0,578.4042969999998,1025057.0,37.207596,45.659328,0.0,101520.0,27.6,44.601074,27.53528
2021-06-03,00:09:34,26.6,20.05,37.418,1015.24,1012024.5483413023,0.684574,37.417999,0.0,583.138184,1013514.0,37.500473,46.961605,3.0,101524.0,27.6,45.784554,27.535282
2021-06-03,00:14:34,26.61,20.0,37.31800000000001,1015.24,1008655.6266738472,0.698952,37.318001,0.0,588.638245,1009723.0,37.460358,48.493874,3.0,101524.0,27.610001,47.159561,27.545285999999997
2021-06-03,00:19:35,26.45,19.94,37.883,1015.22,1007984.5320982287,0.6882550000000001,37.882999,0.0,584.557495,1008969.0,38.066246,47.488518,3.0,101522.0,27.450001,46.139378,27.385283
2021-06-03,00:24:35,26.49,19.95,37.752,1015.22,1003976.6432215556,0.722536,37.751999,0.0,597.419678,1004464.0,37.897755,50.99897,3.0,101522.0,27.49,49.354927,27.425282
2021-06-03,00:29:35,26.75,19.95,37.334,1015.24,985686.9017977674,0.822824,37.334,0.0,631.8126219999998,983965.0,37.447445,60.301849,3.0,101524.0,27.75,57.953163,27.685291
2021-06-03,00:34:36,26.7,19.67,37.59,1015.26,981854.0317214507,0.8268479999999999,37.59,0.0,633.103516,979681.0,37.752838,60.770504,3.0,101526.0,27.700001,58.275879,27.635294000000002
2021-06-03,00:39:36,27.3,19.67,37.207,1015.34,896980.9599503125,1.594296,37.207001,0.0,1017.098877,885827.0,37.32383,107.74778700000002,3.0,101534.0,28.299999,101.709885,28.235279
2021-06-03,00:44:37,27.66,19.67,36.817,1015.37,811897.6030329795,3.3195300000000003,36.817001,0.0,1502.26001,793651.0,36.957718,160.55246,3.0,101537.0,28.66,150.225998,28.595299
2021-06-03,00:49:37,27.82,19.71,36.863,1015.39,691721.9446134395,6.187989,36.862999,0.0,1914.253418,725862.0,36.990417,205.77504,3.0,101539.0,28.82,191.425339,28.755291
2021-06-03,00:54:37,27.89,19.71,37.052,1015.37,658610.8214940222,9.157983999999999,37.051998,0.0,2173.584229,685290.0,37.194649,234.67201200000002,3.0,101537.0,28.889999,217.358429,28.825290999999996
2021-06-03,00:59:38,27.93,19.68,37.236,1015.37,643489.6657611994,11.063682,37.236,0.0,2298.641357,666989.0,37.38140900000001,247.676331,3.0,101537.0,28.93,229.864136,28.865301
2021-06-03,01:04:38,28.02,19.69,37.26300000000001,1015.36,625408.1515565012,13.438948000000002,37.26300000000001,0.0,2427.302246,645288.0,37.404796999999995,249.318497,3.0,101536.0,29.02,242.730225,28.955301000000002
2021-06-03,01:09:38,28.05,19.79,37.467,1015.34,608315.0159660171,16.149305,37.466999,0.0,2548.8388670000004,624954.0,37.62373,249.311874,3.0,101534.0,29.049999,254.883881,28.985294
2021-06-03,01:14:39,28.02,19.79,37.591,1015.37,607338.588147614,15.954016000000001,37.591,0.0,2540.790283,623798.0,37.756008,242.42448399999998,3.0,101537.0,29.02,254.079025,28.955294
2021-06-03,01:19:39,28.09,19.79,37.707,1015.39,603945.6378518615,16.097498,37.707001,0.0,2546.713135,619785.0,37.861744,243.730804,3.0,101539.0,29.09,254.67131,29.025293
