summoner_name,played_with,won_with,played_against,lost_against,date,last_played
yvan i am,11.0,8,0,0,5-2-2024 13:38,Garen
Hikaru Rose,9.0,7,0,0,5-2-2024 13:38,Vayne
Jeeveezee,6.0,4,0,0,5-2-2024 13:38,Karthus
ironsuperhulk,4.0,3,0,0,5-2-2024 13:38,Rumble
BluezamX,4.0,3,0,0,5-2-2024 13:38,Nasus
OllietroIlie,3.0,1,0,0,5-2-2024 13:38,Nidalee
ΛndrΔ,1.0,1,0,0,5-2-2024 13:38,Jinx
ˆJugadorˆ,1.0,1,0,0,5-2-2024 13:38,Maokai
ısακα,1.0,1,0,0,5-2-2024 13:38,Kaisa
rominou78,1.0,1,0,0,5-2-2024 13:38,Sejuani
likeatombomb,1.0,1,0,0,5-2-2024 13:38,Sylas
iUn1corn,1.0,1,0,0,5-2-2024 13:38,Lulu
SneakyNstuff,1.0,1,0,0,5-2-2024 13:38,Velkoz
Slayer In Jungle,1.0,1,0,0,5-2-2024 13:38,Jayce
Shuwi,1.0,1,0,0,5-2-2024 13:38,Yuumi
S3vsek,1.0,1,0,0,5-2-2024 13:38,Sivir
PickachuOnCrack,1.0,1,0,0,5-2-2024 13:38,Kayle
Métyz,1.0,1,0,0,5-2-2024 13:38,LeeSin
Máximo X Meridio,1.0,1,0,0,5-2-2024 13:38,Lux
Le Bâtiment,1.0,1,0,0,5-2-2024 13:38,Sylas
haaakiii,1.0,0,0,0,5-2-2024 13:38,Neeko
Splatch,1.0,0,0,0,5-2-2024 13:38,Fizz
Necau,1.0,0,0,0,5-2-2024 13:38,Tristana
HoonKanG,1.0,0,0,0,5-2-2024 13:38,Yasuo
žěd x,0.0,0,1,0,5-2-2024 13:38,Lucian
ºLoveYourIntº,0.0,0,1,0,5-2-2024 13:38,Katarina
z Ryan o,0.0,0,1,0,5-2-2024 13:38,Vayne
xArcherry,0.0,0,1,1,5-2-2024 13:38,Veigar
semooooo,0.0,0,1,1,5-2-2024 13:38,Karthus
oldroad,0.0,0,1,0,5-2-2024 13:38,Tryndamere
minkythecat,0.0,0,1,1,5-2-2024 13:38,Tristana
knippilberg,0.0,0,1,0,5-2-2024 13:38,Lulu
kamiaar68,0.0,0,1,0,5-2-2024 13:38,Fizz
jimmybobben,0.0,0,1,1,5-2-2024 13:38,Ekko
hugífy,0.0,0,1,0,5-2-2024 13:38,Seraphine
gladiado,0.0,0,1,0,5-2-2024 13:38,Renekton
dAyym S,0.0,0,1,0,5-2-2024 13:38,Thresh
chopstick panda,0.0,0,1,0,5-2-2024 13:38,Ekko
Zikke07,0.0,0,1,0,5-2-2024 13:38,Aatrox
YOUNGDAGGERDK,0.0,0,1,0,5-2-2024 13:38,Nilah
Todomo,0.0,0,1,1,5-2-2024 13:38,Zilean
ThChampion,0.0,0,1,0,5-2-2024 13:38,Velkoz
Tesdron,0.0,0,1,1,5-2-2024 13:38,Kassadin
SylentX,0.0,0,1,0,5-2-2024 13:38,KSante
Scarbrain,0.0,0,1,0,5-2-2024 13:38,TahmKench
SABOTAJCI,0.0,0,1,0,5-2-2024 13:38,Chogath
RobShot,0.0,0,1,0,5-2-2024 13:38,Heimerdinger
QuaZu,0.0,0,1,1,5-2-2024 13:38,Khazix
Prokiler03,0.0,0,1,1,5-2-2024 13:38,Rammus
Ploummette,0.0,0,1,0,5-2-2024 13:38,Velkoz
Pizzicottina,0.0,0,1,0,5-2-2024 13:38,Seraphine
Pan2002,0.0,0,1,0,5-2-2024 13:38,Sivir
OneeChanXXXOppai,0.0,0,1,0,5-2-2024 13:38,Rengar
Ninja Araz,0.0,0,1,0,5-2-2024 13:38,Ekko
MinsaStardust,0.0,0,1,1,5-2-2024 13:38,Blitzcrank
MikeTheYike,0.0,0,1,0,5-2-2024 13:38,Singed
Loopwick,0.0,0,1,0,5-2-2024 13:38,Akshan
LittleCa,0.0,0,1,1,5-2-2024 13:38,Darius
Katsuo68,0.0,0,1,0,5-2-2024 13:38,Warwick
JeanJass,0.0,0,1,0,5-2-2024 13:38,Rumble
HookschnerSepp,0.0,0,1,0,5-2-2024 13:38,Fizz
HeroinBärchen,0.0,0,1,0,5-2-2024 13:38,TahmKench
Happyƒeet,0.0,0,1,0,5-2-2024 13:38,Pyke
FRlSTl,0.0,0,1,0,5-2-2024 13:38,Varus
Everblooom,0.0,0,1,0,5-2-2024 13:38,Irelia
Ercetti,0.0,0,1,0,5-2-2024 13:38,Malphite
Drag0w0,0.0,0,1,1,5-2-2024 13:38,Ezreal
Drag0nDan,0.0,0,1,1,5-2-2024 13:38,Mordekaiser
Down4Maintenance,0.0,0,1,0,5-2-2024 13:38,Aphelios
Dfntly Not Matho,0.0,0,1,1,5-2-2024 13:38,Xerath
CheeseStickz,0.0,0,1,0,5-2-2024 13:38,LeeSin
Cdoc,0.0,0,1,0,5-2-2024 13:38,Zilean
Calow,0.0,0,1,0,5-2-2024 13:38,Sion
BlaXeR,0.0,0,1,0,5-2-2024 13:38,Leblanc
Beta Teemo,0.0,0,1,0,5-2-2024 13:38,Elise
Anto le plus bo,0.0,0,1,1,5-2-2024 13:38,Tristana
Andeee,0.0,0,1,0,5-2-2024 13:38,Karthus
A Cute Vastaya,0.0,0,1,1,5-2-2024 13:38,Kennen
7Dagger,0.0,0,1,0,5-2-2024 13:38,Lillia
